plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
C-7161-01-LM6-021	A01				DMSO
C-7161-01-LM6-021	A02				DMSO
C-7161-01-LM6-021	A03				DMSO
C-7161-01-LM6-021	A04				DMSO
C-7161-01-LM6-021	A05				DMSO
C-7161-01-LM6-021	A06				DMSO
C-7161-01-LM6-021	A07	BRD-M80207679-001-01-5	3.87903000000000020	9.99999999999999999	DMSO
C-7161-01-LM6-021	A08	BRD-M80207679-001-01-5	1.29300999999900544	3.33333333333076923	DMSO
C-7161-01-LM6-021	A09	BRD-M80207679-001-01-5	0.431003333334991062	1.11111111111538462	DMSO
C-7161-01-LM6-021	A10	BRD-M80207679-001-01-5	0.143667777777335730	0.370370370369230769	DMSO
C-7161-01-LM6-021	A11	BRD-M80207679-001-01-5	0.0478892592591119101	0.123456790123076923	DMSO
C-7161-01-LM6-021	A12	BRD-M80207679-001-01-5	0.0159630864206985931	0.0411522633769230769	DMSO
C-7161-01-LM6-021	A13	BRD-K80343549-001-02-6	5.47956999999999993	9.99999999999999999	DMSO
C-7161-01-LM6-021	A14	BRD-K80343549-001-02-6	1.82652333333192829	3.33333333333076923	DMSO
C-7161-01-LM6-021	A15	BRD-K80343549-001-02-6	0.608841111113452803	1.11111111111538462	DMSO
C-7161-01-LM6-021	A16	BRD-K80343549-001-02-6	0.202947037036412582	0.370370370369230769	DMSO
C-7161-01-LM6-021	A17	BRD-K80343549-001-02-6	0.0676490123454708607	0.123456790123076923	DMSO
C-7161-01-LM6-021	A18	BRD-K80343549-001-02-6	0.0225496707832286382	0.0411522633769230769	DMSO
C-7161-01-LM6-021	A19	BRD-K19111024-001-20-9	2.14645999999999986	9.99999999999999999	DMSO
C-7161-01-LM6-021	A20	BRD-K19111024-001-20-9	0.715486666666116247	3.33333333333076923	DMSO
C-7161-01-LM6-021	A21	BRD-K19111024-001-20-9	0.238495555556472832	1.11111111111538462	DMSO
C-7161-01-LM6-021	A22	BRD-K19111024-001-20-9	0.0794985185182739027	0.370370370369230769	DMSO
C-7161-01-LM6-021	A23	BRD-K19111024-001-20-9	0.0264995061727579676	0.123456790123076923	DMSO
C-7161-01-LM6-021	A24	BRD-K19111024-001-20-9	0.00883316872480303021	0.0411522633769230769	DMSO
C-7161-01-LM6-021	B01				DMSO
C-7161-01-LM6-021	B02				DMSO
C-7161-01-LM6-021	B03				DMSO
C-7161-01-LM6-021	B04				DMSO
C-7161-01-LM6-021	B05				DMSO
C-7161-01-LM6-021	B06				DMSO
C-7161-01-LM6-021	B07	BRD-K80267133-001-17-7	1.53135400000000004	9.99999999999999999	DMSO
C-7161-01-LM6-021	B08	BRD-K80267133-001-17-7	0.510451333332940692	3.33333333333076923	DMSO
C-7161-01-LM6-021	B09	BRD-K80267133-001-17-7	0.170150444445098875	1.11111111111538462	DMSO
C-7161-01-LM6-021	B10	BRD-K80267133-001-17-7	0.0567168148146403031	0.370370370369230769	DMSO
C-7161-01-LM6-021	B11	BRD-K80267133-001-17-7	0.0189056049382134344	0.123456790123076923	DMSO
C-7161-01-LM6-021	B12	BRD-K80267133-001-17-7	0.00630186831313046632	0.0411522633769230769	DMSO
C-7161-01-LM6-021	B13	BRD-K80396088-001-12-0	5.27631999999999948	9.99999999999999999	DMSO
C-7161-01-LM6-021	B14	BRD-K80396088-001-12-0	1.75877333333198026	3.33333333333076923	DMSO
C-7161-01-LM6-021	B15	BRD-K80396088-001-12-0	0.586257777780032560	1.11111111111538462	DMSO
C-7161-01-LM6-021	B16	BRD-K80396088-001-12-0	0.195419259258657950	0.370370370369230769	DMSO
C-7161-01-LM6-021	B17	BRD-K80396088-001-12-0	0.0651397530862193166	0.123456790123076923	DMSO
C-7161-01-LM6-021	B18	BRD-K80396088-001-12-0	0.0217132510300926748	0.0411522633769230769	DMSO
C-7161-01-LM6-021	B19	BRD-K80608265-001-01-6	2.82333700000000021	9.99999999999999998	DMSO
C-7161-01-LM6-021	B20	BRD-K80608265-001-01-6	0.941112333333333408	3.33333333333333334	DMSO
C-7161-01-LM6-021	B21	BRD-K80608265-001-01-6	0.313704111111111138	1.11111111111111112	DMSO
