Metadata_Plate,Metadata_Well,cell_count
BR00092760,A01,1286
BR00092760,A02,879
BR00092760,A03,1136
BR00092760,A04,541
BR00092760,A05,833
BR00092760,A06,935
BR00092760,A07,545
BR00092760,A08,1076
BR00092760,A09,1087
BR00092760,A10,1081
BR00092760,A11,948
BR00092760,A12,895
BR00092760,A13,434
BR00092760,A14,894
BR00092760,A15,857
BR00092760,A16,570
BR00092760,A17,700
BR00092760,A18,978
BR00092760,A19,1026
BR00092760,A20,1010
BR00092760,A21,1005
BR00092760,A22,451
BR00092760,A23,853
BR00092760,A24,903
BR00092760,B01,1067
BR00092760,B02,1188
BR00092760,B03,1207
BR00092760,B04,1129
BR00092760,B05,1106
BR00092760,B06,1035
BR00092760,B07,753
BR00092760,B08,1037
BR00092760,B09,811
BR00092760,B10,535
BR00092760,B11,721
BR00092760,B12,1128
BR00092760,B13,1053
BR00092760,B14,945
BR00092760,B15,1389
BR00092760,B16,1123
BR00092760,B17,983
BR00092760,B18,1278
BR00092760,B19,213
BR00092760,B20,773
BR00092760,B21,909
BR00092760,B22,852
BR00092760,B23,937
BR00092760,B24,729
BR00092760,C01,245
BR00092760,C02,1131
BR00092760,C03,1031
BR00092760,C04,1122
BR00092760,C05,1285
BR00092760,C06,1199
BR00092760,C07,20
BR00092760,C08,1124
BR00092760,C09,1176
BR00092760,C10,326
BR00092760,C11,1318
BR00092760,C12,1178
BR00092760,C13,543
BR00092760,C14,1183
BR00092760,C15,1156
BR00092760,C16,9
BR00092760,C17,124
BR00092760,C18,1101
BR00092760,C19,1121
BR00092760,C20,1138
BR00092760,C21,1067
BR00092760,C22,1095
BR00092760,C23,1353
BR00092760,C24,1193
BR00092760,D01,1194
BR00092760,D02,1447
BR00092760,D03,1340
BR00092760,D04,63
BR00092760,D05,1211
BR00092760,D06,1377
BR00092760,D07,791
BR00092760,D08,1453
BR00092760,D09,1249
BR00092760,D10,1272
BR00092760,D11,1209
BR00092760,D12,1336
BR00092760,D13,1395
BR00092760,D14,1492
BR00092760,D15,1175
BR00092760,D16,1176
BR00092760,D17,1052
BR00092760,D18,1669
BR00092760,D19,1237
BR00092760,D20,1262
BR00092760,D21,1646
BR00092760,D22,71
BR00092760,D23,19
BR00092760,D24,21
BR00092760,E01,613
BR00092760,E02,857
BR00092760,E03,950
BR00092760,E04,876
BR00092760,E05,1280
BR00092760,E06,1381
BR00092760,E07,18
BR00092760,E08,45
BR00092760,E09,59
BR00092760,E10,1258
BR00092760,E11,1220
BR00092760,E12,1215
BR00092760,E13,1302
BR00092760,E14,1144
BR00092760,E15,1627
BR00092760,E16,1356
BR00092760,E17,1536
BR00092760,E18,1303
BR00092760,E19,837
BR00092760,E20,1292
BR00092760,E21,1369
BR00092760,E22,1002
BR00092760,E23,1271
BR00092760,E24,1037
BR00092760,F01,61
BR00092760,F02,1128
BR00092760,F03,1419
BR00092760,F04,1048
BR00092760,F05,1030
BR00092760,F06,1087
BR00092760,F07,890
BR00092760,F08,1378
BR00092760,F09,1398
BR00092760,F10,56
BR00092760,F11,1145
BR00092760,F12,1343
BR00092760,F13,67
BR00092760,F14,1058
BR00092760,F15,1466
BR00092760,F16,1294
BR00092760,F17,1392
BR00092760,F18,1143
BR00092760,F19,62
BR00092760,F20,1522
BR00092760,F21,1174
BR00092760,F22,1025
BR00092760,F23,1382
BR00092760,F24,958
BR00092760,G01,94
BR00092760,G02,919
BR00092760,G03,1111
BR00092760,G04,250
BR00092760,G05,1362
BR00092760,G06,1130
BR00092760,G07,21
BR00092760,G08,137
BR00092760,G09,1327
BR00092760,G10,537
BR00092760,G11,922
BR00092760,G12,1209
BR00092760,G13,1336
BR00092760,G14,1211
BR00092760,G15,1476
BR00092760,G16,1066
BR00092760,G17,1197
BR00092760,G18,1239
BR00092760,G19,1512
BR00092760,G20,1312
BR00092760,G21,1111
BR00092760,G22,312
BR00092760,G23,645
BR00092760,G24,963
BR00092760,H01,1035
BR00092760,H02,1185
BR00092760,H03,1378
BR00092760,H04,1368
BR00092760,H05,1478
BR00092760,H06,1233
BR00092760,H07,271
BR00092760,H08,1285
BR00092760,H09,1368
BR00092760,H10,1189
BR00092760,H11,1455
BR00092760,H12,1194
BR00092760,H13,144
BR00092760,H14,815
BR00092760,H15,1411
BR00092760,H16,18
BR00092760,H17,96
BR00092760,H18,1090
BR00092760,H19,586
BR00092760,H20,1219
BR00092760,H21,1236
BR00092760,H22,2
BR00092760,H23,969
BR00092760,H24,839
BR00092760,I01,247
BR00092760,I02,1171
BR00092760,I03,1657
BR00092760,I04,1454
BR00092760,I05,1258
BR00092760,I06,1567
BR00092760,I07,866
BR00092760,I08,1575
BR00092760,I09,1284
BR00092760,I10,722
BR00092760,I11,806
BR00092760,I12,795
BR00092760,I13,8
BR00092760,I14,149
BR00092760,I15,1280
BR00092760,I16,1109
BR00092760,I17,1281
BR00092760,I18,1225
BR00092760,I19,862
BR00092760,I20,1297
BR00092760,I21,1499
BR00092760,I22,1155
BR00092760,I23,1211
BR00092760,I24,881
BR00092760,J01,896
BR00092760,J02,1369
BR00092760,J03,1128
BR00092760,J04,247
BR00092760,J05,1303
BR00092760,J06,1468
BR00092760,J07,4
BR00092760,J08,97
BR00092760,J09,462
BR00092760,J10,839
BR00092760,J11,1087
BR00092760,J12,1382
BR00092760,J13,674
BR00092760,J14,787
BR00092760,J15,1162
BR00092760,J16,743
BR00092760,J17,837
BR00092760,J18,771
BR00092760,J19,1448
BR00092760,J20,1563
BR00092760,J21,1038
BR00092760,J22,625
BR00092760,J23,844
BR00092760,J24,942
BR00092760,K01,810
BR00092760,K02,916
BR00092760,K03,1106
BR00092760,K04,1189
BR00092760,K05,1185
BR00092760,K06,1401
BR00092760,K07,1416
BR00092760,K08,1407
BR00092760,K09,1179
BR00092760,K10,1440
BR00092760,K11,1211
BR00092760,K12,1209
BR00092760,K13,40
BR00092760,K14,144
BR00092760,K15,1190
BR00092760,K16,1076
BR00092760,K17,1611
BR00092760,K18,1256
BR00092760,K19,1157
BR00092760,K20,1481
BR00092760,K21,1358
BR00092760,K22,1041
BR00092760,K23,1212
BR00092760,K24,829
BR00092760,L01,1227
BR00092760,L02,1134
BR00092760,L03,1323
BR00092760,L04,1386
BR00092760,L05,1271
BR00092760,L06,1332
BR00092760,L07,876
BR00092760,L08,1469
BR00092760,L09,1281
BR00092760,L10,269
BR00092760,L11,377
BR00092760,L12,1405
BR00092760,L13,1360
BR00092760,L14,1488
BR00092760,L15,1388
BR00092760,L16,329
BR00092760,L17,464
BR00092760,L18,502
BR00092760,L19,1025
BR00092760,L20,1179
BR00092760,L21,1128
BR00092760,L22,1501
BR00092760,L23,1187
BR00092760,L24,888
BR00092760,M01,861
BR00092760,M02,667
BR00092760,M03,1027
BR00092760,M04,1114
BR00092760,M05,1109
BR00092760,M06,1410
BR00092760,M07,275
BR00092760,M08,369
BR00092760,M09,1014
BR00092760,M10,14
BR00092760,M11,1040
BR00092760,M12,1036
BR00092760,M13,19
BR00092760,M14,1064
BR00092760,M15,1005
BR00092760,M16,799
BR00092760,M17,1122
BR00092760,M18,1076
BR00092760,M19,77
BR00092760,M20,1125
BR00092760,M21,1030
BR00092760,M22,224
BR00092760,M23,1031
BR00092760,M24,973
BR00092760,N01,1189
BR00092760,N02,1199
BR00092760,N03,1135
BR00092760,N04,128
BR00092760,N05,1050
BR00092760,N06,1291
BR00092760,N07,1115
BR00092760,N08,1023
BR00092760,N09,1057
BR00092760,N10,600
BR00092760,N11,827
BR00092760,N12,1063
BR00092760,N13,1
BR00092760,N14,1012
BR00092760,N15,970
BR00092760,N16,1128
BR00092760,N17,941
BR00092760,N18,947
BR00092760,N19,855
BR00092760,N20,869
BR00092760,N21,988
BR00092760,N22,697
BR00092760,N23,954
BR00092760,N24,875
BR00092760,O01,935
BR00092760,O02,856
BR00092760,O03,891
BR00092760,O04,1065
BR00092760,O05,809
BR00092760,O06,841
BR00092760,O07,739
BR00092760,O08,722
BR00092760,O09,1096
BR00092760,O10,301
BR00092760,O11,790
BR00092760,O12,773
BR00092760,O13,843
BR00092760,O14,953
BR00092760,O15,933
BR00092760,O16,7
BR00092760,O17,186
BR00092760,O18,822
BR00092760,O19,500
BR00092760,O20,1041
BR00092760,O21,822
BR00092760,O22,165
BR00092760,O23,559
BR00092760,O24,686
BR00092760,P01,182
BR00092760,P02,845
BR00092760,P03,982
BR00092760,P04,117
BR00092760,P05,741
BR00092760,P06,1055
BR00092760,P07,156
BR00092760,P08,994
BR00092760,P09,826
BR00092760,P10,657
BR00092760,P11,993
BR00092760,P12,841
BR00092760,P13,439
BR00092760,P14,645
BR00092760,P15,626
BR00092760,P16,811
BR00092760,P17,897
BR00092760,P18,1093
BR00092760,P19,221
BR00092760,P20,859
BR00092760,P21,1018
BR00092760,P22,672
BR00092760,P23,956
BR00092760,P24,840
