Metadata_Plate,Metadata_Well,cell_count
BR00092776,A01,673
BR00092776,A02,707
BR00092776,A03,833
BR00092776,A04,656
BR00092776,A05,934
BR00092776,A06,1048
BR00092776,A07,746
BR00092776,A08,1033
BR00092776,A09,969
BR00092776,A10,958
BR00092776,A11,668
BR00092776,A12,789
BR00092776,A13,688
BR00092776,A14,836
BR00092776,A15,718
BR00092776,A16,696
BR00092776,A17,770
BR00092776,A18,1005
BR00092776,A19,788
BR00092776,A20,965
BR00092776,A21,854
BR00092776,A22,394
BR00092776,A23,938
BR00092776,A24,1080
BR00092776,B01,933
BR00092776,B02,974
BR00092776,B03,1034
BR00092776,B04,1047
BR00092776,B05,875
BR00092776,B06,760
BR00092776,B07,711
BR00092776,B08,786
BR00092776,B09,835
BR00092776,B10,644
BR00092776,B11,795
BR00092776,B12,842
BR00092776,B13,741
BR00092776,B14,952
BR00092776,B15,914
BR00092776,B16,976
BR00092776,B17,926
BR00092776,B18,731
BR00092776,B19,258
BR00092776,B20,684
BR00092776,B21,933
BR00092776,B22,897
BR00092776,B23,975
BR00092776,B24,804
BR00092776,C01,156
BR00092776,C02,1068
BR00092776,C03,1093
BR00092776,C04,1055
BR00092776,C05,1164
BR00092776,C06,1051
BR00092776,C07,35
BR00092776,C08,1071
BR00092776,C09,1085
BR00092776,C10,318
BR00092776,C11,1108
BR00092776,C12,1049
BR00092776,C13,462
BR00092776,C14,1027
BR00092776,C15,1073
BR00092776,C16,19
BR00092776,C17,24
BR00092776,C18,965
BR00092776,C19,977
BR00092776,C20,1117
BR00092776,C21,1092
BR00092776,C22,990
BR00092776,C23,982
BR00092776,C24,824
BR00092776,D01,778
BR00092776,D02,1092
BR00092776,D03,1160
BR00092776,D04,292
BR00092776,D05,1239
BR00092776,D06,1305
BR00092776,D07,934
BR00092776,D08,1164
BR00092776,D09,1130
BR00092776,D10,1018
BR00092776,D11,1100
BR00092776,D12,1201
BR00092776,D13,1276
BR00092776,D14,1084
BR00092776,D15,1305
BR00092776,D16,1195
BR00092776,D17,1464
BR00092776,D18,1143
BR00092776,D19,1232
BR00092776,D20,1128
BR00092776,D21,1093
BR00092776,D22,15
BR00092776,D23,67
BR00092776,D24,78
BR00092776,E01,661
BR00092776,E02,697
BR00092776,E03,980
BR00092776,E04,1086
BR00092776,E05,1283
BR00092776,E06,1390
BR00092776,E07,113
BR00092776,E08,115
BR00092776,E09,157
BR00092776,E10,1407
BR00092776,E11,1450
BR00092776,E12,1393
BR00092776,E13,1438
BR00092776,E14,1374
BR00092776,E15,1325
BR00092776,E16,1461
BR00092776,E17,1370
BR00092776,E18,1328
BR00092776,E19,1146
BR00092776,E20,1353
BR00092776,E21,1286
BR00092776,E22,978
BR00092776,E23,874
BR00092776,E24,884
BR00092776,F01,267
BR00092776,F02,866
BR00092776,F03,1237
BR00092776,F04,957
BR00092776,F05,1487
BR00092776,F06,1510
BR00092776,F07,1158
BR00092776,F08,1549
BR00092776,F09,1445
BR00092776,F10,355
BR00092776,F11,1220
BR00092776,F12,1425
BR00092776,F13,289
BR00092776,F14,1145
BR00092776,F15,1361
BR00092776,F16,1364
BR00092776,F17,1587
BR00092776,F18,1326
BR00092776,F19,128
BR00092776,F20,1354
BR00092776,F21,1249
BR00092776,F22,1063
BR00092776,F23,1015
BR00092776,F24,892
BR00092776,G01,469
BR00092776,G02,1065
BR00092776,G03,1281
BR00092776,G04,437
BR00092776,G05,1503
BR00092776,G06,1434
BR00092776,G07,36
BR00092776,G08,60
BR00092776,G09,1630
BR00092776,G10,226
BR00092776,G11,1427
BR00092776,G12,1407
BR00092776,G13,1513
BR00092776,G14,1544
BR00092776,G15,1536
BR00092776,G16,1392
BR00092776,G17,1437
BR00092776,G18,1466
BR00092776,G19,1536
BR00092776,G20,1197
BR00092776,G21,1182
BR00092776,G22,425
BR00092776,G23,800
BR00092776,G24,879
BR00092776,H01,1068
BR00092776,H02,1105
BR00092776,H03,1212
BR00092776,H04,1380
BR00092776,H05,1427
BR00092776,H06,1402
BR00092776,H07,814
BR00092776,H08,1610
BR00092776,H09,1381
BR00092776,H10,1613
BR00092776,H11,1429
BR00092776,H12,1571
BR00092776,H13,254
BR00092776,H14,1167
BR00092776,H15,1498
BR00092776,H16,132
BR00092776,H17,141
BR00092776,H18,1491
BR00092776,H19,215
BR00092776,H20,1348
BR00092776,H21,1281
BR00092776,H22,1
BR00092776,H23,885
BR00092776,H24,783
BR00092776,I01,240
BR00092776,I02,1033
BR00092776,I03,1121
BR00092776,I04,1383
BR00092776,I05,1594
BR00092776,I06,1422
BR00092776,I07,1284
BR00092776,I08,1523
BR00092776,I09,1443
BR00092776,I10,1018
BR00092776,I11,1121
BR00092776,I12,1032
BR00092776,I13,151
BR00092776,I14,163
BR00092776,I15,1580
BR00092776,I16,1258
BR00092776,I17,1607
BR00092776,I18,1696
BR00092776,I19,1262
BR00092776,I20,1503
BR00092776,I21,1317
BR00092776,I22,1131
BR00092776,I23,981
BR00092776,I24,796
BR00092776,J01,692
BR00092776,J02,1037
BR00092776,J03,1285
BR00092776,J04,664
BR00092776,J05,1530
BR00092776,J06,1553
BR00092776,J07,17
BR00092776,J08,55
BR00092776,J09,408
BR00092776,J10,1282
BR00092776,J11,1201
BR00092776,J12,1394
BR00092776,J13,1024
BR00092776,J14,1225
BR00092776,J15,1372
BR00092776,J16,1399
BR00092776,J17,1458
BR00092776,J18,1455
BR00092776,J19,1374
BR00092776,J20,1389
BR00092776,J21,1292
BR00092776,J22,1103
BR00092776,J23,864
BR00092776,J24,701
BR00092776,K01,686
BR00092776,K02,777
BR00092776,K03,964
BR00092776,K04,1396
BR00092776,K05,1387
BR00092776,K06,1571
BR00092776,K07,1540
BR00092776,K08,1478
BR00092776,K09,1502
BR00092776,K10,1448
BR00092776,K11,1457
BR00092776,K12,1467
BR00092776,K13,332
BR00092776,K14,520
BR00092776,K15,1364
BR00092776,K16,1383
BR00092776,K17,1336
BR00092776,K18,1465
BR00092776,K19,1496
BR00092776,K20,1387
BR00092776,K21,1185
BR00092776,K22,1006
BR00092776,K23,937
BR00092776,K24,778
BR00092776,L01,780
BR00092776,L02,1049
BR00092776,L03,1053
BR00092776,L04,1373
BR00092776,L05,1522
BR00092776,L06,1448
BR00092776,L07,1352
BR00092776,L08,1562
BR00092776,L09,1461
BR00092776,L10,682
BR00092776,L11,1323
BR00092776,L12,1321
BR00092776,L13,1312
BR00092776,L14,1341
BR00092776,L15,1369
BR00092776,L16,868
BR00092776,L17,1078
BR00092776,L18,1121
BR00092776,L19,1346
BR00092776,L20,1411
BR00092776,L21,1125
BR00092776,L22,1041
BR00092776,L23,834
BR00092776,L24,792
BR00092776,M01,842
BR00092776,M02,988
BR00092776,M03,1171
BR00092776,M04,1167
BR00092776,M05,1387
BR00092776,M06,1259
BR00092776,M07,377
BR00092776,M08,402
BR00092776,M09,1451
BR00092776,M10,92
BR00092776,M11,1296
BR00092776,M12,1308
BR00092776,M13,111
BR00092776,M14,1190
BR00092776,M15,1228
BR00092776,M16,863
BR00092776,M17,1421
BR00092776,M18,1026
BR00092776,M19,229
BR00092776,M20,1148
BR00092776,M21,1130
BR00092776,M22,589
BR00092776,M23,811
BR00092776,M24,737
BR00092776,N01,880
BR00092776,N02,1002
BR00092776,N03,1087
BR00092776,N04,617
BR00092776,N05,1041
BR00092776,N06,1017
BR00092776,N07,1108
BR00092776,N08,967
BR00092776,N09,1131
BR00092776,N10,778
BR00092776,N11,1094
BR00092776,N12,1088
BR00092776,N13,8
BR00092776,N14,1000
BR00092776,N15,1031
BR00092776,N16,1126
BR00092776,N17,947
BR00092776,N18,1219
BR00092776,N19,1018
BR00092776,N20,1056
BR00092776,N21,904
BR00092776,N22,944
BR00092776,N23,831
BR00092776,N24,834
BR00092776,O01,922
BR00092776,O02,860
BR00092776,O03,928
BR00092776,O04,882
BR00092776,O05,1049
BR00092776,O06,928
BR00092776,O07,858
BR00092776,O08,822
BR00092776,O09,996
BR00092776,O10,483
BR00092776,O11,807
BR00092776,O12,861
BR00092776,O13,687
BR00092776,O14,893
BR00092776,O15,792
BR00092776,O16,8
BR00092776,O17,106
BR00092776,O18,936
BR00092776,O19,490
BR00092776,O20,856
BR00092776,O21,931
BR00092776,O22,43
BR00092776,O23,594
BR00092776,O24,619
BR00092776,P01,473
BR00092776,P02,671
BR00092776,P03,991
BR00092776,P04,331
BR00092776,P05,792
BR00092776,P06,645
BR00092776,P07,176
BR00092776,P08,612
BR00092776,P09,836
BR00092776,P10,584
BR00092776,P11,752
BR00092776,P12,655
BR00092776,P13,495
BR00092776,P14,706
BR00092776,P15,633
BR00092776,P16,858
BR00092776,P17,704
BR00092776,P18,766
BR00092776,P19,257
BR00092776,P20,704
BR00092776,P21,849
BR00092776,P22,655
BR00092776,P23,756
BR00092776,P24,520
