Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015205,A01,2011
SQ00015205,A02,2210
SQ00015205,A03,2102
SQ00015205,A04,2089
SQ00015205,A05,1984
SQ00015205,A06,2184
SQ00015205,A07,1910
SQ00015205,A08,1984
SQ00015205,A09,1921
SQ00015205,A10,2124
SQ00015205,A11,1965
SQ00015205,A12,1924
SQ00015205,A13,1422
SQ00015205,A14,2002
SQ00015205,A15,2269
SQ00015205,A16,1944
SQ00015205,A17,2107
SQ00015205,A18,2065
SQ00015205,A19,1912
SQ00015205,A20,2202
SQ00015205,A21,2047
SQ00015205,A22,2288
SQ00015205,A23,2030
SQ00015205,A24,1887
SQ00015205,B01,2154
SQ00015205,B02,2326
SQ00015205,B03,2127
SQ00015205,B04,2152
SQ00015205,B05,1899
SQ00015205,B06,2190
SQ00015205,B07,2537
SQ00015205,B08,2320
SQ00015205,B09,2486
SQ00015205,B10,2426
SQ00015205,B11,2558
SQ00015205,B12,2156
SQ00015205,B13,2301
SQ00015205,B14,2273
SQ00015205,B15,2478
SQ00015205,B16,2403
SQ00015205,B17,2562
SQ00015205,B18,2069
SQ00015205,B19,1044
SQ00015205,B20,2199
SQ00015205,B21,2369
SQ00015205,B22,2577
SQ00015205,B23,2146
SQ00015205,B24,1985
SQ00015205,C01,2048
SQ00015205,C02,2288
SQ00015205,C03,2370
SQ00015205,C04,2637
SQ00015205,C05,2291
SQ00015205,C06,2426
SQ00015205,C07,1065
SQ00015205,C08,2551
SQ00015205,C09,2614
SQ00015205,C10,2548
SQ00015205,C11,2309
SQ00015205,C12,2355
SQ00015205,C13,213
SQ00015205,C14,1916
SQ00015205,C15,2077
SQ00015205,C16,2211
SQ00015205,C17,2199
SQ00015205,C18,2044
SQ00015205,C19,97
SQ00015205,C20,102
SQ00015205,C21,73
SQ00015205,C22,102
SQ00015205,C23,84
SQ00015205,C24,74
SQ00015205,D01,2095
SQ00015205,D02,2136
SQ00015205,D03,1918
SQ00015205,D04,2052
SQ00015205,D05,2297
SQ00015205,D06,2008
SQ00015205,D07,1583
SQ00015205,D08,2280
SQ00015205,D09,2196
SQ00015205,D10,2267
SQ00015205,D11,2222
SQ00015205,D12,2371
SQ00015205,D13,2358
SQ00015205,D14,2194
SQ00015205,D15,2391
SQ00015205,D16,2218
SQ00015205,D17,2341
SQ00015205,D18,2350
SQ00015205,D19,1444
SQ00015205,D20,1739
SQ00015205,D21,2085
SQ00015205,D22,2350
SQ00015205,D23,2145
SQ00015205,D24,2098
SQ00015205,E01,795
SQ00015205,E02,1078
SQ00015205,E03,1350
SQ00015205,E04,1525
SQ00015205,E05,1426
SQ00015205,E06,1602
SQ00015205,E07,2323
SQ00015205,E08,2336
SQ00015205,E09,2177
SQ00015205,E10,2493
SQ00015205,E11,2317
SQ00015205,E12,2212
SQ00015205,E13,936
SQ00015205,E14,1169
SQ00015205,E15,1668
SQ00015205,E16,1677
SQ00015205,E17,2369
SQ00015205,E18,1983
SQ00015205,E19,526
SQ00015205,E20,2165
SQ00015205,E21,2449
SQ00015205,E22,2393
SQ00015205,E23,2437
SQ00015205,E24,2266
SQ00015205,F01,2251
SQ00015205,F02,2688
SQ00015205,F03,2171
SQ00015205,F04,2352
SQ00015205,F05,2466
SQ00015205,F06,2573
SQ00015205,F07,2163
SQ00015205,F08,2310
SQ00015205,F09,2561
SQ00015205,F10,2237
SQ00015205,F11,2354
SQ00015205,F12,2286
SQ00015205,F13,2530
SQ00015205,F14,2109
SQ00015205,F15,2609
SQ00015205,F16,2448
SQ00015205,F17,2541
SQ00015205,F18,2542
SQ00015205,F19,2502
SQ00015205,F20,2478
SQ00015205,F21,2398
SQ00015205,F22,2153
SQ00015205,F23,2549
SQ00015205,F24,2087
SQ00015205,G01,2622
SQ00015205,G02,2635
SQ00015205,G03,2608
SQ00015205,G04,2641
SQ00015205,G05,2468
SQ00015205,G06,2610
SQ00015205,G07,967
SQ00015205,G08,2159
