Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015127,A01,1782
SQ00015127,A02,1842
SQ00015127,A03,2057
SQ00015127,A04,1834
SQ00015127,A05,1997
SQ00015127,A06,1646
SQ00015127,A07,1274
SQ00015127,A08,2100
SQ00015127,A09,1783
SQ00015127,A10,2322
SQ00015127,A11,1898
SQ00015127,A12,1809
SQ00015127,A13,1495
SQ00015127,A14,1923
SQ00015127,A15,2394
SQ00015127,A16,2393
SQ00015127,A17,1849
SQ00015127,A18,1943
SQ00015127,A19,302
SQ00015127,A20,323
SQ00015127,A21,333
SQ00015127,A22,349
SQ00015127,A23,310
SQ00015127,A24,464
SQ00015127,B01,2100
SQ00015127,B02,2144
SQ00015127,B03,2497
SQ00015127,B04,2368
SQ00015127,B05,2221
SQ00015127,B06,2058
SQ00015127,B07,2172
SQ00015127,B08,2410
SQ00015127,B09,2376
SQ00015127,B10,2204
SQ00015127,B11,2316
SQ00015127,B12,2531
SQ00015127,B13,1324
SQ00015127,B14,2088
SQ00015127,B15,2119
SQ00015127,B16,2281
SQ00015127,B17,2486
SQ00015127,B18,2425
SQ00015127,B19,2109
SQ00015127,B20,2246
SQ00015127,B21,2082
SQ00015127,B22,2304
SQ00015127,B23,1996
SQ00015127,B24,1489
SQ00015127,C01,2436
SQ00015127,C02,2273
SQ00015127,C03,2457
SQ00015127,C04,2526
SQ00015127,C05,2325
SQ00015127,C06,1998
SQ00015127,C07,2019
SQ00015127,C08,2229
SQ00015127,C09,2351
SQ00015127,C10,2026
SQ00015127,C11,2606
SQ00015127,C12,2232
SQ00015127,C13,2322
SQ00015127,C14,2319
SQ00015127,C15,2139
SQ00015127,C16,2389
SQ00015127,C17,2207
SQ00015127,C18,2604
SQ00015127,C19,76
SQ00015127,C20,102
SQ00015127,C21,97
SQ00015127,C22,82
SQ00015127,C23,88
SQ00015127,C24,94
SQ00015127,D01,1007
SQ00015127,D02,2030
SQ00015127,D03,1874
