	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015108	A01	1300
1	SQ00015108	A02	1459
2	SQ00015108	A03	1280
3	SQ00015108	A04	1151
4	SQ00015108	A05	1373
5	SQ00015108	A06	1447
6	SQ00015108	A07	142
7	SQ00015108	A08	76
8	SQ00015108	A09	209
9	SQ00015108	A10	294
10	SQ00015108	A11	322
11	SQ00015108	A12	343
12	SQ00015108	A13	210
13	SQ00015108	A14	356
14	SQ00015108	A15	1484
15	SQ00015108	A16	1846
16	SQ00015108	A17	1435
17	SQ00015108	A18	1266
18	SQ00015108	A19	1334
19	SQ00015108	A20	1210
20	SQ00015108	A21	1242
21	SQ00015108	A22	1102
22	SQ00015108	A23	1195
23	SQ00015108	A24	1173
24	SQ00015108	B01	1386
25	SQ00015108	B02	1458
26	SQ00015108	B03	1416
27	SQ00015108	B04	1388
28	SQ00015108	B05	1347
29	SQ00015108	B06	1337
30	SQ00015108	B07	1493
31	SQ00015108	B08	1796
32	SQ00015108	B09	1469
33	SQ00015108	B10	1549
34	SQ00015108	B11	1588
35	SQ00015108	B12	1466
36	SQ00015108	B13	1295
37	SQ00015108	B14	1293
38	SQ00015108	B15	1368
39	SQ00015108	B16	1182
40	SQ00015108	B17	1321
41	SQ00015108	B18	1378
42	SQ00015108	B19	1322
43	SQ00015108	B20	1461
44	SQ00015108	B21	1257
45	SQ00015108	B22	1309
46	SQ00015108	B23	1753
47	SQ00015108	B24	1318
48	SQ00015108	C01	319
49	SQ00015108	C02	324
50	SQ00015108	C03	401
51	SQ00015108	C04	342
52	SQ00015108	C05	312
53	SQ00015108	C06	326
54	SQ00015108	C07	1704
55	SQ00015108	C08	1663
56	SQ00015108	C09	1784
57	SQ00015108	C10	1680
58	SQ00015108	C11	1621
59	SQ00015108	C12	1889
60	SQ00015108	C13	370
61	SQ00015108	C14	377
62	SQ00015108	C15	849
63	SQ00015108	C16	1578
64	SQ00015108	C17	1371
65	SQ00015108	C18	1725
66	SQ00015108	C19	63
67	SQ00015108	C20	89
68	SQ00015108	C21	74
69	SQ00015108	C22	62
70	SQ00015108	C23	46
71	SQ00015108	C24	63
72	SQ00015108	D01	1868
73	SQ00015108	D02	1242
74	SQ00015108	D03	1848
75	SQ00015108	D04	1607
76	SQ00015108	D05	1592
77	SQ00015108	D06	2117
78	SQ00015108	D07	1613
79	SQ00015108	D08	1860
80	SQ00015108	D09	1651
81	SQ00015108	D10	1651
82	SQ00015108	D11	1898
83	SQ00015108	D12	1723
84	SQ00015108	D13	792
85	SQ00015108	D14	1836
86	SQ00015108	D15	2037
87	SQ00015108	D16	1783
88	SQ00015108	D17	1888
89	SQ00015108	D18	1552
90	SQ00015108	D19	1699
91	SQ00015108	D20	1768
92	SQ00015108	D21	1707
93	SQ00015108	D22	1585
94	SQ00015108	D23	1367
95	SQ00015108	D24	1079
96	SQ00015108	E01	1454
97	SQ00015108	E02	1578
98	SQ00015108	E03	1832
99	SQ00015108	E04	2064
100	SQ00015108	E05	1654
101	SQ00015108	E06	1954
102	SQ00015108	E07	1813
103	SQ00015108	E08	1982
104	SQ00015108	E09	2077
105	SQ00015108	E10	2045
106	SQ00015108	E11	2025
107	SQ00015108	E12	1828
108	SQ00015108	E13	1965
109	SQ00015108	E14	2178
110	SQ00015108	E15	1854
111	SQ00015108	E16	1866
112	SQ00015108	E17	1464
113	SQ00015108	E18	1894
114	SQ00015108	E19	1865
115	SQ00015108	E20	1950
116	SQ00015108	E21	1450
117	SQ00015108	E22	1730
118	SQ00015108	E23	1397
119	SQ00015108	E24	1353
120	SQ00015108	F01	1409
121	SQ00015108	F02	1250
122	SQ00015108	F03	1489
123	SQ00015108	F04	1680
124	SQ00015108	F05	1754
125	SQ00015108	F06	1816
126	SQ00015108	F07	1925
127	SQ00015108	F08	1898
128	SQ00015108	F09	1935
129	SQ00015108	F10	1948
130	SQ00015108	F11	2018
131	SQ00015108	F12	2079
132	SQ00015108	F13	2248
133	SQ00015108	F14	2358
134	SQ00015108	F15	1833
135	SQ00015108	F16	1893
136	SQ00015108	F17	1797
137	SQ00015108	F18	1974
138	SQ00015108	F19	738
139	SQ00015108	F20	829
140	SQ00015108	F21	884
141	SQ00015108	F22	767
142	SQ00015108	F23	458
143	SQ00015108	F24	658
144	SQ00015108	G01	1240
145	SQ00015108	G02	1489
146	SQ00015108	G03	1912
147	SQ00015108	G04	1849
148	SQ00015108	G05	1853
149	SQ00015108	G06	2019
150	SQ00015108	G07	2137
151	SQ00015108	G08	1878
152	SQ00015108	G09	1923
153	SQ00015108	G10	2262
154	SQ00015108	G11	1986
155	SQ00015108	G12	1876
156	SQ00015108	G13	66
157	SQ00015108	G14	60
158	SQ00015108	G15	65
159	SQ00015108	G16	55
160	SQ00015108	G17	68
161	SQ00015108	G18	76
162	SQ00015108	G19	1991
163	SQ00015108	G20	1794
164	SQ00015108	G21	1931
165	SQ00015108	G22	1491
166	SQ00015108	G23	1466
167	SQ00015108	G24	1101
168	SQ00015108	H01	435
169	SQ00015108	H02	950
170	SQ00015108	H03	1621
171	SQ00015108	H04	1536
172	SQ00015108	H05	1649
173	SQ00015108	H06	1965
174	SQ00015108	H07	2041
175	SQ00015108	H08	1852
176	SQ00015108	H09	1774
177	SQ00015108	H10	1860
178	SQ00015108	H11	1964
179	SQ00015108	H12	1920
180	SQ00015108	H13	32
181	SQ00015108	H14	48
182	SQ00015108	H15	67
183	SQ00015108	H16	69
184	SQ00015108	H17	175
185	SQ00015108	H18	469
186	SQ00015108	H19	1863
187	SQ00015108	H20	1774
188	SQ00015108	H21	2084
189	SQ00015108	H22	1583
190	SQ00015108	H23	1337
191	SQ00015108	H24	1171
192	SQ00015108	I01	1406
193	SQ00015108	I02	1415
194	SQ00015108	I03	1706
195	SQ00015108	I04	1886
196	SQ00015108	I05	1817
197	SQ00015108	I06	1881
198	SQ00015108	I07	2088
199	SQ00015108	I08	2163
200	SQ00015108	I09	2238
201	SQ00015108	I10	1987
202	SQ00015108	I11	2058
203	SQ00015108	I12	2003
204	SQ00015108	I13	2034
205	SQ00015108	I14	1920
206	SQ00015108	I15	2164
207	SQ00015108	I16	1824
208	SQ00015108	I17	1773
209	SQ00015108	I18	1831
210	SQ00015108	I19	1704
211	SQ00015108	I20	1752
212	SQ00015108	I21	1856
213	SQ00015108	I22	1974
214	SQ00015108	I23	1202
215	SQ00015108	I24	1059
216	SQ00015108	J01	1135
217	SQ00015108	J02	1487
218	SQ00015108	J03	1671
219	SQ00015108	J04	2010
220	SQ00015108	J05	1789
221	SQ00015108	J06	2058
222	SQ00015108	J07	415
223	SQ00015108	J08	427
224	SQ00015108	J09	721
225	SQ00015108	J10	1451
226	SQ00015108	J11	1749
227	SQ00015108	J12	1971
228	SQ00015108	J13	1888
229	SQ00015108	J14	1953
230	SQ00015108	J15	1731
231	SQ00015108	J16	1775
232	SQ00015108	J17	1998
233	SQ00015108	J18	1876
234	SQ00015108	J19	1851
235	SQ00015108	J20	1957
236	SQ00015108	J21	1793
237	SQ00015108	J22	1922
238	SQ00015108	J23	1324
239	SQ00015108	J24	1074
240	SQ00015108	K01	1269
241	SQ00015108	K02	1320
242	SQ00015108	K03	1529
243	SQ00015108	K04	1577
244	SQ00015108	K05	1709
245	SQ00015108	K06	1938
246	SQ00015108	K07	32
247	SQ00015108	K08	39
248	SQ00015108	K09	51
249	SQ00015108	K10	51
250	SQ00015108	K11	51
251	SQ00015108	K12	47
252	SQ00015108	K13	1803
253	SQ00015108	K14	2007
254	SQ00015108	K15	1859
255	SQ00015108	K16	1674
256	SQ00015108	K17	1815
257	SQ00015108	K18	1913
258	SQ00015108	K19	1894
259	SQ00015108	K20	1778
260	SQ00015108	K21	1947
261	SQ00015108	K22	1347
262	SQ00015108	K23	1222
263	SQ00015108	K24	1181
264	SQ00015108	L01	994
265	SQ00015108	L02	1190
266	SQ00015108	L03	1550
267	SQ00015108	L04	1687
268	SQ00015108	L05	1965
269	SQ00015108	L06	1759
270	SQ00015108	L07	1655
271	SQ00015108	L08	1855
272	SQ00015108	L09	1793
273	SQ00015108	L10	1947
274	SQ00015108	L11	1699
275	SQ00015108	L12	1956
276	SQ00015108	L13	1907
277	SQ00015108	L14	1730
278	SQ00015108	L15	1661
279	SQ00015108	L16	1686
280	SQ00015108	L17	2018
281	SQ00015108	L18	1662
282	SQ00015108	L19	2010
283	SQ00015108	L20	1975
284	SQ00015108	L21	1824
285	SQ00015108	L22	1523
286	SQ00015108	L23	1424
287	SQ00015108	L24	1169
288	SQ00015108	M01	1083
289	SQ00015108	M02	1269
290	SQ00015108	M03	1532
291	SQ00015108	M04	1653
292	SQ00015108	M05	1522
293	SQ00015108	M06	1656
294	SQ00015108	M07	1769
295	SQ00015108	M08	1722
296	SQ00015108	M09	1790
297	SQ00015108	M10	1777
298	SQ00015108	M11	1792
299	SQ00015108	M12	1525
300	SQ00015108	M13	1362
301	SQ00015108	M14	1641
302	SQ00015108	M15	1811
303	SQ00015108	M16	1733
304	SQ00015108	M17	1661
305	SQ00015108	M18	1787
306	SQ00015108	M19	1219
307	SQ00015108	M20	1227
308	SQ00015108	M21	1116
309	SQ00015108	M22	1437
310	SQ00015108	M23	1304
311	SQ00015108	M24	938
312	SQ00015108	N01	1167
313	SQ00015108	N02	1104
314	SQ00015108	N03	1251
315	SQ00015108	N04	1334
316	SQ00015108	N05	1268
317	SQ00015108	N06	1370
318	SQ00015108	N07	192
319	SQ00015108	N08	1445
320	SQ00015108	N09	1452
321	SQ00015108	N10	1741
322	SQ00015108	N11	1259
323	SQ00015108	N12	1433
324	SQ00015108	N13	1537
325	SQ00015108	N14	1561
326	SQ00015108	N15	1627
327	SQ00015108	N16	1454
328	SQ00015108	N17	1242
329	SQ00015108	N18	1558
330	SQ00015108	N19	1432
331	SQ00015108	N20	1602
332	SQ00015108	N21	1513
333	SQ00015108	N22	1446
334	SQ00015108	N23	1403
335	SQ00015108	N24	1057
336	SQ00015108	O01	43
337	SQ00015108	O02	41
338	SQ00015108	O03	35
339	SQ00015108	O04	36
340	SQ00015108	O05	54
341	SQ00015108	O06	45
342	SQ00015108	O07	972
343	SQ00015108	O08	1182
344	SQ00015108	O09	1101
345	SQ00015108	O10	1185
346	SQ00015108	O11	1133
347	SQ00015108	O12	1388
348	SQ00015108	O13	156
349	SQ00015108	O14	172
350	SQ00015108	O15	211
351	SQ00015108	O16	205
352	SQ00015108	O17	261
353	SQ00015108	O18	356
354	SQ00015108	O19	1296
355	SQ00015108	O20	1246
356	SQ00015108	O21	1235
357	SQ00015108	O22	929
358	SQ00015108	O23	1161
359	SQ00015108	O24	811
360	SQ00015108	P01	486
361	SQ00015108	P02	459
362	SQ00015108	P03	485
363	SQ00015108	P04	595
364	SQ00015108	P05	562
365	SQ00015108	P06	706
366	SQ00015108	P07	999
367	SQ00015108	P08	924
368	SQ00015108	P09	1083
369	SQ00015108	P10	1399
370	SQ00015108	P11	1045
371	SQ00015108	P12	1126
372	SQ00015108	P13	656
373	SQ00015108	P14	961
374	SQ00015108	P15	1072
375	SQ00015108	P16	1184
376	SQ00015108	P17	988
377	SQ00015108	P18	704
378	SQ00015108	P19	1012
379	SQ00015108	P20	1066
380	SQ00015108	P21	1025
381	SQ00015108	P22	1120
382	SQ00015108	P23	938
383	SQ00015108	P24	790
