Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015108,A01,1300
SQ00015108,A02,1459
SQ00015108,A03,1280
SQ00015108,A04,1151
SQ00015108,A05,1373
SQ00015108,A06,1447
SQ00015108,A07,142
SQ00015108,A08,76
SQ00015108,A09,209
SQ00015108,A10,294
SQ00015108,A11,322
SQ00015108,A12,343
SQ00015108,A13,210
SQ00015108,A14,356
SQ00015108,A15,1484
SQ00015108,A16,1846
SQ00015108,A17,1435
SQ00015108,A18,1266
SQ00015108,A19,1334
SQ00015108,A20,1210
SQ00015108,A21,1242
SQ00015108,A22,1102
SQ00015108,A23,1195
SQ00015108,A24,1173
SQ00015108,B01,1386
SQ00015108,B02,1458
SQ00015108,B03,1416
SQ00015108,B04,1388
SQ00015108,B05,1347
SQ00015108,B06,1337
SQ00015108,B07,1493
SQ00015108,B08,1796
SQ00015108,B09,1469
SQ00015108,B10,1549
SQ00015108,B11,1588
SQ00015108,B12,1466
SQ00015108,B13,1295
SQ00015108,B14,1293
SQ00015108,B15,1368
SQ00015108,B16,1182
SQ00015108,B17,1321
SQ00015108,B18,1378
SQ00015108,B19,1322
SQ00015108,B20,1461
SQ00015108,B21,1257
SQ00015108,B22,1309
SQ00015108,B23,1753
SQ00015108,B24,1318
SQ00015108,C01,319
SQ00015108,C02,324
SQ00015108,C03,401
SQ00015108,C04,342
SQ00015108,C05,312
SQ00015108,C06,326
SQ00015108,C07,1704
SQ00015108,C08,1663
SQ00015108,C09,1784
SQ00015108,C10,1680
SQ00015108,C11,1621
SQ00015108,C12,1889
SQ00015108,C13,370
SQ00015108,C14,377
SQ00015108,C15,849
SQ00015108,C16,1578
SQ00015108,C17,1371
SQ00015108,C18,1725
SQ00015108,C19,63
SQ00015108,C20,89
SQ00015108,C21,74
SQ00015108,C22,62
SQ00015108,C23,46
SQ00015108,C24,63
SQ00015108,D01,1868
SQ00015108,D02,1242
SQ00015108,D03,1848
SQ00015108,D04,1607
SQ00015108,D05,1592
SQ00015108,D06,2117
SQ00015108,D07,1613
SQ00015108,D08,1860
SQ00015108,D09,1651
SQ00015108,D10,1651
SQ00015108,D11,1898
SQ00015108,D12,1723
SQ00015108,D13,792
SQ00015108,D14,1836
SQ00015108,D15,2037
SQ00015108,D16,1783
SQ00015108,D17,1888
SQ00015108,D18,1552
SQ00015108,D19,1699
SQ00015108,D20,1768
SQ00015108,D21,1707
SQ00015108,D22,1585
SQ00015108,D23,1367
SQ00015108,D24,1079
SQ00015108,E01,1454
SQ00015108,E02,1578
SQ00015108,E03,1832
SQ00015108,E04,2064
SQ00015108,E05,1654
SQ00015108,E06,1954
SQ00015108,E07,1813
SQ00015108,E08,1982
SQ00015108,E09,2077
SQ00015108,E10,2045
SQ00015108,E11,2025
SQ00015108,E12,1828
SQ00015108,E13,1965
SQ00015108,E14,2178
SQ00015108,E15,1854
SQ00015108,E16,1866
SQ00015108,E17,1464
SQ00015108,E18,1894
SQ00015108,E19,1865
SQ00015108,E20,1950
SQ00015108,E21,1450
SQ00015108,E22,1730
SQ00015108,E23,1397
SQ00015108,E24,1353
SQ00015108,F01,1409
SQ00015108,F02,1250
SQ00015108,F03,1489
SQ00015108,F04,1680
SQ00015108,F05,1754
SQ00015108,F06,1816
SQ00015108,F07,1925
SQ00015108,F08,1898
SQ00015108,F09,1935
SQ00015108,F10,1948
SQ00015108,F11,2018
SQ00015108,F12,2079
SQ00015108,F13,2248
SQ00015108,F14,2358
SQ00015108,F15,1833
SQ00015108,F16,1893
SQ00015108,F17,1797
SQ00015108,F18,1974
SQ00015108,F19,738
SQ00015108,F20,829
SQ00015108,F21,884
SQ00015108,F22,767
SQ00015108,F23,458
SQ00015108,F24,658
SQ00015108,G01,1240
SQ00015108,G02,1489
SQ00015108,G03,1912
SQ00015108,G04,1849
SQ00015108,G05,1853
SQ00015108,G06,2019
SQ00015108,G07,2137
SQ00015108,G08,1878
SQ00015108,G09,1923
SQ00015108,G10,2262
SQ00015108,G11,1986
SQ00015108,G12,1876
SQ00015108,G13,66
SQ00015108,G14,60
SQ00015108,G15,65
SQ00015108,G16,55
SQ00015108,G17,68
SQ00015108,G18,76
SQ00015108,G19,1991
SQ00015108,G20,1794
SQ00015108,G21,1931
SQ00015108,G22,1491
SQ00015108,G23,1466
SQ00015108,G24,1101
SQ00015108,H01,435
SQ00015108,H02,950
SQ00015108,H03,1621
SQ00015108,H04,1536
SQ00015108,H05,1649
SQ00015108,H06,1965
SQ00015108,H07,2041
SQ00015108,H08,1852
SQ00015108,H09,1774
SQ00015108,H10,1860
SQ00015108,H11,1964
SQ00015108,H12,1920
SQ00015108,H13,32
SQ00015108,H14,48
SQ00015108,H15,67
SQ00015108,H16,69
SQ00015108,H17,175
SQ00015108,H18,469
SQ00015108,H19,1863
SQ00015108,H20,1774
SQ00015108,H21,2084
SQ00015108,H22,1583
SQ00015108,H23,1337
SQ00015108,H24,1171
SQ00015108,I01,1406
SQ00015108,I02,1415
SQ00015108,I03,1706
SQ00015108,I04,1886
SQ00015108,I05,1817
SQ00015108,I06,1881
SQ00015108,I07,2088
SQ00015108,I08,2163
SQ00015108,I09,2238
SQ00015108,I10,1987
SQ00015108,I11,2058
SQ00015108,I12,2003
SQ00015108,I13,2034
SQ00015108,I14,1920
SQ00015108,I15,2164
SQ00015108,I16,1824
SQ00015108,I17,1773
SQ00015108,I18,1831
SQ00015108,I19,1704
SQ00015108,I20,1752
SQ00015108,I21,1856
SQ00015108,I22,1974
SQ00015108,I23,1202
SQ00015108,I24,1059
SQ00015108,J01,1135
SQ00015108,J02,1487
SQ00015108,J03,1671
SQ00015108,J04,2010
SQ00015108,J05,1789
SQ00015108,J06,2058
SQ00015108,J07,415
SQ00015108,J08,427
SQ00015108,J09,721
SQ00015108,J10,1451
SQ00015108,J11,1749
SQ00015108,J12,1971
SQ00015108,J13,1888
SQ00015108,J14,1953
SQ00015108,J15,1731
SQ00015108,J16,1775
SQ00015108,J17,1998
SQ00015108,J18,1876
SQ00015108,J19,1851
SQ00015108,J20,1957
SQ00015108,J21,1793
SQ00015108,J22,1922
SQ00015108,J23,1324
SQ00015108,J24,1074
SQ00015108,K01,1269
SQ00015108,K02,1320
SQ00015108,K03,1529
SQ00015108,K04,1577
SQ00015108,K05,1709
SQ00015108,K06,1938
SQ00015108,K07,32
SQ00015108,K08,39
SQ00015108,K09,51
SQ00015108,K10,51
SQ00015108,K11,51
SQ00015108,K12,47
SQ00015108,K13,1803
SQ00015108,K14,2007
SQ00015108,K15,1859
SQ00015108,K16,1674
SQ00015108,K17,1815
SQ00015108,K18,1913
SQ00015108,K19,1894
SQ00015108,K20,1778
SQ00015108,K21,1947
SQ00015108,K22,1347
SQ00015108,K23,1222
SQ00015108,K24,1181
SQ00015108,L01,994
SQ00015108,L02,1190
SQ00015108,L03,1550
SQ00015108,L04,1687
SQ00015108,L05,1965
SQ00015108,L06,1759
SQ00015108,L07,1655
SQ00015108,L08,1855
SQ00015108,L09,1793
SQ00015108,L10,1947
SQ00015108,L11,1699
SQ00015108,L12,1956
SQ00015108,L13,1907
SQ00015108,L14,1730
SQ00015108,L15,1661
SQ00015108,L16,1686
SQ00015108,L17,2018
SQ00015108,L18,1662
SQ00015108,L19,2010
SQ00015108,L20,1975
SQ00015108,L21,1824
SQ00015108,L22,1523
SQ00015108,L23,1424
SQ00015108,L24,1169
SQ00015108,M01,1083
SQ00015108,M02,1269
SQ00015108,M03,1532
SQ00015108,M04,1653
SQ00015108,M05,1522
SQ00015108,M06,1656
SQ00015108,M07,1769
SQ00015108,M08,1722
SQ00015108,M09,1790
SQ00015108,M10,1777
SQ00015108,M11,1792
SQ00015108,M12,1525
SQ00015108,M13,1362
SQ00015108,M14,1641
SQ00015108,M15,1811
SQ00015108,M16,1733
SQ00015108,M17,1661
SQ00015108,M18,1787
SQ00015108,M19,1219
SQ00015108,M20,1227
SQ00015108,M21,1116
SQ00015108,M22,1437
SQ00015108,M23,1304
SQ00015108,M24,938
SQ00015108,N01,1167
SQ00015108,N02,1104
SQ00015108,N03,1251
SQ00015108,N04,1334
SQ00015108,N05,1268
SQ00015108,N06,1370
SQ00015108,N07,192
SQ00015108,N08,1445
SQ00015108,N09,1452
SQ00015108,N10,1741
SQ00015108,N11,1259
SQ00015108,N12,1433
SQ00015108,N13,1537
SQ00015108,N14,1561
SQ00015108,N15,1627
SQ00015108,N16,1454
SQ00015108,N17,1242
SQ00015108,N18,1558
SQ00015108,N19,1432
SQ00015108,N20,1602
SQ00015108,N21,1513
SQ00015108,N22,1446
SQ00015108,N23,1403
SQ00015108,N24,1057
SQ00015108,O01,43
SQ00015108,O02,41
SQ00015108,O03,35
SQ00015108,O04,36
SQ00015108,O05,54
SQ00015108,O06,45
SQ00015108,O07,972
SQ00015108,O08,1182
SQ00015108,O09,1101
SQ00015108,O10,1185
SQ00015108,O11,1133
SQ00015108,O12,1388
SQ00015108,O13,156
SQ00015108,O14,172
SQ00015108,O15,211
SQ00015108,O16,205
SQ00015108,O17,261
SQ00015108,O18,356
SQ00015108,O19,1296
SQ00015108,O20,1246
SQ00015108,O21,1235
SQ00015108,O22,929
SQ00015108,O23,1161
SQ00015108,O24,811
SQ00015108,P01,486
SQ00015108,P02,459
SQ00015108,P03,485
SQ00015108,P04,595
SQ00015108,P05,562
SQ00015108,P06,706
SQ00015108,P07,999
SQ00015108,P08,924
SQ00015108,P09,1083
SQ00015108,P10,1399
SQ00015108,P11,1045
SQ00015108,P12,1126
SQ00015108,P13,656
SQ00015108,P14,961
SQ00015108,P15,1072
SQ00015108,P16,1184
SQ00015108,P17,988
SQ00015108,P18,704
SQ00015108,P19,1012
SQ00015108,P20,1066
SQ00015108,P21,1025
SQ00015108,P22,1120
SQ00015108,P23,938
SQ00015108,P24,790
