	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015219	A01	1702
1	SQ00015219	A02	1421
2	SQ00015219	A03	1401
3	SQ00015219	A04	1070
4	SQ00015219	A05	1342
5	SQ00015219	A06	1527
6	SQ00015219	A07	190
7	SQ00015219	A08	186
8	SQ00015219	A09	205
9	SQ00015219	A10	206
10	SQ00015219	A11	210
11	SQ00015219	A12	311
12	SQ00015219	A13	1269
13	SQ00015219	A14	1468
14	SQ00015219	A15	1304
15	SQ00015219	A16	1718
16	SQ00015219	A17	1374
17	SQ00015219	A18	1428
18	SQ00015219	A19	1348
19	SQ00015219	A20	1547
20	SQ00015219	A21	1453
21	SQ00015219	A22	1406
22	SQ00015219	A23	1500
23	SQ00015219	A24	1059
24	SQ00015219	B01	1826
25	SQ00015219	B02	1805
26	SQ00015219	B03	1597
27	SQ00015219	B04	1532
28	SQ00015219	B05	1425
29	SQ00015219	B06	1745
30	SQ00015219	B07	218
31	SQ00015219	B08	257
32	SQ00015219	B09	176
33	SQ00015219	B10	229
34	SQ00015219	B11	333
35	SQ00015219	B12	1546
36	SQ00015219	B13	1235
37	SQ00015219	B14	1294
38	SQ00015219	B15	1509
39	SQ00015219	B16	1456
40	SQ00015219	B17	1390
41	SQ00015219	B18	1575
42	SQ00015219	B19	1464
43	SQ00015219	B20	1618
44	SQ00015219	B21	1469
45	SQ00015219	B22	1529
46	SQ00015219	B23	1446
47	SQ00015219	B24	957
48	SQ00015219	C01	1662
49	SQ00015219	C02	668
50	SQ00015219	C03	1502
51	SQ00015219	C04	1802
52	SQ00015219	C05	1712
53	SQ00015219	C06	1729
54	SQ00015219	C07	1445
55	SQ00015219	C08	1793
56	SQ00015219	C09	1606
57	SQ00015219	C10	1882
58	SQ00015219	C11	1626
59	SQ00015219	C12	1683
60	SQ00015219	C13	1737
61	SQ00015219	C14	1659
62	SQ00015219	C15	1540
63	SQ00015219	C16	1707
64	SQ00015219	C17	1539
65	SQ00015219	C18	1665
66	SQ00015219	C19	76
67	SQ00015219	C20	81
68	SQ00015219	C21	84
69	SQ00015219	C22	77
70	SQ00015219	C23	71
71	SQ00015219	C24	56
72	SQ00015219	D01	1961
73	SQ00015219	D02	1598
74	SQ00015219	D03	1738
75	SQ00015219	D04	1961
76	SQ00015219	D05	1783
77	SQ00015219	D06	1789
78	SQ00015219	D07	2143
79	SQ00015219	D08	1966
80	SQ00015219	D09	1938
81	SQ00015219	D10	2043
82	SQ00015219	D11	1940
83	SQ00015219	D12	1793
84	SQ00015219	D13	1794
85	SQ00015219	D14	1910
86	SQ00015219	D15	2091
87	SQ00015219	D16	1897
88	SQ00015219	D17	1776
89	SQ00015219	D18	1975
90	SQ00015219	D19	458
91	SQ00015219	D20	1743
92	SQ00015219	D21	1678
93	SQ00015219	D22	1534
94	SQ00015219	D23	1484
95	SQ00015219	D24	1225
96	SQ00015219	E01	517
97	SQ00015219	E02	892
98	SQ00015219	E03	1474
99	SQ00015219	E04	1640
100	SQ00015219	E05	1964
101	SQ00015219	E06	1959
102	SQ00015219	E07	1650
103	SQ00015219	E08	2080
104	SQ00015219	E09	2019
105	SQ00015219	E10	2000
106	SQ00015219	E11	1906
107	SQ00015219	E12	2031
108	SQ00015219	E13	1995
109	SQ00015219	E14	2260
110	SQ00015219	E15	2010
111	SQ00015219	E16	1983
112	SQ00015219	E17	2014
113	SQ00015219	E18	1743
114	SQ00015219	E19	1206
115	SQ00015219	E20	1409
116	SQ00015219	E21	1587
117	SQ00015219	E22	1874
118	SQ00015219	E23	1373
119	SQ00015219	E24	1313
120	SQ00015219	F01	1848
121	SQ00015219	F02	1829
122	SQ00015219	F03	2026
123	SQ00015219	F04	1946
124	SQ00015219	F05	2144
125	SQ00015219	F06	1826
126	SQ00015219	F07	2233
127	SQ00015219	F08	2433
128	SQ00015219	F09	1979
129	SQ00015219	F10	2397
130	SQ00015219	F11	2158
131	SQ00015219	F12	2617
132	SQ00015219	F13	2348
133	SQ00015219	F14	1983
134	SQ00015219	F15	1677
135	SQ00015219	F16	2220
136	SQ00015219	F17	2031
137	SQ00015219	F18	2098
138	SQ00015219	F19	2250
139	SQ00015219	F20	2053
140	SQ00015219	F21	1807
141	SQ00015219	F22	1689
142	SQ00015219	F23	1338
143	SQ00015219	F24	1319
144	SQ00015219	G01	1278
145	SQ00015219	G02	1306
146	SQ00015219	G03	1763
147	SQ00015219	G04	1739
