	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015171	A01	1750
1	SQ00015171	A02	1767
2	SQ00015171	A03	1570
3	SQ00015171	A04	1847
4	SQ00015171	A05	2123
5	SQ00015171	A06	1868
6	SQ00015171	A07	2122
7	SQ00015171	A08	2016
8	SQ00015171	A09	1998
9	SQ00015171	A10	1787
10	SQ00015171	A11	2039
11	SQ00015171	A12	1994
12	SQ00015171	A13	1658
13	SQ00015171	A14	1976
14	SQ00015171	A15	2066
15	SQ00015171	A16	2069
16	SQ00015171	A17	1655
17	SQ00015171	A18	1799
18	SQ00015171	A19	674
19	SQ00015171	A20	850
20	SQ00015171	A21	954
21	SQ00015171	A22	991
22	SQ00015171	A23	916
23	SQ00015171	A24	1032
24	SQ00015171	B01	1978
25	SQ00015171	B02	2097
26	SQ00015171	B03	2184
27	SQ00015171	B04	2201
28	SQ00015171	B05	2316
29	SQ00015171	B06	2462
30	SQ00015171	B07	2195
31	SQ00015171	B08	2103
32	SQ00015171	B09	2323
33	SQ00015171	B10	2396
34	SQ00015171	B11	2689
35	SQ00015171	B12	2068
36	SQ00015171	B13	436
37	SQ00015171	B14	2082
38	SQ00015171	B15	2441
39	SQ00015171	B16	2317
40	SQ00015171	B17	2431
41	SQ00015171	B18	2369
42	SQ00015171	B19	1455
43	SQ00015171	B20	2254
44	SQ00015171	B21	1944
45	SQ00015171	B22	2159
46	SQ00015171	B23	2358
47	SQ00015171	B24	1836
48	SQ00015171	C01	1785
49	SQ00015171	C02	2215
50	SQ00015171	C03	2710
51	SQ00015171	C04	2746
52	SQ00015171	C05	2936
53	SQ00015171	C06	2716
54	SQ00015171	C07	2444
55	SQ00015171	C08	2738
56	SQ00015171	C09	2724
57	SQ00015171	C10	2631
58	SQ00015171	C11	2379
59	SQ00015171	C12	2704
60	SQ00015171	C13	320
61	SQ00015171	C14	509
62	SQ00015171	C15	945
63	SQ00015171	C16	2355
64	SQ00015171	C17	2346
65	SQ00015171	C18	2450
66	SQ00015171	C19	52
67	SQ00015171	C20	62
68	SQ00015171	C21	56
69	SQ00015171	C22	74
70	SQ00015171	C23	42
71	SQ00015171	C24	41
72	SQ00015171	D01	633
73	SQ00015171	D02	1857
74	SQ00015171	D03	2519
75	SQ00015171	D04	3232
76	SQ00015171	D05	3033
77	SQ00015171	D06	2917
78	SQ00015171	D07	2527
79	SQ00015171	D08	2741
80	SQ00015171	D09	2867
81	SQ00015171	D10	2950
82	SQ00015171	D11	3170
83	SQ00015171	D12	2751
84	SQ00015171	D13	2925
85	SQ00015171	D14	3012
86	SQ00015171	D15	2908
87	SQ00015171	D16	3056
88	SQ00015171	D17	2760
89	SQ00015171	D18	2822
90	SQ00015171	D19	2631
91	SQ00015171	D20	2749
92	SQ00015171	D21	2721
93	SQ00015171	D22	2795
94	SQ00015171	D23	2289
95	SQ00015171	D24	2084
96	SQ00015171	E01	1665
97	SQ00015171	E02	2504
98	SQ00015171	E03	2765
99	SQ00015171	E04	2927
100	SQ00015171	E05	2730
101	SQ00015171	E06	3119
102	SQ00015171	E07	2361
103	SQ00015171	E08	2434
104	SQ00015171	E09	3210
105	SQ00015171	E10	2809
106	SQ00015171	E11	2810
107	SQ00015171	E12	2824
108	SQ00015171	E13	269
109	SQ00015171	E14	289
110	SQ00015171	E15	302
111	SQ00015171	E16	283
112	SQ00015171	E17	295
113	SQ00015171	E18	269
114	SQ00015171	E19	2951
115	SQ00015171	E20	3003
116	SQ00015171	E21	3104
117	SQ00015171	E22	2954
118	SQ00015171	E23	2711
119	SQ00015171	E24	2216
120	SQ00015171	F01	2231
121	SQ00015171	F02	2377
122	SQ00015171	F03	2691
