Metadata_Plate,Metadata_Well,cell_count
BR00092766,A01,967
BR00092766,A02,932
BR00092766,A03,1196
BR00092766,A04,946
BR00092766,A05,973
BR00092766,A06,1092
BR00092766,A07,254
BR00092766,A08,320
BR00092766,A09,506
BR00092766,A10,212
BR00092766,A11,821
BR00092766,A12,997
BR00092766,A13,897
BR00092766,A14,935
BR00092766,A15,928
BR00092766,A16,887
BR00092766,A17,1067
BR00092766,A18,946
BR00092766,A19,736
BR00092766,A20,715
BR00092766,A21,1066
BR00092766,A22,3
BR00092766,A23,16
BR00092766,A24,88
BR00092766,B01,1127
BR00092766,B02,1098
BR00092766,B03,855
BR00092766,B04,1017
BR00092766,B05,977
BR00092766,B06,967
BR00092766,B07,543
BR00092766,B08,774
BR00092766,B09,983
BR00092766,B10,377
BR00092766,B11,698
BR00092766,B12,601
BR00092766,B13,272
BR00092766,B14,638
BR00092766,B15,739
BR00092766,B16,865
BR00092766,B17,926
BR00092766,B18,733
BR00092766,B19,707
BR00092766,B20,802
BR00092766,B21,730
BR00092766,B22,840
BR00092766,B23,957
BR00092766,B24,1021
BR00092766,C01,1035
BR00092766,C02,1012
BR00092766,C03,1057
BR00092766,C04,959
BR00092766,C05,1006
BR00092766,C06,1132
BR00092766,C07,677
BR00092766,C08,1030
BR00092766,C09,1028
BR00092766,C10,904
BR00092766,C11,1231
BR00092766,C12,937
BR00092766,C13,1056
BR00092766,C14,1018
BR00092766,C15,1087
BR00092766,C16,601
BR00092766,C17,1067
BR00092766,C18,1006
BR00092766,C19,149
BR00092766,C20,134
BR00092766,C21,153
BR00092766,C22,686
BR00092766,C23,978
BR00092766,C24,922
BR00092766,D01,1060
BR00092766,D02,1042
BR00092766,D03,953
BR00092766,D04,1091
BR00092766,D05,1072
BR00092766,D06,1123
BR00092766,D07,1284
BR00092766,D08,1333
BR00092766,D09,1256
BR00092766,D10,1011
BR00092766,D11,879
BR00092766,D12,1126
BR00092766,D13,1071
BR00092766,D14,1134
BR00092766,D15,1214
BR00092766,D16,1053
BR00092766,D17,1021
BR00092766,D18,1157
BR00092766,D19,802
BR00092766,D20,975
BR00092766,D21,845
BR00092766,D22,170
BR00092766,D23,941
BR00092766,D24,958
BR00092766,E01,549
BR00092766,E02,1146
BR00092766,E03,1148
BR00092766,E04,541
BR00092766,E05,486
BR00092766,E06,418
BR00092766,E07,1293
BR00092766,E08,1266
BR00092766,E09,1352
BR00092766,E10,914
BR00092766,E11,1194
BR00092766,E12,1330
BR00092766,E13,622
BR00092766,E14,1313
BR00092766,E15,1425
BR00092766,E16,152
BR00092766,E17,240
BR00092766,E18,546
BR00092766,E19,1219
BR00092766,E20,1170
BR00092766,E21,1200
BR00092766,E22,961
BR00092766,E23,1235
BR00092766,E24,1210
BR00092766,F01,747
BR00092766,F02,1095
BR00092766,F03,1167
BR00092766,F04,173
BR00092766,F05,250
BR00092766,F06,808
BR00092766,F07,1228
BR00092766,F08,1334
BR00092766,F09,1139
BR00092766,F10,1250
BR00092766,F11,1111
BR00092766,F12,1166
BR00092766,F13,797
BR00092766,F14,1281
BR00092766,F15,1124
BR00092766,F16,1262
BR00092766,F17,1159
BR00092766,F18,1242
BR00092766,F19,53
BR00092766,F20,395
BR00092766,F21,1205
BR00092766,F22,1134
BR00092766,F23,929
BR00092766,F24,959
BR00092766,G01,1026
BR00092766,G02,1176
BR00092766,G03,1203
BR00092766,G04,1279
BR00092766,G05,1351
BR00092766,G06,1259
BR00092766,G07,14
BR00092766,G08,120
BR00092766,G09,677
BR00092766,G10,1320
BR00092766,G11,1465
BR00092766,G12,1076
BR00092766,G13,1118
BR00092766,G14,961
BR00092766,G15,1202
BR00092766,G16,1352
BR00092766,G17,1129
BR00092766,G18,1155
BR00092766,G19,224
BR00092766,G20,1003
BR00092766,G21,1027
BR00092766,G22,295
BR00092766,G23,849
BR00092766,G24,1319
BR00092766,H01,1126
BR00092766,H02,1088
BR00092766,H03,1002
BR00092766,H04,233
BR00092766,H05,958
BR00092766,H06,1051
BR00092766,H07,131
BR00092766,H08,994
BR00092766,H09,1238
BR00092766,H10,1235
BR00092766,H11,1174
BR00092766,H12,911
BR00092766,H13,1016
BR00092766,H14,981
BR00092766,H15,1157
BR00092766,H16,761
BR00092766,H17,1146
BR00092766,H18,1007
BR00092766,H19,883
BR00092766,H20,1017
BR00092766,H21,1041
BR00092766,H22,874
BR00092766,H23,914
BR00092766,H24,920
BR00092766,I01,492
BR00092766,I02,893
BR00092766,I03,964
BR00092766,I04,54
BR00092766,I05,281
BR00092766,I06,857
BR00092766,I07,866
BR00092766,I08,1123
BR00092766,I09,1316
BR00092766,I10,246
BR00092766,I11,245
BR00092766,I12,719
BR00092766,I13,137
BR00092766,I14,1075
BR00092766,I15,1220
BR00092766,I16,1307
BR00092766,I17,1094
BR00092766,I18,904
BR00092766,I19,311
BR00092766,I20,743
BR00092766,I21,997
BR00092766,I22,31
BR00092766,I23,46
BR00092766,I24,300
BR00092766,J01,177
BR00092766,J02,1089
BR00092766,J03,1073
BR00092766,J04,3
BR00092766,J05,911
BR00092766,J06,928
BR00092766,J07,1
BR00092766,J08,1125
BR00092766,J09,1126
BR00092766,J10,502
BR00092766,J11,1074
BR00092766,J12,1010
BR00092766,J13,230
BR00092766,J14,1013
BR00092766,J15,847
BR00092766,J16,165
BR00092766,J17,210
BR00092766,J18,945
BR00092766,J19,181
BR00092766,J20,577
BR00092766,J21,1179
BR00092766,J22,796
BR00092766,J23,1092
BR00092766,J24,1060
BR00092766,K01,866
BR00092766,K02,1007
BR00092766,K03,1218
BR00092766,K04,20
BR00092766,K05,139
BR00092766,K06,254
BR00092766,K07,1167
BR00092766,K08,1263
BR00092766,K09,1322
BR00092766,K10,1073
BR00092766,K11,1193
BR00092766,K12,1364
BR00092766,K13,495
BR00092766,K14,660
BR00092766,K15,796
BR00092766,K16,1097
BR00092766,K17,847
BR00092766,K18,1091
BR00092766,K19,359
BR00092766,K20,758
BR00092766,K21,1064
BR00092766,K22,261
BR00092766,K23,256
BR00092766,K24,190
BR00092766,L01,739
BR00092766,L02,739
BR00092766,L03,1068
BR00092766,L04,253
BR00092766,L05,566
BR00092766,L06,1119
BR00092766,L07,822
BR00092766,L08,1084
BR00092766,L09,1156
BR00092766,L10,124
BR00092766,L11,468
BR00092766,L12,923
BR00092766,L13,64
BR00092766,L14,425
BR00092766,L15,745
BR00092766,L16,810
BR00092766,L17,1140
BR00092766,L18,863
BR00092766,L19,912
BR00092766,L20,838
BR00092766,L21,888
BR00092766,L22,949
BR00092766,L23,967
BR00092766,L24,1010
BR00092766,M01,70
BR00092766,M02,833
BR00092766,M03,839
BR00092766,M04,883
BR00092766,M05,800
BR00092766,M06,1128
BR00092766,M07,93
BR00092766,M08,948
BR00092766,M09,768
BR00092766,M10,96
BR00092766,M11,575
BR00092766,M12,829
BR00092766,M13,949
BR00092766,M14,968
BR00092766,M15,838
BR00092766,M16,420
BR00092766,M17,395
BR00092766,M18,437
BR00092766,M19,870
BR00092766,M20,948
BR00092766,M21,760
BR00092766,M22,1023
BR00092766,M23,857
BR00092766,M24,831
BR00092766,N01,7
BR00092766,N02,43
BR00092766,N03,134
BR00092766,N04,993
BR00092766,N05,706
BR00092766,N06,944
BR00092766,N07,39
BR00092766,N08,822
BR00092766,N09,893
BR00092766,N10,192
BR00092766,N11,215
BR00092766,N12,817
BR00092766,N13,420
BR00092766,N14,460
BR00092766,N15,474
BR00092766,N16,461
BR00092766,N17,1016
BR00092766,N18,865
BR00092766,N19,713
BR00092766,N20,636
BR00092766,N21,556
BR00092766,N22,306
BR00092766,N23,992
BR00092766,N24,560
BR00092766,O01,1031
