	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00014812	A01	2050
1	SQ00014812	A02	2276
2	SQ00014812	A03	2634
3	SQ00014812	A04	2807
4	SQ00014812	A05	2928
5	SQ00014812	A06	2685
6	SQ00014812	A07	2955
7	SQ00014812	A08	2600
8	SQ00014812	A09	2750
9	SQ00014812	A10	2912
10	SQ00014812	A11	2528
11	SQ00014812	A12	2742
12	SQ00014812	A13	467
13	SQ00014812	A14	2115
14	SQ00014812	A15	2564
15	SQ00014812	A16	2574
16	SQ00014812	A17	2671
17	SQ00014812	A18	2656
18	SQ00014812	A19	798
19	SQ00014812	A20	1482
20	SQ00014812	A21	1907
21	SQ00014812	A22	2303
22	SQ00014812	A23	2294
23	SQ00014812	A24	2432
24	SQ00014812	B01	2725
25	SQ00014812	B02	2459
26	SQ00014812	B03	2415
27	SQ00014812	B04	2624
28	SQ00014812	B05	2783
29	SQ00014812	B06	2684
30	SQ00014812	B07	2697
31	SQ00014812	B08	2694
32	SQ00014812	B09	2812
33	SQ00014812	B10	3123
34	SQ00014812	B11	2895
35	SQ00014812	B12	3043
36	SQ00014812	B13	1650
37	SQ00014812	B14	2173
38	SQ00014812	B15	2690
39	SQ00014812	B16	2883
40	SQ00014812	B17	2848
41	SQ00014812	B18	2784
42	SQ00014812	B19	1832
43	SQ00014812	B20	1763
44	SQ00014812	B21	2045
45	SQ00014812	B22	2411
46	SQ00014812	B23	2315
47	SQ00014812	B24	2495
48	SQ00014812	C01	2299
49	SQ00014812	C02	2556
50	SQ00014812	C03	2696
51	SQ00014812	C04	2927
52	SQ00014812	C05	2931
53	SQ00014812	C06	2877
54	SQ00014812	C07	563
55	SQ00014812	C08	505
56	SQ00014812	C09	455
57	SQ00014812	C10	377
58	SQ00014812	C11	433
59	SQ00014812	C12	439
60	SQ00014812	C13	228
61	SQ00014812	C14	406
62	SQ00014812	C15	430
63	SQ00014812	C16	447
64	SQ00014812	C17	431
65	SQ00014812	C18	456
66	SQ00014812	C19	116
67	SQ00014812	C20	114
68	SQ00014812	C21	115
69	SQ00014812	C22	98
70	SQ00014812	C23	123
71	SQ00014812	C24	124
72	SQ00014812	D01	2284
73	SQ00014812	D02	2483
74	SQ00014812	D03	2480
75	SQ00014812	D04	3182
76	SQ00014812	D05	2667
77	SQ00014812	D06	3090
78	SQ00014812	D07	3006
79	SQ00014812	D08	2910
80	SQ00014812	D09	2481
81	SQ00014812	D10	2858
82	SQ00014812	D11	3049
83	SQ00014812	D12	2812
84	SQ00014812	D13	706
85	SQ00014812	D14	1636
86	SQ00014812	D15	1538
87	SQ00014812	D16	1168
88	SQ00014812	D17	1023
89	SQ00014812	D18	949
90	SQ00014812	D19	2801
91	SQ00014812	D20	2800
92	SQ00014812	D21	2835
93	SQ00014812	D22	2613
94	SQ00014812	D23	2200
95	SQ00014812	D24	2612
96	SQ00014812	E01	265
97	SQ00014812	E02	395
98	SQ00014812	E03	641
99	SQ00014812	E04	657
100	SQ00014812	E05	769
101	SQ00014812	E06	1630
102	SQ00014812	E07	2810
103	SQ00014812	E08	2759
104	SQ00014812	E09	2956
105	SQ00014812	E10	2967
106	SQ00014812	E11	2752
107	SQ00014812	E12	2587
108	SQ00014812	E13	2913
109	SQ00014812	E14	2971
110	SQ00014812	E15	3060
111	SQ00014812	E16	2564
112	SQ00014812	E17	2406
113	SQ00014812	E18	2880
114	SQ00014812	E19	3049
115	SQ00014812	E20	2802
