Metadata_Plate,Metadata_Well,cell_count
BR00092754,A01,1533
BR00092754,A02,1544
BR00092754,A03,1402
BR00092754,A04,1812
BR00092754,A05,2076
BR00092754,A06,1795
BR00092754,A07,501
BR00092754,A08,478
BR00092754,A09,570
BR00092754,A10,395
BR00092754,A11,1695
BR00092754,A12,1521
BR00092754,A13,1559
BR00092754,A14,1879
BR00092754,A15,2048
BR00092754,A16,1366
BR00092754,A17,1656
BR00092754,A18,1506
BR00092754,A19,1171
BR00092754,A20,1251
BR00092754,A21,1371
BR00092754,A22,16
BR00092754,A23,85
BR00092754,A24,139
BR00092754,B01,1546
BR00092754,B02,1756
BR00092754,B03,1724
BR00092754,B04,1927
BR00092754,B05,1828
BR00092754,B06,1755
BR00092754,B07,903
BR00092754,B08,1923
BR00092754,B09,1598
BR00092754,B10,470
BR00092754,B11,1304
BR00092754,B12,1306
BR00092754,B13,454
BR00092754,B14,1231
BR00092754,B15,1512
BR00092754,B16,1683
BR00092754,B17,1413
BR00092754,B18,1776
BR00092754,B19,1011
BR00092754,B20,1498
BR00092754,B21,1537
BR00092754,B22,1621
BR00092754,B23,1439
BR00092754,B24,1681
BR00092754,C01,1688
BR00092754,C02,1922
BR00092754,C03,1794
BR00092754,C04,1571
BR00092754,C05,1314
BR00092754,C06,1898
BR00092754,C07,1152
BR00092754,C08,1385
BR00092754,C09,1526
BR00092754,C10,770
BR00092754,C11,1336
BR00092754,C12,1737
BR00092754,C13,1543
BR00092754,C14,1560
BR00092754,C15,1885
BR00092754,C16,1637
BR00092754,C17,2023
BR00092754,C18,1990
BR00092754,C19,137
BR00092754,C20,161
BR00092754,C21,281
BR00092754,C22,1685
BR00092754,C23,1676
BR00092754,C24,1538
BR00092754,D01,1491
BR00092754,D02,1551
BR00092754,D03,1736
BR00092754,D04,1848
BR00092754,D05,1706
BR00092754,D06,1917
BR00092754,D07,1576
BR00092754,D08,2021
BR00092754,D09,1735
BR00092754,D10,1420
BR00092754,D11,1596
BR00092754,D12,1867
BR00092754,D13,1508
BR00092754,D14,1614
BR00092754,D15,1629
BR00092754,D16,1409
BR00092754,D17,1550
BR00092754,D18,1838
BR00092754,D19,1452
BR00092754,D20,1764
BR00092754,D21,1529
BR00092754,D22,216
BR00092754,D23,1534
BR00092754,D24,1378
BR00092754,E01,1284
BR00092754,E02,1680
BR00092754,E03,1627
BR00092754,E04,931
BR00092754,E05,951
BR00092754,E06,965
BR00092754,E07,1310
BR00092754,E08,1226
BR00092754,E09,1205
BR00092754,E10,1077
BR00092754,E11,1922
BR00092754,E12,1639
BR00092754,E13,1088
BR00092754,E14,1744
BR00092754,E15,1480
BR00092754,E16,173
BR00092754,E17,336
BR00092754,E18,1008
BR00092754,E19,1418
BR00092754,E20,1617
BR00092754,E21,1696
BR00092754,E22,1413
BR00092754,E23,1287
BR00092754,E24,1575
BR00092754,F01,1040
BR00092754,F02,1316
BR00092754,F03,1881
BR00092754,F04,272
BR00092754,F05,335
BR00092754,F06,1696
BR00092754,F07,1917
BR00092754,F08,1936
BR00092754,F09,1946
BR00092754,F10,1475
BR00092754,F11,1579
BR00092754,F12,1963
BR00092754,F13,642
BR00092754,F14,1459
BR00092754,F15,1793
BR00092754,F16,1649
BR00092754,F17,1794
BR00092754,F18,1579
BR00092754,F19,152
BR00092754,F20,1115
BR00092754,F21,1563
BR00092754,F22,1599
BR00092754,F23,1198
BR00092754,F24,1170
BR00092754,G01,1516
BR00092754,G02,1706
BR00092754,G03,1657
BR00092754,G04,1751
BR00092754,G05,2088
BR00092754,G06,2042
BR00092754,G07,82
BR00092754,G08,1007
BR00092754,G09,1870
BR00092754,G10,1905
BR00092754,G11,1776
BR00092754,G12,1941
BR00092754,G13,1657
BR00092754,G14,1725
BR00092754,G15,1615
BR00092754,G16,1743
BR00092754,G17,1617
BR00092754,G18,2151
BR00092754,G19,1101
BR00092754,G20,1655
BR00092754,G21,1616
BR00092754,G22,278
BR00092754,G23,908
BR00092754,G24,1334
BR00092754,H01,1250
BR00092754,H02,1591
BR00092754,H03,1891
BR00092754,H04,1664
BR00092754,H05,1652
BR00092754,H06,1953
BR00092754,H07,455
BR00092754,H08,1447
BR00092754,H09,1818
BR00092754,H10,1793
BR00092754,H11,1738
BR00092754,H12,2096
BR00092754,H13,1978
BR00092754,H14,2083
BR00092754,H15,1631
BR00092754,H16,1153
BR00092754,H17,1530
BR00092754,H18,1934
BR00092754,H19,1384
BR00092754,H20,1681
BR00092754,H21,1692
BR00092754,H22,1436
BR00092754,H23,1377
BR00092754,H24,1133
BR00092754,I01,705
BR00092754,I02,1682
BR00092754,I03,1870
BR00092754,I04,169
BR00092754,I05,369
BR00092754,I06,1832
BR00092754,I07,1393
BR00092754,I08,1850
BR00092754,I09,2061
BR00092754,I10,419
BR00092754,I11,358
BR00092754,I12,1575
BR00092754,I13,412
BR00092754,I14,1806
BR00092754,I15,2068
BR00092754,I16,1819
BR00092754,I17,1932
BR00092754,I18,1669
BR00092754,I19,610
BR00092754,I20,958
BR00092754,I21,1512
BR00092754,I22,143
BR00092754,I23,250
BR00092754,I24,334
BR00092754,J01,234
BR00092754,J02,1781
BR00092754,J03,1895
BR00092754,J04,34
BR00092754,J05,1999
BR00092754,J06,2167
BR00092754,J07,16
BR00092754,J08,2194
BR00092754,J09,2079
BR00092754,J10,567
BR00092754,J11,1631
BR00092754,J12,1922
BR00092754,J13,258
BR00092754,J14,1781
BR00092754,J15,2015
BR00092754,J16,243
BR00092754,J17,358
BR00092754,J18,1929
BR00092754,J19,533
BR00092754,J20,893
BR00092754,J21,1543
BR00092754,J22,1538
BR00092754,J23,1238
BR00092754,J24,1370
BR00092754,K01,1363
BR00092754,K02,1818
BR00092754,K03,1884
BR00092754,K04,267
BR00092754,K05,486
BR00092754,K06,623
BR00092754,K07,1770
BR00092754,K08,2186
BR00092754,K09,2218
BR00092754,K10,2082
BR00092754,K11,2082
BR00092754,K12,2111
BR00092754,K13,1200
BR00092754,K14,1555
BR00092754,K15,1631
BR00092754,K16,1805
BR00092754,K17,1947
BR00092754,K18,2123
BR00092754,K19,240
BR00092754,K20,1687
BR00092754,K21,1734
BR00092754,K22,219
BR00092754,K23,194
BR00092754,K24,230
BR00092754,L01,1141
BR00092754,L02,1520
BR00092754,L03,1945
BR00092754,L04,366
BR00092754,L05,1069
BR00092754,L06,2157
BR00092754,L07,1314
BR00092754,L08,1643
BR00092754,L09,1941
BR00092754,L10,434
BR00092754,L11,1272
