Metadata_Plate,Metadata_Well,cell_count
BR00092748,A01,1082
BR00092748,A02,1060
BR00092748,A03,1220
BR00092748,A04,607
BR00092748,A05,1455
BR00092748,A06,1385
BR00092748,A07,804
BR00092748,A08,1096
BR00092748,A09,1052
BR00092748,A10,1043
BR00092748,A11,982
BR00092748,A12,890
BR00092748,A13,388
BR00092748,A14,1022
BR00092748,A15,966
BR00092748,A16,1084
BR00092748,A17,1230
BR00092748,A18,1484
BR00092748,A19,1061
BR00092748,A20,1241
BR00092748,A21,1466
BR00092748,A22,545
BR00092748,A23,1229
BR00092748,A24,1212
BR00092748,B01,1342
BR00092748,B02,1361
BR00092748,B03,1356
BR00092748,B04,1164
BR00092748,B05,1241
BR00092748,B06,1138
BR00092748,B07,741
BR00092748,B08,958
BR00092748,B09,1224
BR00092748,B10,544
BR00092748,B11,704
BR00092748,B12,921
BR00092748,B13,830
BR00092748,B14,1051
BR00092748,B15,1072
BR00092748,B16,1162
BR00092748,B17,1161
BR00092748,B18,1030
BR00092748,B19,276
BR00092748,B20,575
BR00092748,B21,1059
BR00092748,B22,1139
BR00092748,B23,1431
BR00092748,B24,1032
BR00092748,C01,229
BR00092748,C02,1270
BR00092748,C03,1512
BR00092748,C04,1434
BR00092748,C05,1578
BR00092748,C06,1371
BR00092748,C07,10
BR00092748,C08,1545
BR00092748,C09,1428
BR00092748,C10,183
BR00092748,C11,1347
BR00092748,C12,1449
BR00092748,C13,606
BR00092748,C14,1393
BR00092748,C15,1270
BR00092748,C16,52
BR00092748,C17,130
BR00092748,C18,1353
BR00092748,C19,1446
BR00092748,C20,1605
BR00092748,C21,1502
BR00092748,C22,1329
BR00092748,C23,1511
BR00092748,C24,1394
BR00092748,D01,814
BR00092748,D02,1579
BR00092748,D03,1642
BR00092748,D04,242
BR00092748,D05,2002
BR00092748,D06,1705
BR00092748,D07,1164
BR00092748,D08,1557
BR00092748,D09,1707
BR00092748,D10,1107
BR00092748,D11,1694
BR00092748,D12,1605
BR00092748,D13,1195
BR00092748,D14,1348
BR00092748,D15,1877
BR00092748,D16,1703
BR00092748,D17,1781
BR00092748,D18,1657
BR00092748,D19,1537
BR00092748,D20,1368
BR00092748,D21,1578
BR00092748,D22,64
BR00092748,D23,69
BR00092748,D24,96
BR00092748,E01,469
BR00092748,E02,575
BR00092748,E03,699
BR00092748,E04,1490
BR00092748,E05,1388
BR00092748,E06,1903
BR00092748,E07,23
BR00092748,E08,12
BR00092748,E09,73
BR00092748,E10,1578
BR00092748,E11,1579
BR00092748,E12,1188
BR00092748,E13,1493
BR00092748,E14,1700
BR00092748,E15,1744
BR00092748,E16,1482
BR00092748,E17,1346
BR00092748,E18,1245
BR00092748,E19,1436
BR00092748,E20,1349
BR00092748,E21,1460
BR00092748,E22,932
BR00092748,E23,1070
BR00092748,E24,927
BR00092748,F01,162
BR00092748,F02,989
BR00092748,F03,1553
BR00092748,F04,852
BR00092748,F05,1430
BR00092748,F06,1584
BR00092748,F07,1609
BR00092748,F08,1708
BR00092748,F09,1419
BR00092748,F10,208
BR00092748,F11,1529
BR00092748,F12,1436
BR00092748,F13,100
BR00092748,F14,1493
BR00092748,F15,1526
BR00092748,F16,1604
BR00092748,F17,1669
BR00092748,F18,1676
BR00092748,F19,128
BR00092748,F20,1716
BR00092748,F21,1390
BR00092748,F22,1011
BR00092748,F23,1040
BR00092748,F24,931
BR00092748,G01,55
BR00092748,G02,1414
BR00092748,G03,1440
BR00092748,G04,252
BR00092748,G05,1727
BR00092748,G06,1880
BR00092748,G07,78
BR00092748,G08,232
BR00092748,G09,1527
BR00092748,G10,522
BR00092748,G11,1528
BR00092748,G12,1508
BR00092748,G13,1858
BR00092748,G14,1681
BR00092748,G15,1682
BR00092748,G16,1443
BR00092748,G17,1425
BR00092748,G18,1757
BR00092748,G19,1382
BR00092748,G20,1278
BR00092748,G21,1484
BR00092748,G22,276
BR00092748,G23,527
BR00092748,G24,1072
BR00092748,H01,1108
BR00092748,H02,1176
BR00092748,H03,1676
BR00092748,H04,1603
BR00092748,H05,1615
BR00092748,H06,1522
BR00092748,H07,597
BR00092748,H08,1665
BR00092748,H09,1969
BR00092748,H10,1148
BR00092748,H11,1648
BR00092748,H12,1593
BR00092748,H13,189
BR00092748,H14,892
BR00092748,H15,1435
BR00092748,H16,17
BR00092748,H17,336
BR00092748,H18,1396
BR00092748,H19,911
BR00092748,H20,1492
BR00092748,H21,1325
BR00092748,H22,5
BR00092748,H23,735
BR00092748,H24,840
BR00092748,I01,245
BR00092748,I02,1660
BR00092748,I03,1899
BR00092748,I04,1545
BR00092748,I05,2105
BR00092748,I06,1917
BR00092748,I07,820
BR00092748,I08,1505
BR00092748,I09,1301
BR00092748,I10,937
BR00092748,I11,976
BR00092748,I12,1062
BR00092748,I13,78
BR00092748,I14,453
BR00092748,I15,1679
BR00092748,I16,1254
BR00092748,I17,1864
BR00092748,I18,1847
BR00092748,I19,1339
BR00092748,I20,1658
BR00092748,I21,1695
BR00092748,I22,1270
BR00092748,I23,1424
BR00092748,I24,1194
BR00092748,J01,1049
BR00092748,J02,1487
BR00092748,J03,1838
BR00092748,J04,865
BR00092748,J05,2027
BR00092748,J06,1827
BR00092748,J07,65
BR00092748,J08,246
BR00092748,J09,502
BR00092748,J10,750
BR00092748,J11,1602
BR00092748,J12,1777
BR00092748,J13,652
BR00092748,J14,891
BR00092748,J15,776
BR00092748,J16,1263
BR00092748,J17,1689
BR00092748,J18,1660
BR00092748,J19,1867
BR00092748,J20,1658
BR00092748,J21,1593
BR00092748,J22,977
BR00092748,J23,1430
BR00092748,J24,1098
BR00092748,K01,811
BR00092748,K02,871
BR00092748,K03,1171
BR00092748,K04,1839
BR00092748,K05,2142
BR00092748,K06,1691
BR00092748,K07,2044
BR00092748,K08,2022
BR00092748,K09,1743
BR00092748,K10,1872
BR00092748,K11,1805
BR00092748,K12,1975
BR00092748,K13,294
BR00092748,K14,1335
BR00092748,K15,1714
BR00092748,K16,1568
BR00092748,K17,1745
BR00092748,K18,1631
BR00092748,K19,1801
BR00092748,K20,1898
BR00092748,K21,1529
BR00092748,K22,1522
BR00092748,K23,1132
BR00092748,K24,1131
BR00092748,L01,1521
BR00092748,L02,1132
BR00092748,L03,1060
BR00092748,L04,2164
BR00092748,L05,1793
BR00092748,L06,1879
BR00092748,L07,433
BR00092748,L08,2019
BR00092748,L09,1783
BR00092748,L10,307
BR00092748,L11,842
BR00092748,L12,1665
BR00092748,L13,1683
BR00092748,L14,1940
BR00092748,L15,1801
BR00092748,L16,483
BR00092748,L17,1498
BR00092748,L18,1308
BR00092748,L19,1570
BR00092748,L20,1753
BR00092748,L21,1606
BR00092748,L22,1665
BR00092748,L23,1315
BR00092748,L24,995
BR00092748,M01,1317
BR00092748,M02,1360
BR00092748,M03,1462
BR00092748,M04,1642
BR00092748,M05,1598
BR00092748,M06,1434
BR00092748,M07,236
BR00092748,M08,453
BR00092748,M09,1673
BR00092748,M10,70
BR00092748,M11,1722
BR00092748,M12,1462
BR00092748,M13,130
BR00092748,M14,1614
BR00092748,M15,1368
BR00092748,M16,1414
BR00092748,M17,1854
BR00092748,M18,1757
BR00092748,M19,389
BR00092748,M20,1319
BR00092748,M21,1435
BR00092748,M22,572
BR00092748,M23,1523
BR00092748,M24,1057
BR00092748,N01,1444
BR00092748,N02,1337
BR00092748,N03,1517
BR00092748,N04,1297
BR00092748,N05,1671
BR00092748,N06,1703
BR00092748,N07,1759
BR00092748,N08,1573
BR00092748,N09,1629
BR00092748,N10,1302
BR00092748,N11,1504
BR00092748,N12,1425
BR00092748,N13,30
BR00092748,N14,1474
BR00092748,N15,1381
BR00092748,N16,1437
BR00092748,N17,1464
BR00092748,N18,1640
BR00092748,N19,1213
BR00092748,N20,1450
BR00092748,N21,1296
BR00092748,N22,1371
BR00092748,N23,1257
BR00092748,N24,1119
BR00092748,O01,1027
BR00092748,O02,1035
BR00092748,O03,1141
BR00092748,O04,1211
BR00092748,O05,946
BR00092748,O06,1217
BR00092748,O07,810
BR00092748,O08,995
BR00092748,O09,963
BR00092748,O10,315
BR00092748,O11,975
BR00092748,O12,1052
BR00092748,O13,1085
BR00092748,O14,918
BR00092748,O15,1276
BR00092748,O16,26
BR00092748,O17,205
BR00092748,O18,609
BR00092748,O19,318
BR00092748,O20,801
BR00092748,O21,943
BR00092748,O22,268
BR00092748,O23,434
BR00092748,O24,744
BR00092748,P01,407
BR00092748,P02,845
BR00092748,P03,904
BR00092748,P04,248
BR00092748,P05,952
BR00092748,P06,791
BR00092748,P07,186
BR00092748,P08,628
BR00092748,P09,568
BR00092748,P10,531
BR00092748,P11,850
BR00092748,P12,516
BR00092748,P13,286
BR00092748,P14,297
BR00092748,P15,374
BR00092748,P16,544
BR00092748,P17,736
BR00092748,P18,669
BR00092748,P19,180
BR00092748,P20,579
BR00092748,P21,648
BR00092748,P22,359
BR00092748,P23,519
BR00092748,P24,695
