Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015143,A01,2236
SQ00015143,A02,2084
SQ00015143,A03,2374
SQ00015143,A04,2041
SQ00015143,A05,2287
SQ00015143,A06,2511
SQ00015143,A07,2267
SQ00015143,A08,2126
SQ00015143,A09,2208
SQ00015143,A10,2615
SQ00015143,A11,2378
SQ00015143,A12,2342
SQ00015143,A13,2110
SQ00015143,A14,2381
SQ00015143,A15,2634
SQ00015143,A16,2248
SQ00015143,A17,2668
SQ00015143,A18,2481
SQ00015143,A19,2389
SQ00015143,A20,2485
SQ00015143,A21,2493
SQ00015143,A22,2468
SQ00015143,A23,2288
SQ00015143,A24,2068
SQ00015143,B01,2403
SQ00015143,B02,2316
SQ00015143,B03,2424
SQ00015143,B04,2436
SQ00015143,B05,2283
SQ00015143,B06,2626
SQ00015143,B07,2023
SQ00015143,B08,2187
SQ00015143,B09,2247
SQ00015143,B10,2692
SQ00015143,B11,2451
SQ00015143,B12,2502
SQ00015143,B13,2419
SQ00015143,B14,2555
SQ00015143,B15,2550
SQ00015143,B16,2512
SQ00015143,B17,2558
SQ00015143,B18,2388
SQ00015143,B19,1955
SQ00015143,B20,1995
SQ00015143,B21,2513
SQ00015143,B22,2396
SQ00015143,B23,2620
SQ00015143,B24,2478
SQ00015143,C01,1580
SQ00015143,C02,2122
SQ00015143,C03,2866
SQ00015143,C04,2889
SQ00015143,C05,2801
SQ00015143,C06,2810
SQ00015143,C07,2507
SQ00015143,C08,2831
SQ00015143,C09,3028
SQ00015143,C10,2911
SQ00015143,C11,2739
SQ00015143,C12,2564
SQ00015143,C13,3089
SQ00015143,C14,2655
SQ00015143,C15,3153
SQ00015143,C16,3024
SQ00015143,C17,2567
SQ00015143,C18,3092
SQ00015143,C19,146
SQ00015143,C20,139
SQ00015143,C21,172
SQ00015143,C22,143
SQ00015143,C23,145
SQ00015143,C24,138
SQ00015143,D01,1976
SQ00015143,D02,2386
SQ00015143,D03,2493
SQ00015143,D04,3041
SQ00015143,D05,2955
SQ00015143,D06,2992
SQ00015143,D07,1951
SQ00015143,D08,2830
SQ00015143,D09,2731
SQ00015143,D10,2682
SQ00015143,D11,2845
SQ00015143,D12,2928
SQ00015143,D13,2405
SQ00015143,D14,2822
SQ00015143,D15,2855
SQ00015143,D16,3126
SQ00015143,D17,3039
SQ00015143,D18,2810
SQ00015143,D19,2677
SQ00015143,D20,3163
SQ00015143,D21,2649
SQ00015143,D22,2858
SQ00015143,D23,2746
SQ00015143,D24,2330
SQ00015143,E01,2064
SQ00015143,E02,2440
SQ00015143,E03,2938
SQ00015143,E04,3425
SQ00015143,E05,2991
SQ00015143,E06,2922
SQ00015143,E07,2437
SQ00015143,E08,2933
SQ00015143,E09,2920
SQ00015143,E10,3059
SQ00015143,E11,2800
SQ00015143,E12,2901
SQ00015143,E13,2871
SQ00015143,E14,3263
SQ00015143,E15,3093
SQ00015143,E16,2779
SQ00015143,E17,3029
SQ00015143,E18,2926
SQ00015143,E19,3109
SQ00015143,E20,3207
SQ00015143,E21,3276
SQ00015143,E22,2685
SQ00015143,E23,2707
SQ00015143,E24,2728
SQ00015143,F01,2131
SQ00015143,F02,2714
SQ00015143,F03,3331
SQ00015143,F04,3467
SQ00015143,F05,3252
SQ00015143,F06,3154
SQ00015143,F07,3386
SQ00015143,F08,2941
SQ00015143,F09,2991
SQ00015143,F10,3031
SQ00015143,F11,3213
SQ00015143,F12,2902
SQ00015143,F13,2359
SQ00015143,F14,2906
SQ00015143,F15,3196
SQ00015143,F16,2722
SQ00015143,F17,3106
SQ00015143,F18,2938
SQ00015143,F19,1009
SQ00015143,F20,1161
SQ00015143,F21,1665
SQ00015143,F22,2293
SQ00015143,F23,2468
SQ00015143,F24,2549
SQ00015143,G01,914
SQ00015143,G02,1883
SQ00015143,G03,2628
SQ00015143,G04,3300
SQ00015143,G05,3199
SQ00015143,G06,3361
SQ00015143,G07,3395
SQ00015143,G08,2988
SQ00015143,G09,3279
SQ00015143,G10,2983
SQ00015143,G11,3107
SQ00015143,G12,2987
SQ00015143,G13,132
SQ00015143,G14,101
SQ00015143,G15,163
SQ00015143,G16,149
SQ00015143,G17,109
SQ00015143,G18,128
SQ00015143,G19,2398
SQ00015143,G20,2956
SQ00015143,G21,3227
SQ00015143,G22,3467
SQ00015143,G23,3008
SQ00015143,G24,2630
SQ00015143,H01,1835
SQ00015143,H02,2661
SQ00015143,H03,3184
SQ00015143,H04,3155
SQ00015143,H05,3199
SQ00015143,H06,3199
SQ00015143,H07,2991
SQ00015143,H08,2898
SQ00015143,H09,2934
SQ00015143,H10,3046
SQ00015143,H11,2783
SQ00015143,H12,2739
SQ00015143,H13,3112
SQ00015143,H14,3104
SQ00015143,H15,2968
SQ00015143,H16,2751
SQ00015143,H17,2897
SQ00015143,H18,2830
SQ00015143,H19,1534
SQ00015143,H20,2875
SQ00015143,H21,3023
SQ00015143,H22,3183
SQ00015143,H23,3056
SQ00015143,H24,2948
SQ00015143,I01,373
SQ00015143,I02,730
SQ00015143,I03,1186
SQ00015143,I04,2446
SQ00015143,I05,2720
SQ00015143,I06,2895
SQ00015143,I07,1419
SQ00015143,I08,1338
SQ00015143,I09,1524
SQ00015143,I10,1621
SQ00015143,I11,2143
SQ00015143,I12,2594
SQ00015143,I13,2688
SQ00015143,I14,2862
SQ00015143,I15,2954
SQ00015143,I16,2626
SQ00015143,I17,3111
SQ00015143,I18,3073
SQ00015143,I19,2940
SQ00015143,I20,2867
SQ00015143,I21,2818
SQ00015143,I22,3031
SQ00015143,I23,2998
SQ00015143,I24,2932
SQ00015143,J01,2002
