Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015156,A01,2025
SQ00015156,A02,2084
SQ00015156,A03,2218
SQ00015156,A04,2423
SQ00015156,A05,1915
SQ00015156,A06,2204
SQ00015156,A07,1732
SQ00015156,A08,2226
SQ00015156,A09,2006
SQ00015156,A10,2164
SQ00015156,A11,2071
SQ00015156,A12,2000
SQ00015156,A13,1947
SQ00015156,A14,2104
SQ00015156,A15,2049
SQ00015156,A16,2126
SQ00015156,A17,1748
SQ00015156,A18,2308
SQ00015156,A19,176
SQ00015156,A20,229
SQ00015156,A21,196
SQ00015156,A22,228
SQ00015156,A23,212
SQ00015156,A24,335
SQ00015156,B01,2243
SQ00015156,B02,2166
SQ00015156,B03,2528
SQ00015156,B04,2284
SQ00015156,B05,2667
SQ00015156,B06,2497
SQ00015156,B07,2911
SQ00015156,B08,2625
SQ00015156,B09,2320
SQ00015156,B10,2478
SQ00015156,B11,2460
SQ00015156,B12,2787
SQ00015156,B13,1397
SQ00015156,B14,2374
SQ00015156,B15,2427
SQ00015156,B16,2371
SQ00015156,B17,2458
SQ00015156,B18,2933
SQ00015156,B19,2739
SQ00015156,B20,2300
SQ00015156,B21,2077
SQ00015156,B22,2464
SQ00015156,B23,2177
SQ00015156,B24,1968
SQ00015156,C01,2090
SQ00015156,C02,2200
SQ00015156,C03,2954
SQ00015156,C04,3148
SQ00015156,C05,2965
SQ00015156,C06,2853
SQ00015156,C07,2945
SQ00015156,C08,2867
SQ00015156,C09,2946
SQ00015156,C10,2860
SQ00015156,C11,2959
SQ00015156,C12,2772
SQ00015156,C13,2987
SQ00015156,C14,2953
SQ00015156,C15,2870
SQ00015156,C16,2615
SQ00015156,C17,2820
SQ00015156,C18,2853
SQ00015156,C19,53
SQ00015156,C20,60
SQ00015156,C21,70
SQ00015156,C22,57
SQ00015156,C23,57
SQ00015156,C24,41
SQ00015156,D01,1071
SQ00015156,D02,2384
SQ00015156,D03,2417
SQ00015156,D04,2491
SQ00015156,D05,2575
SQ00015156,D06,2422
SQ00015156,D07,3055
SQ00015156,D08,3114
SQ00015156,D09,3080
SQ00015156,D10,3070
SQ00015156,D11,3514
SQ00015156,D12,2887
SQ00015156,D13,3171
SQ00015156,D14,3104
SQ00015156,D15,2803
SQ00015156,D16,3027
SQ00015156,D17,2883
SQ00015156,D18,2710
SQ00015156,D19,2497
SQ00015156,D20,2956
SQ00015156,D21,2659
SQ00015156,D22,2808
SQ00015156,D23,2495
SQ00015156,D24,1922
SQ00015156,E01,2692
SQ00015156,E02,2483
SQ00015156,E03,2966
SQ00015156,E04,3122
SQ00015156,E05,3222
SQ00015156,E06,3216
SQ00015156,E07,3151
SQ00015156,E08,3166
SQ00015156,E09,2700
SQ00015156,E10,3542
SQ00015156,E11,3043
SQ00015156,E12,3600
SQ00015156,E13,2156
SQ00015156,E14,2724
SQ00015156,E15,2968
