Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015144,A01,2308
SQ00015144,A02,1884
SQ00015144,A03,2136
SQ00015144,A04,2580
SQ00015144,A05,2185
SQ00015144,A06,2818
SQ00015144,A07,2455
SQ00015144,A08,2363
SQ00015144,A09,2479
SQ00015144,A10,2030
SQ00015144,A11,2090
SQ00015144,A12,2175
SQ00015144,A13,2276
SQ00015144,A14,2906
SQ00015144,A15,2508
SQ00015144,A16,2380
SQ00015144,A17,2212
SQ00015144,A18,2248
SQ00015144,A19,2314
SQ00015144,A20,2031
SQ00015144,A21,1936
SQ00015144,A22,2270
SQ00015144,A23,2845
SQ00015144,A24,2044
SQ00015144,B01,2550
SQ00015144,B02,2248
SQ00015144,B03,2395
SQ00015144,B04,2206
SQ00015144,B05,2577
SQ00015144,B06,2246
SQ00015144,B07,1573
SQ00015144,B08,2326
SQ00015144,B09,2490
SQ00015144,B10,2117
SQ00015144,B11,2405
SQ00015144,B12,2221
SQ00015144,B13,2314
SQ00015144,B14,2186
SQ00015144,B15,2403
SQ00015144,B16,2734
SQ00015144,B17,2292
SQ00015144,B18,2811
SQ00015144,B19,1599
SQ00015144,B20,2003
SQ00015144,B21,2266
SQ00015144,B22,2201
SQ00015144,B23,2347
SQ00015144,B24,2446
SQ00015144,C01,1850
SQ00015144,C02,1861
SQ00015144,C03,2292
SQ00015144,C04,2580
SQ00015144,C05,2559
SQ00015144,C06,2908
SQ00015144,C07,2325
SQ00015144,C08,2483
SQ00015144,C09,2720
SQ00015144,C10,2583
SQ00015144,C11,2898
SQ00015144,C12,2782
SQ00015144,C13,2800
SQ00015144,C14,2960
SQ00015144,C15,2797
SQ00015144,C16,2812
SQ00015144,C17,2783
SQ00015144,C18,2926
SQ00015144,C19,122
SQ00015144,C20,131
SQ00015144,C21,163
SQ00015144,C22,132
SQ00015144,C23,147
SQ00015144,C24,140
SQ00015144,D01,1843
SQ00015144,D02,2578
SQ00015144,D03,2614
SQ00015144,D04,2635
SQ00015144,D05,2387
SQ00015144,D06,2982
SQ00015144,D07,1664
SQ00015144,D08,2637
SQ00015144,D09,2741
SQ00015144,D10,2880
SQ00015144,D11,2821
SQ00015144,D12,2829
SQ00015144,D13,2244
SQ00015144,D14,2976
SQ00015144,D15,2747
SQ00015144,D16,2701
SQ00015144,D17,2683
SQ00015144,D18,2761
SQ00015144,D19,2820
SQ00015144,D20,2754
SQ00015144,D21,2612
SQ00015144,D22,2866
SQ00015144,D23,2856
SQ00015144,D24,2578
SQ00015144,E01,1957
SQ00015144,E02,2268
SQ00015144,E03,2837
SQ00015144,E04,3169
SQ00015144,E05,2751
SQ00015144,E06,2923
SQ00015144,E07,2340
SQ00015144,E08,3414
SQ00015144,E09,3028
SQ00015144,E10,2897
SQ00015144,E11,2846
SQ00015144,E12,3069
SQ00015144,E13,2823
SQ00015144,E14,3038
SQ00015144,E15,2941
SQ00015144,E16,3233
SQ00015144,E17,3122
SQ00015144,E18,3018
SQ00015144,E19,3304
SQ00015144,E20,3018
SQ00015144,E21,3121
SQ00015144,E22,2762
SQ00015144,E23,3164
SQ00015144,E24,2700
SQ00015144,F01,2415
SQ00015144,F02,2726
SQ00015144,F03,2814
SQ00015144,F04,3220
SQ00015144,F05,2723
SQ00015144,F06,3292
SQ00015144,F07,3233
SQ00015144,F08,2912
SQ00015144,F09,3319
SQ00015144,F10,3244
SQ00015144,F11,2976
SQ00015144,F12,2862
SQ00015144,F13,2315
SQ00015144,F14,3046
SQ00015144,F15,2863
SQ00015144,F16,2922
SQ00015144,F17,2775
SQ00015144,F18,2997
SQ00015144,F19,893
SQ00015144,F20,1329
SQ00015144,F21,1705
SQ00015144,F22,1874
SQ00015144,F23,2266
SQ00015144,F24,2096
SQ00015144,G01,817
SQ00015144,G02,1999
SQ00015144,G03,2302
SQ00015144,G04,3193
SQ00015144,G05,3098
SQ00015144,G06,3471
SQ00015144,G07,3095
SQ00015144,G08,3192
SQ00015144,G09,2809
SQ00015144,G10,2834
SQ00015144,G11,2709
SQ00015144,G12,3172
SQ00015144,G13,130
SQ00015144,G14,111
SQ00015144,G15,133
SQ00015144,G16,151
SQ00015144,G17,126
SQ00015144,G18,115
SQ00015144,G19,2556
SQ00015144,G20,2765
SQ00015144,G21,2693
SQ00015144,G22,3294
SQ00015144,G23,2874
SQ00015144,G24,2772
SQ00015144,H01,1605
SQ00015144,H02,2625
SQ00015144,H03,2786
SQ00015144,H04,3121
SQ00015144,H05,3403
SQ00015144,H06,3002
SQ00015144,H07,2434
SQ00015144,H08,2791
SQ00015144,H09,2865
SQ00015144,H10,2986
SQ00015144,H11,3064
SQ00015144,H12,2741
SQ00015144,H13,3206
SQ00015144,H14,2988
SQ00015144,H15,2928
SQ00015144,H16,2607
SQ00015144,H17,3043
SQ00015144,H18,2966
SQ00015144,H19,1423
SQ00015144,H20,2623
SQ00015144,H21,3116
SQ00015144,H22,3333
SQ00015144,H23,3013
SQ00015144,H24,2857
SQ00015144,I01,311
SQ00015144,I02,778
SQ00015144,I03,1129
SQ00015144,I04,2267
SQ00015144,I05,2623
SQ00015144,I06,2478
SQ00015144,I07,1350
SQ00015144,I08,1414
SQ00015144,I09,1526
SQ00015144,I10,1973
SQ00015144,I11,2068
SQ00015144,I12,2439
SQ00015144,I13,3089
SQ00015144,I14,2943
SQ00015144,I15,2844
SQ00015144,I16,2962
SQ00015144,I17,2787
SQ00015144,I18,2789
SQ00015144,I19,2620
SQ00015144,I20,3035
SQ00015144,I21,2975
SQ00015144,I22,3251
SQ00015144,I23,2803
SQ00015144,I24,2621
SQ00015144,J01,2282
SQ00015144,J02,2612
SQ00015144,J03,2494
SQ00015144,J04,2975
SQ00015144,J05,2893
SQ00015144,J06,3280
SQ00015144,J07,2960
SQ00015144,J08,3137
SQ00015144,J09,2717
SQ00015144,J10,2888
SQ00015144,J11,3054
SQ00015144,J12,3038
SQ00015144,J13,3109
SQ00015144,J14,2761
SQ00015144,J15,3130
SQ00015144,J16,2767
SQ00015144,J17,2658
SQ00015144,J18,2692
SQ00015144,J19,2413
SQ00015144,J20,2632
SQ00015144,J21,2981
SQ00015144,J22,2869
SQ00015144,J23,2939
SQ00015144,J24,2948
SQ00015144,K01,804
SQ00015144,K02,1542
SQ00015144,K03,2402
SQ00015144,K04,2839
SQ00015144,K05,2759
SQ00015144,K06,2826
SQ00015144,K07,109
SQ00015144,K08,143
SQ00015144,K09,98
SQ00015144,K10,116
SQ00015144,K11,81
SQ00015144,K12,101
SQ00015144,K13,3027
SQ00015144,K14,3069
SQ00015144,K15,2740
SQ00015144,K16,2855
SQ00015144,K17,2831
SQ00015144,K18,2591
SQ00015144,K19,1965
SQ00015144,K20,2593
SQ00015144,K21,2694
SQ00015144,K22,3058
SQ00015144,K23,2853
SQ00015144,K24,2880
SQ00015144,L01,2726
SQ00015144,L02,2566
SQ00015144,L03,2754
SQ00015144,L04,2753
SQ00015144,L05,3006
SQ00015144,L06,2779
SQ00015144,L07,3454
SQ00015144,L08,2851
SQ00015144,L09,3196
SQ00015144,L10,3469
SQ00015144,L11,2982
SQ00015144,L12,2832
SQ00015144,L13,2246
SQ00015144,L14,2552
SQ00015144,L15,2659
SQ00015144,L16,2678
SQ00015144,L17,2590
SQ00015144,L18,2808
SQ00015144,L19,2986
SQ00015144,L20,3132
SQ00015144,L21,2781
SQ00015144,L22,2908
SQ00015144,L23,2691
SQ00015144,L24,2773
SQ00015144,M01,2082
SQ00015144,M02,2278
SQ00015144,M03,2329
SQ00015144,M04,2754
SQ00015144,M05,2883
SQ00015144,M06,3218
SQ00015144,M07,2952
SQ00015144,M08,3366
SQ00015144,M09,3270
SQ00015144,M10,3320
SQ00015144,M11,3016
SQ00015144,M12,2899
SQ00015144,M13,2838
SQ00015144,M14,2664
SQ00015144,M15,2770
SQ00015144,M16,3042
SQ00015144,M17,2937
SQ00015144,M18,2443
SQ00015144,M19,2612
SQ00015144,M20,2490
SQ00015144,M21,2883
SQ00015144,M22,2594
SQ00015144,M23,2848
SQ00015144,M24,2653
SQ00015144,N01,2248
SQ00015144,N02,2405
SQ00015144,N03,2510
SQ00015144,N04,2552
SQ00015144,N05,3018
SQ00015144,N06,3011
SQ00015144,N07,2540
SQ00015144,N08,2916
SQ00015144,N09,3317
SQ00015144,N10,2848
SQ00015144,N11,3440
SQ00015144,N12,3025
SQ00015144,N13,738
SQ00015144,N14,2961
SQ00015144,N15,3018
SQ00015144,N16,3158
SQ00015144,N17,2633
SQ00015144,N18,2711
SQ00015144,N19,592
SQ00015144,N20,2739
SQ00015144,N21,3044
SQ00015144,N22,2763
SQ00015144,N23,2844
SQ00015144,N24,2886
SQ00015144,O01,60
SQ00015144,O02,57
SQ00015144,O03,96
SQ00015144,O04,87
SQ00015144,O05,100
SQ00015144,O06,110
SQ00015144,O07,2822
SQ00015144,O08,2670
SQ00015144,O09,2925
SQ00015144,O10,2900
SQ00015144,O11,2790
SQ00015144,O12,2546
SQ00015144,O13,2846
SQ00015144,O14,3093
SQ00015144,O15,3220
SQ00015144,O16,2495
SQ00015144,O17,2825
SQ00015144,O18,2768
SQ00015144,O19,793
SQ00015144,O20,2682
SQ00015144,O21,2505
SQ00015144,O22,2535
SQ00015144,O23,2605
SQ00015144,O24,2528
SQ00015144,P01,2098
SQ00015144,P02,2036
SQ00015144,P03,2230
SQ00015144,P04,2171
SQ00015144,P05,2428
SQ00015144,P06,2612
SQ00015144,P07,2632
SQ00015144,P08,2226
SQ00015144,P09,2523
SQ00015144,P10,2238
SQ00015144,P11,2938
SQ00015144,P12,2301
SQ00015144,P13,2603
SQ00015144,P14,2725
SQ00015144,P15,2833
SQ00015144,P16,2454
SQ00015144,P17,2292
SQ00015144,P18,2184
SQ00015144,P19,2447
SQ00015144,P20,2504
SQ00015144,P21,2423
SQ00015144,P22,2373
SQ00015144,P23,2460
SQ00015144,P24,2540
