	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015096	A01	2460
1	SQ00015096	A02	2492
2	SQ00015096	A03	2439
3	SQ00015096	A04	2687
4	SQ00015096	A05	2380
5	SQ00015096	A06	2513
6	SQ00015096	A07	2266
7	SQ00015096	A08	2463
8	SQ00015096	A09	2640
9	SQ00015096	A10	2540
10	SQ00015096	A11	2250
11	SQ00015096	A12	2388
12	SQ00015096	A13	2062
13	SQ00015096	A14	2260
14	SQ00015096	A15	2416
15	SQ00015096	A16	2010
16	SQ00015096	A17	2085
17	SQ00015096	A18	2273
18	SQ00015096	A19	1824
19	SQ00015096	A20	2108
20	SQ00015096	A21	1900
21	SQ00015096	A22	2379
22	SQ00015096	A23	2528
23	SQ00015096	A24	2367
24	SQ00015096	B01	2027
25	SQ00015096	B02	2482
26	SQ00015096	B03	2352
27	SQ00015096	B04	2180
28	SQ00015096	B05	2513
29	SQ00015096	B06	2889
30	SQ00015096	B07	2509
31	SQ00015096	B08	2758
32	SQ00015096	B09	2826
33	SQ00015096	B10	3125
34	SQ00015096	B11	2499
35	SQ00015096	B12	2437
36	SQ00015096	B13	2941
37	SQ00015096	B14	2686
38	SQ00015096	B15	2571
39	SQ00015096	B16	2309
40	SQ00015096	B17	2542
41	SQ00015096	B18	2701
42	SQ00015096	B19	2052
43	SQ00015096	B20	2242
44	SQ00015096	B21	2399
45	SQ00015096	B22	2729
46	SQ00015096	B23	2437
47	SQ00015096	B24	1851
48	SQ00015096	C01	2839
49	SQ00015096	C02	2410
50	SQ00015096	C03	2524
51	SQ00015096	C04	2755
52	SQ00015096	C05	2982
53	SQ00015096	C06	2756
54	SQ00015096	C07	2817
55	SQ00015096	C08	2921
56	SQ00015096	C09	2790
57	SQ00015096	C10	2993
58	SQ00015096	C11	2942
59	SQ00015096	C12	2640
60	SQ00015096	C13	2769
61	SQ00015096	C14	3277
62	SQ00015096	C15	2817
63	SQ00015096	C16	2947
64	SQ00015096	C17	2826
65	SQ00015096	C18	2817
66	SQ00015096	C19	142
67	SQ00015096	C20	134
68	SQ00015096	C21	115
69	SQ00015096	C22	126
70	SQ00015096	C23	151
71	SQ00015096	C24	157
72	SQ00015096	D01	2051
73	SQ00015096	D02	2820
74	SQ00015096	D03	2841
75	SQ00015096	D04	2456
