	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015197	A01	2506
1	SQ00015197	A02	2158
2	SQ00015197	A03	2475
3	SQ00015197	A04	2767
4	SQ00015197	A05	2333
5	SQ00015197	A06	2642
6	SQ00015197	A07	2493
7	SQ00015197	A08	2462
8	SQ00015197	A09	2893
9	SQ00015197	A10	2338
10	SQ00015197	A11	2680
11	SQ00015197	A12	2642
12	SQ00015197	A13	1422
13	SQ00015197	A14	2227
14	SQ00015197	A15	2500
15	SQ00015197	A16	2488
16	SQ00015197	A17	2370
17	SQ00015197	A18	2340
18	SQ00015197	A19	2292
19	SQ00015197	A20	2334
20	SQ00015197	A21	2208
21	SQ00015197	A22	2106
22	SQ00015197	A23	2408
23	SQ00015197	A24	1984
24	SQ00015197	B01	2183
25	SQ00015197	B02	2497
26	SQ00015197	B03	2661
27	SQ00015197	B04	2453
28	SQ00015197	B05	2553
29	SQ00015197	B06	2696
30	SQ00015197	B07	2443
31	SQ00015197	B08	2444
32	SQ00015197	B09	2666
33	SQ00015197	B10	2360
34	SQ00015197	B11	2685
35	SQ00015197	B12	2609
36	SQ00015197	B13	969
37	SQ00015197	B14	2420
38	SQ00015197	B15	2398
39	SQ00015197	B16	2698
40	SQ00015197	B17	2657
41	SQ00015197	B18	2530
42	SQ00015197	B19	2370
43	SQ00015197	B20	2050
44	SQ00015197	B21	2609
45	SQ00015197	B22	2543
46	SQ00015197	B23	2389
47	SQ00015197	B24	2531
48	SQ00015197	C01	1651
49	SQ00015197	C02	2280
50	SQ00015197	C03	2192
51	SQ00015197	C04	1984
52	SQ00015197	C05	2432
53	SQ00015197	C06	2553
54	SQ00015197	C07	2437
55	SQ00015197	C08	2714
56	SQ00015197	C09	2472
57	SQ00015197	C10	2343
58	SQ00015197	C11	2374
59	SQ00015197	C12	2393
60	SQ00015197	C13	2192
61	SQ00015197	C14	2677
62	SQ00015197	C15	2626
63	SQ00015197	C16	2281
64	SQ00015197	C17	2334
65	SQ00015197	C18	2370
66	SQ00015197	C19	83
67	SQ00015197	C20	91
68	SQ00015197	C21	92
69	SQ00015197	C22	77
70	SQ00015197	C23	97
71	SQ00015197	C24	83
72	SQ00015197	D01	2395
73	SQ00015197	D02	2608
74	SQ00015197	D03	2489
75	SQ00015197	D04	2368
76	SQ00015197	D05	2507
77	SQ00015197	D06	2444
78	SQ00015197	D07	166
79	SQ00015197	D08	239
