Metadata_Plate,Metadata_Well,cell_count
BR00092723,A01,681
BR00092723,A02,847
BR00092723,A03,872
BR00092723,A04,942
BR00092723,A05,931
BR00092723,A06,835
BR00092723,A07,480
BR00092723,A08,865
BR00092723,A09,862
BR00092723,A10,472
BR00092723,A11,1126
BR00092723,A12,1006
BR00092723,A13,928
BR00092723,A14,899
BR00092723,A15,887
BR00092723,A16,765
BR00092723,A17,951
BR00092723,A18,707
BR00092723,A19,855
BR00092723,A20,937
BR00092723,A21,757
BR00092723,A22,2
BR00092723,A23,125
BR00092723,A24,315
BR00092723,B01,786
BR00092723,B02,982
BR00092723,B03,1115
BR00092723,B04,928
BR00092723,B05,989
BR00092723,B06,1029
BR00092723,B07,704
BR00092723,B08,914
BR00092723,B09,828
BR00092723,B10,525
BR00092723,B11,881
BR00092723,B12,928
BR00092723,B13,655
BR00092723,B14,769
BR00092723,B15,906
BR00092723,B16,1144
BR00092723,B17,1063
BR00092723,B18,1056
BR00092723,B19,597
BR00092723,B20,811
BR00092723,B21,824
BR00092723,B22,1025
BR00092723,B23,1038
BR00092723,B24,963
BR00092723,C01,938
BR00092723,C02,1094
BR00092723,C03,1162
BR00092723,C04,1262
BR00092723,C05,1191
BR00092723,C06,962
BR00092723,C07,1067
BR00092723,C08,1126
BR00092723,C09,1065
BR00092723,C10,964
BR00092723,C11,1025
BR00092723,C12,944
BR00092723,C13,986
BR00092723,C14,1028
BR00092723,C15,978
BR00092723,C16,836
BR00092723,C17,1229
BR00092723,C18,1095
BR00092723,C19,483
BR00092723,C20,200
BR00092723,C21,164
BR00092723,C22,1041
BR00092723,C23,798
BR00092723,C24,773
BR00092723,D01,1013
BR00092723,D02,1027
BR00092723,D03,951
BR00092723,D04,1178
BR00092723,D05,1052
BR00092723,D06,1107
BR00092723,D07,1044
BR00092723,D08,961
BR00092723,D09,875
BR00092723,D10,1118
BR00092723,D11,945
BR00092723,D12,986
BR00092723,D13,990
BR00092723,D14,1131
BR00092723,D15,1095
BR00092723,D16,1072
BR00092723,D17,1029
BR00092723,D18,1052
BR00092723,D19,1025
BR00092723,D20,1011
BR00092723,D21,981
BR00092723,D22,110
BR00092723,D23,814
BR00092723,D24,954
BR00092723,E01,746
BR00092723,E02,1137
BR00092723,E03,1046
BR00092723,E04,867
BR00092723,E05,798
BR00092723,E06,965
BR00092723,E07,1151
BR00092723,E08,1188
BR00092723,E09,1114
BR00092723,E10,899
BR00092723,E11,1077
BR00092723,E12,1243
BR00092723,E13,592
BR00092723,E14,1262
BR00092723,E15,1215
BR00092723,E16,641
BR00092723,E17,625
BR00092723,E18,1105
BR00092723,E19,1090
BR00092723,E20,1255
BR00092723,E21,1298
BR00092723,E22,769
BR00092723,E23,927
BR00092723,E24,1077
BR00092723,F01,861
BR00092723,F02,943
BR00092723,F03,998
BR00092723,F04,86
BR00092723,F05,162
BR00092723,F06,941
BR00092723,F07,1092
BR00092723,F08,973
BR00092723,F09,1043
BR00092723,F10,1077
BR00092723,F11,1171
BR00092723,F12,1031
BR00092723,F13,1123
BR00092723,F14,1103
BR00092723,F15,818
BR00092723,F16,867
BR00092723,F17,1159
BR00092723,F18,1065
BR00092723,F19,93
BR00092723,F20,541
BR00092723,F21,982
BR00092723,F22,973
BR00092723,F23,970
BR00092723,F24,978
BR00092723,G01,907
BR00092723,G02,835
BR00092723,G03,1009
BR00092723,G04,1124
BR00092723,G05,1137
BR00092723,G06,1126
BR00092723,G07,24
BR00092723,G08,320
BR00092723,G09,806
BR00092723,G10,1092
BR00092723,G11,927
BR00092723,G12,1114
BR00092723,G13,1116
BR00092723,G14,1028
BR00092723,G15,1022
BR00092723,G16,802
BR00092723,G17,1053
BR00092723,G18,785
BR00092723,G19,159
BR00092723,G20,927
BR00092723,G21,1017
BR00092723,G22,572
BR00092723,G23,876
BR00092723,G24,923
BR00092723,H01,850
BR00092723,H02,963
BR00092723,H03,1086
BR00092723,H04,178
BR00092723,H05,730
BR00092723,H06,1017
BR00092723,H07,807
BR00092723,H08,942
BR00092723,H09,1151
BR00092723,H10,1077
BR00092723,H11,896
BR00092723,H12,1161
BR00092723,H13,1065
BR00092723,H14,989
BR00092723,H15,956
BR00092723,H16,1167
BR00092723,H17,1035
BR00092723,H18,1008
BR00092723,H19,998
BR00092723,H20,1079
BR00092723,H21,1138
BR00092723,H22,954
BR00092723,H23,893
BR00092723,H24,914
BR00092723,I01,738
BR00092723,I02,970
BR00092723,I03,1139
BR00092723,I04,121
BR00092723,I05,589
BR00092723,I06,1000
BR00092723,I07,841
BR00092723,I08,957
BR00092723,I09,1087
BR00092723,I10,412
BR00092723,I11,563
BR00092723,I12,843
BR00092723,I13,243
BR00092723,I14,872
BR00092723,I15,1087
BR00092723,I16,1025
BR00092723,I17,915
BR00092723,I18,899
BR00092723,I19,704
BR00092723,I20,1052
BR00092723,I21,1132
BR00092723,I22,93
BR00092723,I23,395
BR00092723,I24,689
BR00092723,J01,343
BR00092723,J02,1003
BR00092723,J03,897
BR00092723,J04,23
BR00092723,J05,932
BR00092723,J06,1005
BR00092723,J07,9
BR00092723,J08,757
BR00092723,J09,1056
BR00092723,J10,658
BR00092723,J11,936
BR00092723,J12,1165
BR00092723,J13,290
BR00092723,J14,1052
BR00092723,J15,990
BR00092723,J16,89
BR00092723,J17,157
BR00092723,J18,1025
BR00092723,J19,678
BR00092723,J20,922
BR00092723,J21,1019
BR00092723,J22,1021
BR00092723,J23,1086
BR00092723,J24,711
BR00092723,K01,941
BR00092723,K02,1028
BR00092723,K03,1058
BR00092723,K04,57
BR00092723,K05,489
BR00092723,K06,743
BR00092723,K07,1063
BR00092723,K08,1173
BR00092723,K09,1288
BR00092723,K10,913
BR00092723,K11,1142
BR00092723,K12,994
BR00092723,K13,1084
BR00092723,K14,946
BR00092723,K15,1065
BR00092723,K16,1059
BR00092723,K17,760
BR00092723,K18,1118
BR00092723,K19,890
BR00092723,K20,1013
BR00092723,K21,1190
BR00092723,K22,466
BR00092723,K23,500
BR00092723,K24,473
BR00092723,L01,801
BR00092723,L02,942
BR00092723,L03,1111
BR00092723,L04,245
BR00092723,L05,866
BR00092723,L06,1141
BR00092723,L07,927
BR00092723,L08,1144
BR00092723,L09,1068
BR00092723,L10,243
BR00092723,L11,721
BR00092723,L12,1195
BR00092723,L13,239
BR00092723,L14,817
BR00092723,L15,1172
BR00092723,L16,1011
BR00092723,L17,1025
BR00092723,L18,1094
BR00092723,L19,1219
BR00092723,L20,1107
BR00092723,L21,1211
BR00092723,L22,1065
BR00092723,L23,968
BR00092723,L24,893
BR00092723,M01,70
BR00092723,M02,876
BR00092723,M03,1314
BR00092723,M04,1100
BR00092723,M05,1040
BR00092723,M06,1093
BR00092723,M07,161
BR00092723,M08,1024
BR00092723,M09,936
BR00092723,M10,148
BR00092723,M11,841
BR00092723,M12,901
BR00092723,M13,830
BR00092723,M14,998
BR00092723,M15,1016
BR00092723,M16,850
BR00092723,M17,818
BR00092723,M18,806
BR00092723,M19,954
BR00092723,M20,1043
BR00092723,M21,973
BR00092723,M22,1099
BR00092723,M23,795
BR00092723,M24,660
BR00092723,N01,51
BR00092723,N02,50
BR00092723,N03,322
BR00092723,N04,1025
BR00092723,N05,862
BR00092723,N06,921
BR00092723,N07,497
BR00092723,N08,1100
BR00092723,N09,1086
BR00092723,N10,437
BR00092723,N11,431
BR00092723,N12,858
BR00092723,N13,637
BR00092723,N14,930
BR00092723,N15,825
BR00092723,N16,689
BR00092723,N17,917
BR00092723,N18,951
BR00092723,N19,991
BR00092723,N20,1082
BR00092723,N21,764
BR00092723,N22,572
BR00092723,N23,778
BR00092723,N24,712
BR00092723,O01,662
BR00092723,O02,828
BR00092723,O03,1045
BR00092723,O04,758
BR00092723,O05,814
BR00092723,O06,849
BR00092723,O07,6
BR00092723,O08,8
BR00092723,O09,22
BR00092723,O10,188
BR00092723,O11,572
BR00092723,O12,762
BR00092723,O13,704
BR00092723,O14,794
BR00092723,O15,726
BR00092723,O16,842
BR00092723,O17,784
BR00092723,O18,823
BR00092723,O19,651
BR00092723,O20,877
BR00092723,O21,836
BR00092723,O22,893
BR00092723,O23,880
BR00092723,O24,719
BR00092723,P01,608
BR00092723,P02,735
BR00092723,P03,838
BR00092723,P04,726
BR00092723,P05,548
BR00092723,P06,761
BR00092723,P07,827
BR00092723,P08,769
BR00092723,P09,837
BR00092723,P10,1021
BR00092723,P11,730
BR00092723,P12,868
BR00092723,P13,702
BR00092723,P14,766
BR00092723,P15,677
BR00092723,P16,14
BR00092723,P17,56
BR00092723,P18,343
BR00092723,P19,182
BR00092723,P20,817
BR00092723,P21,857
BR00092723,P22,149
BR00092723,P23,81
BR00092723,P24,236
