	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015124	A01	1227
1	SQ00015124	A02	1568
2	SQ00015124	A03	2018
3	SQ00015124	A04	2103
4	SQ00015124	A05	2006
5	SQ00015124	A06	2035
6	SQ00015124	A07	1658
7	SQ00015124	A08	1865
8	SQ00015124	A09	1713
9	SQ00015124	A10	1927
10	SQ00015124	A11	2159
11	SQ00015124	A12	1833
12	SQ00015124	A13	1523
13	SQ00015124	A14	1777
14	SQ00015124	A15	1717
15	SQ00015124	A16	1721
16	SQ00015124	A17	1724
17	SQ00015124	A18	1799
18	SQ00015124	A19	242
19	SQ00015124	A20	287
20	SQ00015124	A21	281
21	SQ00015124	A22	236
22	SQ00015124	A23	137
23	SQ00015124	A24	408
24	SQ00015124	B01	1868
25	SQ00015124	B02	2317
26	SQ00015124	B03	2382
27	SQ00015124	B04	2397
28	SQ00015124	B05	2363
29	SQ00015124	B06	2404
30	SQ00015124	B07	2265
31	SQ00015124	B08	2189
32	SQ00015124	B09	2225
33	SQ00015124	B10	2206
34	SQ00015124	B11	2223
35	SQ00015124	B12	2219
36	SQ00015124	B13	1296
37	SQ00015124	B14	2290
38	SQ00015124	B15	2013
39	SQ00015124	B16	2502
40	SQ00015124	B17	2246
41	SQ00015124	B18	1960
42	SQ00015124	B19	2253
43	SQ00015124	B20	2216
44	SQ00015124	B21	1918
45	SQ00015124	B22	2026
46	SQ00015124	B23	1701
47	SQ00015124	B24	1479
48	SQ00015124	C01	1473
49	SQ00015124	C02	2085
50	SQ00015124	C03	2279
51	SQ00015124	C04	2693
52	SQ00015124	C05	2536
53	SQ00015124	C06	2615
54	SQ00015124	C07	2590
55	SQ00015124	C08	2655
56	SQ00015124	C09	2815
57	SQ00015124	C10	2338
58	SQ00015124	C11	2582
59	SQ00015124	C12	2511
60	SQ00015124	C13	2262
61	SQ00015124	C14	2310
62	SQ00015124	C15	2232
63	SQ00015124	C16	2614
64	SQ00015124	C17	2681
65	SQ00015124	C18	2678
66	SQ00015124	C19	39
67	SQ00015124	C20	60
68	SQ00015124	C21	50
69	SQ00015124	C22	48
70	SQ00015124	C23	35
71	SQ00015124	C24	45
72	SQ00015124	D01	648
73	SQ00015124	D02	1650
74	SQ00015124	D03	1801
75	SQ00015124	D04	2073
76	SQ00015124	D05	2056
77	SQ00015124	D06	2215
78	SQ00015124	D07	2681
79	SQ00015124	D08	2718
80	SQ00015124	D09	2525
81	SQ00015124	D10	2409
82	SQ00015124	D11	2502
83	SQ00015124	D12	2719
84	SQ00015124	D13	2655
85	SQ00015124	D14	2878
86	SQ00015124	D15	2581
87	SQ00015124	D16	2509
88	SQ00015124	D17	2792
89	SQ00015124	D18	2776
90	SQ00015124	D19	2673
91	SQ00015124	D20	2689
92	SQ00015124	D21	2767
93	SQ00015124	D22	2412
94	SQ00015124	D23	1998
95	SQ00015124	D24	1819
96	SQ00015124	E01	1689
97	SQ00015124	E02	2316
98	SQ00015124	E03	2609
99	SQ00015124	E04	2793
100	SQ00015124	E05	2866
101	SQ00015124	E06	2846
102	SQ00015124	E07	2785
103	SQ00015124	E08	2828
104	SQ00015124	E09	2717
105	SQ00015124	E10	2790
106	SQ00015124	E11	2968
107	SQ00015124	E12	2569
108	SQ00015124	E13	1865
109	SQ00015124	E14	2667
110	SQ00015124	E15	2709
111	SQ00015124	E16	2755
112	SQ00015124	E17	2772
113	SQ00015124	E18	2374
114	SQ00015124	E19	686
115	SQ00015124	E20	365
116	SQ00015124	E21	284
117	SQ00015124	E22	223
118	SQ00015124	E23	356
119	SQ00015124	E24	1489
120	SQ00015124	F01	1522
121	SQ00015124	F02	2133
122	SQ00015124	F03	2316
123	SQ00015124	F04	2976
124	SQ00015124	F05	2754
125	SQ00015124	F06	2951
126	SQ00015124	F07	2772
127	SQ00015124	F08	2678
128	SQ00015124	F09	2731
129	SQ00015124	F10	3008
130	SQ00015124	F11	2911
131	SQ00015124	F12	3091
132	SQ00015124	F13	804
133	SQ00015124	F14	2943
134	SQ00015124	F15	2729
135	SQ00015124	F16	3006
136	SQ00015124	F17	2841
137	SQ00015124	F18	3026
138	SQ00015124	F19	2298
139	SQ00015124	F20	2725
140	SQ00015124	F21	2696
141	SQ00015124	F22	2457
142	SQ00015124	F23	2187
143	SQ00015124	F24	1956
144	SQ00015124	G01	1695
145	SQ00015124	G02	2243
146	SQ00015124	G03	2507
147	SQ00015124	G04	2339
148	SQ00015124	G05	2874
149	SQ00015124	G06	2894
150	SQ00015124	G07	2339
151	SQ00015124	G08	2940
152	SQ00015124	G09	2645
153	SQ00015124	G10	2485
154	SQ00015124	G11	2603
155	SQ00015124	G12	2805
156	SQ00015124	G13	85
157	SQ00015124	G14	93
158	SQ00015124	G15	70
159	SQ00015124	G16	89
160	SQ00015124	G17	108
161	SQ00015124	G18	83
162	SQ00015124	G19	1057
163	SQ00015124	G20	2873
164	SQ00015124	G21	2846
165	SQ00015124	G22	2553
166	SQ00015124	G23	2003
167	SQ00015124	G24	1907
168	SQ00015124	H01	2084
169	SQ00015124	H02	1947
170	SQ00015124	H03	2417
171	SQ00015124	H04	2629
172	SQ00015124	H05	2503
173	SQ00015124	H06	2720
174	SQ00015124	H07	2971
175	SQ00015124	H08	2556
176	SQ00015124	H09	2800
177	SQ00015124	H10	2941
178	SQ00015124	H11	2640
179	SQ00015124	H12	2693
180	SQ00015124	H13	297
181	SQ00015124	H14	401
182	SQ00015124	H15	320
183	SQ00015124	H16	2358
184	SQ00015124	H17	3118
185	SQ00015124	H18	2761
186	SQ00015124	H19	3226
187	SQ00015124	H20	2850
188	SQ00015124	H21	2593
189	SQ00015124	H22	2659
190	SQ00015124	H23	2343
191	SQ00015124	H24	2037
192	SQ00015124	I01	1545
193	SQ00015124	I02	2099
194	SQ00015124	I03	2204
195	SQ00015124	I04	2489
196	SQ00015124	I05	2287
197	SQ00015124	I06	2742
198	SQ00015124	I07	2292
199	SQ00015124	I08	2843
200	SQ00015124	I09	3018
201	SQ00015124	I10	2678
202	SQ00015124	I11	2670
203	SQ00015124	I12	3168
204	SQ00015124	I13	2668
205	SQ00015124	I14	2927
206	SQ00015124	I15	2866
207	SQ00015124	I16	2716
208	SQ00015124	I17	2515
209	SQ00015124	I18	2781
210	SQ00015124	I19	307
211	SQ00015124	I20	194
212	SQ00015124	I21	251
213	SQ00015124	I22	907
214	SQ00015124	I23	1549
215	SQ00015124	I24	1853
216	SQ00015124	J01	890
217	SQ00015124	J02	2352
218	SQ00015124	J03	2444
219	SQ00015124	J04	2484
220	SQ00015124	J05	2770
221	SQ00015124	J06	3035
222	SQ00015124	J07	427
223	SQ00015124	J08	980
224	SQ00015124	J09	1411
225	SQ00015124	J10	1758
226	SQ00015124	J11	2197
227	SQ00015124	J12	2560
228	SQ00015124	J13	2400
229	SQ00015124	J14	2808
230	SQ00015124	J15	2853
231	SQ00015124	J16	2669
232	SQ00015124	J17	2680
233	SQ00015124	J18	2728
234	SQ00015124	J19	2268
235	SQ00015124	J20	2632
236	SQ00015124	J21	2505
237	SQ00015124	J22	2397
238	SQ00015124	J23	2193
239	SQ00015124	J24	2136
240	SQ00015124	K01	2046
241	SQ00015124	K02	2329
242	SQ00015124	K03	2526
243	SQ00015124	K04	2546
244	SQ00015124	K05	2858
245	SQ00015124	K06	2593
246	SQ00015124	K07	57
247	SQ00015124	K08	50
248	SQ00015124	K09	40
249	SQ00015124	K10	43
250	SQ00015124	K11	50
251	SQ00015124	K12	35
252	SQ00015124	K13	2258
253	SQ00015124	K14	3035
254	SQ00015124	K15	2832
255	SQ00015124	K16	2746
256	SQ00015124	K17	2651
257	SQ00015124	K18	2635
258	SQ00015124	K19	2444
259	SQ00015124	K20	2511
