	level_3_complete_mean_diff	level_3_complete_median_diff	level_3_complete_sum_diff	level_4a_complete_mean_diff	level_4a_complete_median_diff	level_4a_complete_sum_diff	level_4b_complete_mean_diff	level_4b_complete_median_diff	level_4b_complete_sum_diff
SQ00015171	0.0037599092996354385	0.0005033146382503167	2574.3046199999953	622551771457.8751	0.3553957634730539	3.992300000005061e+17	0.560664927807569	0.36503356508875734	72769.82231000002
SQ00014814	0.0012748639640586922	0.0004984660684236244	872.863659999993	19616550856749.504	0.8711643664076509	1.2602300000003297e+19	1.0652099277020028	0.6676493370165746	148072.70163000003
SQ00015144	0.0012452823833894084	0.0005188137969719874	852.6099799999929	134848943264714.42	0.46600550741839764	8.725266025000082e+19	0.6916601791562151	0.5297015217391304	79413.65513
SQ00015043	0.0015180318020891577	0.0005001486259114169	1039.353869999988	2.6730769668155654	0.5308020873205741	1716243.72039	0.710679598301564	0.539333357771261	93059.22932000001
SQ00015123	2.6436054097053283	2.1628749427590157	1773457.4018900003	1112093921235509.0	0.41812724067599066	7.328076168346113e+20	0.8038268146379887	0.4579522993827161	100008.91696999999
SQ00015168	0.003961003078846498	0.0005327397644421695	2711.98789999999	367362290991108.3	0.310066820083682	2.360052913259997e+20	0.5145922598020186	0.31822363354037264	63628.30374
SQ00015116	2.346389514882657	1.9643360446479672	1574070.7132800003	780390615416326.9	0.3632985693557748	5.1633140365913516e+20	0.6105739848777351	0.36954355212355217	60725.24624000001
SQ00015098	0.0011599304338427811	0.0005389568143577642	794.1718900000049	48280986639897.47	0.5160546787626412	3.1165570000000373e+19	0.7036592500332801	0.5334933865814696	84574.21257999999
SQ00015125	2.3277523351191327	1.888570134516313	1561567.99851	812301145774173.6	0.5986054081632654	5.3494904256103986e+20	0.9539147652721318	0.5824947696476964	135165.90658
SQ00015126	2.324325757921317	1.8769944504865483	1559269.2860499998	1001617818716743.5	0.49968338019917985	6.565484607550008e+20	0.8165048753324466	0.4798048784194529	103153.95993000001
SQ00015127	0.0014254499818891543	0.0005135109366236741	975.9656900000111	567174463649.3593	0.3868753426698451	3.65460000001392e+17	0.6156082595750763	0.3903491006097561	77537.09151
SQ00015224	0.0014715406501215175	0.0004583538979251874	1007.5226799999996	658029591533.0476	0.4026246094215861	4.237500000003536e+17	0.49880692592763803	0.39198856508875746	64741.148530000006
SQ00015230	0.0014835288284025237	0.00044415872125645826	1015.7306500000127	5115134840373.753	0.48015504164187983	3.3018400000006185e+18	0.618965101532394	0.4212030635838151	82238.17924999999
SQ00015096	0.0013758801294634596	0.0005254038137966483	942.0266000000057	68883978577941.21	0.42780276488095237	4.443843226020142e+19	0.6725084563742355	0.48193203363914366	84445.54185
SQ00015105	0.0019615836196018037	0.0004809702748176708	1343.0413800000063	355419658887.7739	0.5022283662477559	2.280600000005645e+17	0.7796991039299243	0.49772025974025974	92216.57242000001
SQ00015057	0.0016461962954524175	0.000509265283230684	1127.1045099999976	1349694394753.3577	0.42440375968992244	8.691600000005304e+17	0.6164514308234422	0.42955632047477743	79773.74676
SQ00015167	0.0032140036396990325	0.0005331716208633228	2200.5383000000156	2869841596765.673	0.37843414619532656	1.8392700000007324e+18	0.6022180694835209	0.38521077170418	71919.29073000001
SQ00015124	0.0034689000572536884	0.0005248625911384448	2375.058739999997	1.018162637453358	0.37510195223880594	654882.20841	0.5563483195650806	0.36796623867069483	70714.09680999999
SQ00015211	0.0013482934456206749	0.0005323079080202021	923.1387699999989	0.9563811473642773	0.4215411607678464	612206.3511	0.6837436062158471	0.434703262295082	80080.05115999999
SQ00015223	0.0013446226368246383	0.00046854458777331005	920.6254699999988	1.0990792247068366	0.6251748143712575	704817.5252200001	0.5467007793029595	0.4313338629283489	67388.52486
SQ00015214	0.0014018609056599442	0.0004497728547392149	959.8149100000053	334378118763.48376	0.6093372065868264	2.1443000000064694e+17	0.8264885159397029	0.5947417220543807	105049.99633
SQ00015049	0.0015794952327537939	0.0005077257431295036	1081.4361600000057	2.0189912240051706	0.49052438249400476	1293188.1068699998	0.7289451734031935	0.49090618263473057	93491.59216
SQ00015135	0.0014567635451720115	0.0005173527762200907	997.4052100000114	266407230473407.34	0.6817975715137068	1.7166003177000095e+20	0.949711882189417	0.6916539417177914	118888.73225999999
SQ00015050	0.0014747626892877143	0.0005139652271454746	1009.728719999998	0.7769921147580887	0.33332756440982625	497971.13838	0.5385475077825671	0.37038033045977015	71967.18056
SQ00015215	0.001267448617732298	0.00046117779024099336	867.7865800000079	793678977273.7848	0.6336330651913877	5.0958000000067904e+17	0.9441676067091961	0.6621232544378698	122545.40200999999
SQ00015056	0.0014980155023134939	0.0004961581604037941	1025.6492699999842	174740311613311.53	0.4363101729278474	1.12527168989001e+20	0.5530578145332833	0.3947745645645646	70720.60886000001
SQ00015122	2.5005898373849216	1.9483173440183172	1677515.6912299998	891975865609076.4	0.4041876668601277	5.9015977591466426e+20	0.8069705099826389	0.4395019444444445	100400.04297000001
SQ00015169	0.003512458651733969	0.0005405468311830972	2404.8820899999996	1.2226399797037368	0.3816272631894484	783115.57868	0.6187155001509661	0.4160941739130436	81967.42945999998
SQ00015146	0.0012724776389278238	0.0004967947279866301	871.229809999991	1451768727720.5603	0.4261461206896552	9.376800000099768e+17	0.6967708487626445	0.46519187861271677	92575.76204999999
SQ00015101	0.001242639117708896	0.0005344643858665314	850.8002099999852	185334912420879.16	0.5188091267942584	1.189939098500006e+20	0.7453100894261007	0.5389363993710692	91011.30564
SQ00015110	0.0015003411560572247	0.0004757851934941774	1027.2415800000122	685602656282.2006	0.6370446405032955	4.394000000006369e+17	0.8407537044660678	0.6017821407185628	107831.70712
SQ00015119	2.437633192526474	2.006445062965083	1635281.35194	1159107146153233.0	0.4422032558139535	7.655670878912874e+20	0.7064480141621656	0.4405251388888889	87893.43612999999
SQ00015173	0.0026779107660310393	0.0005071031968591827	1833.490520000004	0.6123925935097114	0.33982264829239067	392479.96361	0.5080257887906846	0.3574038552188552	57939.32516000001
SQ00015209	0.0016532052866189853	0.0005368143578241129	1131.9033699999939	1.127736427708959	0.49660404204204206	721029.56242	0.7660528632955587	0.47414590659340655	107075.80502
SQ00015197	0.001459006794494282	0.0005061637689286464	998.9410999999891	8675990960538.933	0.6306891676682693	5.543750000001325e+18	0.8184688084593166	0.5300837463126844	106544.99561000001
SQ00015233	0.0012596775098149243	0.0004603449242845452	862.465920000004	0.9486660325420134	0.5096835663295657	612367.7186699999	0.6166174551805144	0.4440361869436202	79795.23163999998
SQ00015109	0.0011704018420499109	0.0005040185081324302	801.3413699999967	387251243781.6914	0.37104101791044775	2.4908000000038387e+17	0.5870174911945444	0.43569077338129497	62665.29122
SQ00015132	0.002812145377640673	0.0005259927089178141	1925.3971999999947	1.326493414353591	0.476498203125	847597.45593	0.8354166829427083	0.48879383012820515	100089.60195
SQ00015147	0.0011403493789727056	0.000518572630398382	780.7652900000003	1780389764765.958	0.5035515825825826	1.1383100000007626e+18	0.7797594877307048	0.5129520637583892	89229.4377
SQ00014815	0.001422231389628901	0.00048772293886709014	973.7620099999988	1643151197611.7947	1.0240197335329342	1.0537200000044918e+18	1.2110767781784189	0.7528665811965812	163233.77247000003
SQ00015128	0.0021530754288184967	0.0005379949523275134	1474.1504600000176	0.9959920766315488	0.451205449910018	637562.41603	0.8027647570695243	0.4833674495677233	106966.79835000001
SQ00015159	0.002710454246704979	0.0005211609646664438	1855.7721299999912	9.25891899829194	0.29110759425493715	5941115.000119999	0.41273938428217827	0.2877856765676568	48023.052840000004
SQ00015216	0.0016188657926715134	0.0004596382501406791	1108.3920799999905	161380364272.60907	0.6612054011976047	1.0349000000073877e+17	0.9864057399644308	0.6736379115853659	124239.77575999999
SQ00015156	0.0027464566244858797	0.00053410544026913	1880.4219499999963	0.8721453118907468	0.37166036292741456	558284.63421	0.5885863350463733	0.3917436046511627	68031.16295
SQ00015162	0.003512177977192001	0.0005223079080204567	2404.6899200000016	0.7031794268019708	0.3284767707082833	449854.81922000006	0.5369291672743056	0.34958138333333333	61854.24007
SQ00015218	0.0013095449207795842	0.0004857515423444846	896.6087399999994	320430447955.0877	0.7472750744934447	2.0647000000075667e+17	1.0055117573332057	0.7148883282208588	125873.98383000001
SQ00015133	0.0014856385977519253	0.0005089007291083136	1017.1751500000063	0.9387550600913414	0.44573431231231225	600202.4352199999	0.7422612515593813	0.4658092365269461	95199.45908
SQ00015172	0.0032461697864086952	0.0004919040942231787	2222.561560000014	0.7214297550553308	0.3907906774580336	462084.41527	0.6342817952852471	0.42397639534883724	83786.08803000001
SQ00015041	0.0015327240050710563	0.0005183567021875849	1049.4132100000102	1.2880430137043497	0.3991330314726841	832920.74307	0.7061550569953843	0.4386084431137725	90568.62299
SQ00014817	0.0014512084910731178	0.0005113292204154049	993.6018200000137	1028208683057.4025	0.4991988369304556	6.58580000002463e+17	0.7447500642183958	0.48475486394557826	84079.30325
SQ00015130	0.0027830097331276935	0.0005339399887829803	1905.4488400000046	1.4198447374937622	0.487450754491018	910518.0332599999	0.9463700814698012	0.49353697247706424	118833.79839
SQ00015219	0.0018001934356889114	0.0004802131239478832	1232.5420399999985	507991293533.22345	0.5640951253731343	3.2674000000056934e+17	0.699697400328621	0.5106918154761905	90277.75738
SQ00015137	0.0014676495022434121	0.0005212535053279436	1004.8585200000015	7594387437823.096	0.41164890746268656	4.884710000007817e+18	0.7091714460358797	0.43745870370370366	88232.27463
SQ00015204	0.0015124849270891753	0.0005173387549078807	1035.5560799999998	0.8873446449517308	0.44768060624249706	567673.4125399999	0.6223176712486815	0.4550768196202532	75514.5155
SQ00015221	0.0014929993339876694	0.0004898850252386068	1022.2148400000056	388.33712942810735	2.3885914609800363	246497769.57874995	0.7245640859632838	0.49477235973597355	84304.48052999999
SQ00015142	0.0013087688995606626	0.0005316124509258567	896.077419999998	33930873018668.484	0.43929202573309395	2.1772219704650904e+19	0.5875458833862994	0.46119064406779664	66557.19767
SQ00015140	0.0012867888419564276	0.0005218760515986527	881.0282899999911	275326966153310.47	0.41922430778371955	1.7793610906983222e+20	0.7198224836065573	0.4554163278688525	84305.60928
SQ00015136	0.0014429638425406803	0.0005204122265842067	987.9569400000127	8477635348746.717	0.5269317545939538	5.491880000000913e+18	0.8836339062499999	0.5505163554216866	112652.71943999999
SQ00015151	0.0016066023292905167	0.0005236707795849616	1099.9956299999965	363325922315363.6	0.40902335112692767	2.35225921929102e+20	0.6447546957060558	0.42428	76999.18478000001
SQ00015203	0.0015521687464946903	0.0005106001121701252	1062.7264800000125	6385898109244.627	0.42769216686674666	4.085340000000596e+18	0.6823327407135875	0.452306935483871	89347.3784
SQ00015220	0.002851066612918296	0.000490165451486403	1952.045479999996	0.9578510268035572	0.49124307553956836	613515.07688	0.7210292269820161	0.4434201823708207	91091.94842
SQ00015198	0.001758528580108427	0.0005101486259110853	1204.0152799999971	3627502502503.523	0.482699990990991	2.319280000000653e+18	0.7537717875580402	0.4689975219941349	98701.89295000001
SQ00015195	0.0015552645792437836	0.0005031772293887227	1064.84611	245082480890288.72	0.4330800329736211	1.5697827000000063e+20	0.8060600033448011	0.4663394036697247	101215.3425
SQ00015157	0.003609694130912305	0.0005225098149188747	2471.45649999999	1.7034178735917513	0.30672201438848923	1091059.5890499998	0.5520289875031281	0.3379118318318318	70589.05069
SQ00015103	0.0015887245279491528	0.0005380987100394179	1087.755200000002	0.9038531526702497	0.37559919723391466	577193.3924700001	0.6384518685549053	0.4469889966555183	73304.48973999999
SQ00015210	0.0021961265248177262	0.0005296831183403663	1503.6263400000025	6958698666068.249	0.40656495203836934	4.4571300000007076e+18	0.6811202277685595	0.43356222713864306	88665.50677
SQ00015150	0.0010593213246634801	0.0005287212563095863	725.2876499999943	141341656757903.3	0.40664083531510103	9.129088000004866e+19	0.5693671498937775	0.38806690789473686	66465.64361
