Metadata_Plate,Metadata_Well,cell_count
BR00092782,A01,1001
BR00092782,A02,833
BR00092782,A03,858
BR00092782,A04,795
BR00092782,A05,951
BR00092782,A06,854
BR00092782,A07,347
BR00092782,A08,427
BR00092782,A09,454
BR00092782,A10,485
BR00092782,A11,803
BR00092782,A12,799
BR00092782,A13,898
BR00092782,A14,884
BR00092782,A15,816
BR00092782,A16,929
BR00092782,A17,864
BR00092782,A18,1057
BR00092782,A19,938
BR00092782,A20,935
BR00092782,A21,1045
BR00092782,A22,10
BR00092782,A23,11
BR00092782,A24,23
BR00092782,B01,989
BR00092782,B02,886
BR00092782,B03,967
BR00092782,B04,817
BR00092782,B05,1043
BR00092782,B06,941
BR00092782,B07,554
BR00092782,B08,633
BR00092782,B09,950
BR00092782,B10,483
BR00092782,B11,940
BR00092782,B12,967
BR00092782,B13,367
BR00092782,B14,539
BR00092782,B15,808
BR00092782,B16,840
BR00092782,B17,996
BR00092782,B18,918
BR00092782,B19,933
BR00092782,B20,1052
BR00092782,B21,936
BR00092782,B22,907
BR00092782,B23,885
BR00092782,B24,708
BR00092782,C01,927
BR00092782,C02,1075
BR00092782,C03,1109
BR00092782,C04,895
BR00092782,C05,1149
BR00092782,C06,1201
BR00092782,C07,759
BR00092782,C08,882
BR00092782,C09,915
BR00092782,C10,981
BR00092782,C11,940
BR00092782,C12,1049
BR00092782,C13,976
BR00092782,C14,1145
BR00092782,C15,1096
BR00092782,C16,1025
BR00092782,C17,1013
BR00092782,C18,1028
BR00092782,C19,199
BR00092782,C20,149
BR00092782,C21,251
BR00092782,C22,958
BR00092782,C23,866
BR00092782,C24,813
BR00092782,D01,1007
BR00092782,D02,974
BR00092782,D03,934
BR00092782,D04,1182
BR00092782,D05,1187
BR00092782,D06,1245
BR00092782,D07,1302
BR00092782,D08,1222
BR00092782,D09,1316
BR00092782,D10,1377
BR00092782,D11,1217
BR00092782,D12,1311
BR00092782,D13,1189
BR00092782,D14,1192
BR00092782,D15,1207
BR00092782,D16,1216
BR00092782,D17,1358
BR00092782,D18,1193
BR00092782,D19,1323
BR00092782,D20,1242
BR00092782,D21,1076
BR00092782,D22,188
BR00092782,D23,876
BR00092782,D24,829
BR00092782,E01,727
BR00092782,E02,1047
BR00092782,E03,1029
BR00092782,E04,902
BR00092782,E05,915
BR00092782,E06,976
BR00092782,E07,1503
BR00092782,E08,1218
BR00092782,E09,1446
BR00092782,E10,1254
BR00092782,E11,1503
BR00092782,E12,1207
BR00092782,E13,1093
BR00092782,E14,1355
BR00092782,E15,1515
BR00092782,E16,230
BR00092782,E17,510
BR00092782,E18,1090
BR00092782,E19,1282
BR00092782,E20,1288
BR00092782,E21,1328
BR00092782,E22,1202
BR00092782,E23,834
BR00092782,E24,857
BR00092782,F01,925
BR00092782,F02,950
BR00092782,F03,1357
BR00092782,F04,182
BR00092782,F05,404
BR00092782,F06,1302
BR00092782,F07,1514
BR00092782,F08,1461
BR00092782,F09,1466
BR00092782,F10,1462
BR00092782,F11,1311
BR00092782,F12,1413
BR00092782,F13,828
BR00092782,F14,1443
BR00092782,F15,1318
BR00092782,F16,1307
BR00092782,F17,1408
BR00092782,F18,1517
BR00092782,F19,221
BR00092782,F20,1016
BR00092782,F21,1086
BR00092782,F22,1320
BR00092782,F23,953
BR00092782,F24,1064
BR00092782,G01,935
BR00092782,G02,1003
BR00092782,G03,1199
BR00092782,G04,1288
BR00092782,G05,1759
BR00092782,G06,1563
BR00092782,G07,88
BR00092782,G08,669
BR00092782,G09,1145
BR00092782,G10,1402
BR00092782,G11,1523
BR00092782,G12,1674
BR00092782,G13,1501
BR00092782,G14,1551
BR00092782,G15,1393
BR00092782,G16,1529
BR00092782,G17,1566
BR00092782,G18,1654
BR00092782,G19,840
BR00092782,G20,1289
BR00092782,G21,1429
BR00092782,G22,270
BR00092782,G23,705
BR00092782,G24,1027
BR00092782,H01,826
BR00092782,H02,1046
BR00092782,H03,1244
BR00092782,H04,757
BR00092782,H05,1662
BR00092782,H06,1452
BR00092782,H07,279
BR00092782,H08,1491
BR00092782,H09,1305
BR00092782,H10,1681
BR00092782,H11,1493
BR00092782,H12,1462
BR00092782,H13,1565
BR00092782,H14,1586
BR00092782,H15,1331
BR00092782,H16,1231
BR00092782,H17,1528
BR00092782,H18,1357
BR00092782,H19,1329
BR00092782,H20,1352
BR00092782,H21,1239
BR00092782,H22,1087
BR00092782,H23,935
BR00092782,H24,900
BR00092782,I01,712
BR00092782,I02,1034
BR00092782,I03,1377
BR00092782,I04,63
BR00092782,I05,347
BR00092782,I06,1216
BR00092782,I07,1333
BR00092782,I08,1415
BR00092782,I09,1670
BR00092782,I10,508
BR00092782,I11,506
BR00092782,I12,1445
BR00092782,I13,490
BR00092782,I14,1349
BR00092782,I15,1391
BR00092782,I16,1433
BR00092782,I17,1465
BR00092782,I18,1503
BR00092782,I19,1161
BR00092782,I20,1273
BR00092782,I21,1432
BR00092782,I22,33
BR00092782,I23,155
BR00092782,I24,313
BR00092782,J01,641
BR00092782,J02,902
BR00092782,J03,1249
BR00092782,J04,1
BR00092782,J05,1661
BR00092782,J06,1794
BR00092782,J07,1
BR00092782,J08,1464
BR00092782,J09,1340
BR00092782,J10,602
BR00092782,J11,1584
BR00092782,J12,1608
BR00092782,J13,114
BR00092782,J14,1387
BR00092782,J15,1427
BR00092782,J16,353
BR00092782,J17,472
BR00092782,J18,1365
BR00092782,J19,590
BR00092782,J20,934
BR00092782,J21,1328
BR00092782,J22,1055
BR00092782,J23,1066
BR00092782,J24,849
BR00092782,K01,1087
BR00092782,K02,1008
BR00092782,K03,1185
BR00092782,K04,197
BR00092782,K05,421
BR00092782,K06,466
BR00092782,K07,1477
BR00092782,K08,1594
BR00092782,K09,1602
BR00092782,K10,1411
BR00092782,K11,1297
BR00092782,K12,1374
BR00092782,K13,984
BR00092782,K14,1297
BR00092782,K15,1518
BR00092782,K16,1395
BR00092782,K17,1548
BR00092782,K18,1474
BR00092782,K19,817
BR00092782,K20,1470
BR00092782,K21,1452
BR00092782,K22,267
BR00092782,K23,275
BR00092782,K24,211
BR00092782,L01,867
BR00092782,L02,887
BR00092782,L03,1046
BR00092782,L04,314
BR00092782,L05,1242
BR00092782,L06,1439
BR00092782,L07,1222
BR00092782,L08,1377
BR00092782,L09,1431
BR00092782,L10,502
BR00092782,L11,876
BR00092782,L12,1495
BR00092782,L13,502
BR00092782,L14,982
BR00092782,L15,1324
BR00092782,L16,1413
BR00092782,L17,1469
BR00092782,L18,1448
BR00092782,L19,1252
BR00092782,L20,1100
BR00092782,L21,1099
BR00092782,L22,1121
BR00092782,L23,859
BR00092782,L24,1019
BR00092782,M01,441
BR00092782,M02,1046
BR00092782,M03,1320
BR00092782,M04,820
BR00092782,M05,1254
BR00092782,M06,1257
BR00092782,M07,10
BR00092782,M08,918
BR00092782,M09,1226
BR00092782,M10,60
BR00092782,M11,1178
BR00092782,M12,1203
BR00092782,M13,1253
BR00092782,M14,1283
BR00092782,M15,1304
BR00092782,M16,1037
BR00092782,M17,1016
BR00092782,M18,1196
BR00092782,M19,1171
BR00092782,M20,1335
BR00092782,M21,1278
BR00092782,M22,945
BR00092782,M23,957
BR00092782,M24,909
BR00092782,N01,65
BR00092782,N02,144
BR00092782,N03,296
BR00092782,N04,1106
BR00092782,N05,1033
BR00092782,N06,1082
BR00092782,N07,12
BR00092782,N08,1043
BR00092782,N09,1036
BR00092782,N10,98
BR00092782,N11,218
BR00092782,N12,1156
BR00092782,N13,865
BR00092782,N14,1066
BR00092782,N15,921
BR00092782,N16,771
BR00092782,N17,1107
BR00092782,N18,1064
BR00092782,N19,977
BR00092782,N20,985
BR00092782,N21,1082
BR00092782,N22,560
BR00092782,N23,859
BR00092782,N24,830
BR00092782,O01,777
BR00092782,O02,687
BR00092782,O03,948
BR00092782,O04,905
BR00092782,O05,970
BR00092782,O06,854
BR00092782,O07,20
BR00092782,O08,34
BR00092782,O09,226
BR00092782,O10,464
BR00092782,O11,742
BR00092782,O12,816
BR00092782,O13,872
BR00092782,O14,651
BR00092782,O15,817
BR00092782,O16,773
BR00092782,O17,818
BR00092782,O18,976
BR00092782,O19,847
BR00092782,O20,768
BR00092782,O21,861
BR00092782,O22,944
BR00092782,O23,724
BR00092782,O24,779
BR00092782,P01,775
BR00092782,P02,606
BR00092782,P03,1214
BR00092782,P04,807
BR00092782,P05,875
BR00092782,P06,753
BR00092782,P07,706
BR00092782,P08,764
BR00092782,P09,720
