plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
C-7161-01-LM6-005	A01				DMSO
C-7161-01-LM6-005	A02				DMSO
C-7161-01-LM6-005	A03				DMSO
C-7161-01-LM6-005	A04				DMSO
C-7161-01-LM6-005	A05				DMSO
C-7161-01-LM6-005	A06				DMSO
C-7161-01-LM6-005	A07	BRD-K07881437-001-03-8	4.74554800000000000	9.99999999999999999	DMSO
C-7161-01-LM6-005	A08	BRD-K07881437-001-03-8	1.58184933333211653	3.33333333333076923	DMSO
C-7161-01-LM6-005	A09	BRD-K07881437-001-03-8	0.527283111113139125	1.11111111111538462	DMSO
C-7161-01-LM6-005	A10	BRD-K07881437-001-03-8	0.175761037036496234	0.370370370369230769	DMSO
C-7161-01-LM6-005	A11	BRD-K07881437-001-03-8	0.0585870123454987446	0.123456790123076923	DMSO
C-7161-01-LM6-005	A12	BRD-K07881437-001-03-8	0.0195290041163830554	0.0411522633769230769	DMSO
C-7161-01-LM6-005	A13	BRD-A07986123-001-02-8	3.88545099999999990	9.99999999999999999	DMSO
C-7161-01-LM6-005	A14	BRD-A07986123-001-02-8	1.29515033333233703	3.33333333333076923	DMSO
C-7161-01-LM6-005	A15	BRD-A07986123-001-02-8	0.431716777779438219	1.11111111111538462	DMSO
C-7161-01-LM6-005	A16	BRD-A07986123-001-02-8	0.143905592592149803	0.370370370369230769	DMSO
C-7161-01-LM6-005	A17	BRD-A07986123-001-02-8	0.0479685308640499342	0.123456790123076923	DMSO
C-7161-01-LM6-005	A18	BRD-A07986123-001-02-8	0.0159895102890129142	0.0411522633769230769	DMSO
C-7161-01-LM6-005	A19	BRD-K08109215-001-06-4	4.23894999999999981	9.99999999999999999	DMSO
C-7161-01-LM6-005	A20	BRD-K08109215-001-06-4	1.41298333333224636	3.33333333333076923	DMSO
C-7161-01-LM6-005	A21	BRD-K08109215-001-06-4	0.470994444446255943	1.11111111111538462	DMSO
C-7161-01-LM6-005	A22	BRD-K08109215-001-06-4	0.156998148147665070	0.370370370369230769	DMSO
C-7161-01-LM6-005	A23	BRD-K08109215-001-06-4	0.0523327160492216900	0.123456790123076923	DMSO
C-7161-01-LM6-005	A24	BRD-K08109215-001-06-4	0.0174442386841608069	0.0411522633769230769	DMSO
C-7161-01-LM6-005	B01				DMSO
C-7161-01-LM6-005	B02				DMSO
C-7161-01-LM6-005	B03				DMSO
C-7161-01-LM6-005	B04				DMSO
C-7161-01-LM6-005	B05				DMSO
C-7161-01-LM6-005	B06				DMSO
C-7161-01-LM6-005	B07	BRD-K07954936-001-01-3	2.43325999999999994	10.0000000000000000	DMSO
C-7161-01-LM6-005	B08	BRD-K07954936-001-01-3	0.811086666666666646	3.33333333333333334	DMSO
C-7161-01-LM6-005	B09	BRD-K07954936-001-01-3	0.270362222222222215	1.11111111111111111	DMSO
C-7161-01-LM6-005	B10	BRD-K07954936-001-01-3	0.0901207407407407385	0.370370370370370371	DMSO
C-7161-01-LM6-005	B11	BRD-K07954936-001-01-3	0.0300402469135802462	0.123456790123456791	DMSO
C-7161-01-LM6-005	B12	BRD-K07954936-001-01-3	0.0100134156378600846	0.0411522633744856073	DMSO
C-7161-01-LM6-005	B13	BRD-K08037784-001-12-6	2.72251199999999983	9.99999999999999999	DMSO
C-7161-01-LM6-005	B14	BRD-K08037784-001-12-6	0.907503999999301863	3.33333333333076923	DMSO
C-7161-01-LM6-005	B15	BRD-K08037784-001-12-6	0.302501333334496782	1.11111111111538462	DMSO
C-7161-01-LM6-005	B16	BRD-K08037784-001-12-6	0.100833777777467514	0.370370370369230769	DMSO
C-7161-01-LM6-005	B17	BRD-K08037784-001-12-6	0.0336112592591558379	0.123456790123076923	DMSO
C-7161-01-LM6-005	B18	BRD-K08037784-001-12-6	0.0112037530870833593	0.0411522633769230769	DMSO
C-7161-01-LM6-005	B19	BRD-A08187463-001-12-9	3.85476999999999975	9.99999999999999999	DMSO
C-7161-01-LM6-005	B20	BRD-A08187463-001-12-9	1.28492333333234485	3.33333333333076923	DMSO
C-7161-01-LM6-005	B21	BRD-A08187463-001-12-9	0.428307777779425090	1.11111111111538462	DMSO
C-7161-01-LM6-005	B22	BRD-A08187463-001-12-9	0.142769259258819960	0.370370370369230769	DMSO
C-7161-01-LM6-005	B23	BRD-A08187463-001-12-9	0.0475897530862733200	0.123456790123076923	DMSO
C-7161-01-LM6-005	B24	BRD-A08187463-001-12-9	0.0158632510297461759	0.0411522633769230769	DMSO
C-7161-01-LM6-005	C01	BRD-K08206212-002-01-0	2.95294500000000027	9.99999999999999999	DMSO
C-7161-01-LM6-005	C02	BRD-K08206212-002-01-0	0.984314999999242927	3.33333333333076923	DMSO
C-7161-01-LM6-005	C03	BRD-K08206212-002-01-0	0.328105000001261974	1.11111111111538462	DMSO
C-7161-01-LM6-005	C04	BRD-K08206212-002-01-0	0.109368333332996826	0.370370370369230769	DMSO
