	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015047	A01	2147
1	SQ00015047	A02	2461
2	SQ00015047	A03	2413
3	SQ00015047	A04	2294
4	SQ00015047	A05	2642
5	SQ00015047	A06	2781
6	SQ00015047	A07	2787
7	SQ00015047	A08	2992
8	SQ00015047	A09	2685
9	SQ00015047	A10	2759
10	SQ00015047	A11	2717
11	SQ00015047	A12	2786
12	SQ00015047	A13	2982
13	SQ00015047	A14	2722
14	SQ00015047	A15	2735
15	SQ00015047	A16	2643
16	SQ00015047	A17	2885
17	SQ00015047	A18	2631
18	SQ00015047	A19	2688
19	SQ00015047	A20	2642
20	SQ00015047	A21	2517
21	SQ00015047	A22	2168
22	SQ00015047	A23	2267
23	SQ00015047	A24	2327
24	SQ00015047	B01	2534
25	SQ00015047	B02	2575
26	SQ00015047	B03	2565
27	SQ00015047	B04	2534
28	SQ00015047	B05	2446
29	SQ00015047	B06	2706
30	SQ00015047	B07	2221
31	SQ00015047	B08	2648
32	SQ00015047	B09	2616
33	SQ00015047	B10	2687
34	SQ00015047	B11	2862
35	SQ00015047	B12	2821
36	SQ00015047	B13	3138
37	SQ00015047	B14	2695
38	SQ00015047	B15	2697
39	SQ00015047	B16	3069
40	SQ00015047	B17	2797
41	SQ00015047	B18	2985
42	SQ00015047	B19	2816
43	SQ00015047	B20	2827
44	SQ00015047	B21	2740
45	SQ00015047	B22	2770
46	SQ00015047	B23	2815
47	SQ00015047	B24	2483
48	SQ00015047	C01	2286
49	SQ00015047	C02	2560
50	SQ00015047	C03	2739
51	SQ00015047	C04	2689
52	SQ00015047	C05	2993
53	SQ00015047	C06	3030
54	SQ00015047	C07	2914
55	SQ00015047	C08	3086
56	SQ00015047	C09	3028
57	SQ00015047	C10	2970
58	SQ00015047	C11	3223
59	SQ00015047	C12	3048
60	SQ00015047	C13	2037
61	SQ00015047	C14	2667
62	SQ00015047	C15	3056
63	SQ00015047	C16	3169
64	SQ00015047	C17	3106
65	SQ00015047	C18	3027
66	SQ00015047	C19	143
67	SQ00015047	C20	109
68	SQ00015047	C21	101
69	SQ00015047	C22	104
