Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015041,A01,2344
SQ00015041,A02,2477
SQ00015041,A03,2461
SQ00015041,A04,2361
SQ00015041,A05,2589
SQ00015041,A06,2333
SQ00015041,A07,2564
SQ00015041,A08,2845
SQ00015041,A09,2241
SQ00015041,A10,2924
SQ00015041,A11,2612
SQ00015041,A12,2605
SQ00015041,A13,2680
SQ00015041,A14,2723
SQ00015041,A15,2696
SQ00015041,A16,2552
SQ00015041,A17,2977
SQ00015041,A18,2327
SQ00015041,A19,2195
SQ00015041,A20,2655
SQ00015041,A21,2148
SQ00015041,A22,2523
SQ00015041,A23,2324
SQ00015041,A24,2479
SQ00015041,B01,2594
SQ00015041,B02,2421
SQ00015041,B03,2773
SQ00015041,B04,2634
SQ00015041,B05,3013
SQ00015041,B06,2514
SQ00015041,B07,2615
SQ00015041,B08,2596
SQ00015041,B09,2734
SQ00015041,B10,2491
SQ00015041,B11,2544
SQ00015041,B12,2653
SQ00015041,B13,2373
SQ00015041,B14,2871
SQ00015041,B15,2782
SQ00015041,B16,2694
SQ00015041,B17,2618
SQ00015041,B18,2769
SQ00015041,B19,2641
SQ00015041,B20,2522
SQ00015041,B21,2727
SQ00015041,B22,2607
SQ00015041,B23,3050
SQ00015041,B24,2402
SQ00015041,C01,1626
SQ00015041,C02,2800
SQ00015041,C03,2810
SQ00015041,C04,3166
SQ00015041,C05,3155
SQ00015041,C06,3207
SQ00015041,C07,2898
SQ00015041,C08,2998
SQ00015041,C09,2796
SQ00015041,C10,2580
SQ00015041,C11,2595
SQ00015041,C12,2430
SQ00015041,C13,464
SQ00015041,C14,514
SQ00015041,C15,1209
SQ00015041,C16,2452
SQ00015041,C17,2557
SQ00015041,C18,2465
SQ00015041,C19,98
SQ00015041,C20,116
SQ00015041,C21,133
SQ00015041,C22,122
SQ00015041,C23,104
SQ00015041,C24,121
SQ00015041,D01,2597
SQ00015041,D02,2375
SQ00015041,D03,2983
SQ00015041,D04,2930
SQ00015041,D05,3093
SQ00015041,D06,2963
SQ00015041,D07,3002
SQ00015041,D08,2634
SQ00015041,D09,2662
SQ00015041,D10,2641
SQ00015041,D11,3077
SQ00015041,D12,2646
SQ00015041,D13,2593
SQ00015041,D14,2974
SQ00015041,D15,3034
SQ00015041,D16,2631
SQ00015041,D17,2918
SQ00015041,D18,2665
SQ00015041,D19,2707
SQ00015041,D20,2637
SQ00015041,D21,2712
SQ00015041,D22,2628
SQ00015041,D23,2827
SQ00015041,D24,2254
SQ00015041,E01,2497
SQ00015041,E02,2431
SQ00015041,E03,2605
SQ00015041,E04,2709
SQ00015041,E05,2790
SQ00015041,E06,3116
SQ00015041,E07,1196
SQ00015041,E08,1037
SQ00015041,E09,1158
SQ00015041,E10,1123
SQ00015041,E11,1127
SQ00015041,E12,1217
SQ00015041,E13,2511
SQ00015041,E14,2855
SQ00015041,E15,3028
SQ00015041,E16,3023
SQ00015041,E17,2875
SQ00015041,E18,3138
SQ00015041,E19,2268
SQ00015041,E20,2397
SQ00015041,E21,2541
SQ00015041,E22,2510
SQ00015041,E23,2657
SQ00015041,E24,2514
SQ00015041,F01,2492
SQ00015041,F02,2815
SQ00015041,F03,3311
SQ00015041,F04,3166
SQ00015041,F05,2993
SQ00015041,F06,3309
SQ00015041,F07,2953
SQ00015041,F08,3085
SQ00015041,F09,2866
SQ00015041,F10,3068
SQ00015041,F11,2924
SQ00015041,F12,2958
SQ00015041,F13,3251
SQ00015041,F14,2981
SQ00015041,F15,2673
SQ00015041,F16,2686
SQ00015041,F17,2828
SQ00015041,F18,2755
SQ00015041,F19,651
SQ00015041,F20,538
SQ00015041,F21,584
SQ00015041,F22,686
SQ00015041,F23,1153
SQ00015041,F24,2090
SQ00015041,G01,1925
SQ00015041,G02,2152
SQ00015041,G03,2482
