	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015041	A01	2344
1	SQ00015041	A02	2477
2	SQ00015041	A03	2461
3	SQ00015041	A04	2361
4	SQ00015041	A05	2589
5	SQ00015041	A06	2333
6	SQ00015041	A07	2564
7	SQ00015041	A08	2845
8	SQ00015041	A09	2241
9	SQ00015041	A10	2924
10	SQ00015041	A11	2612
11	SQ00015041	A12	2605
12	SQ00015041	A13	2680
13	SQ00015041	A14	2723
14	SQ00015041	A15	2696
15	SQ00015041	A16	2552
16	SQ00015041	A17	2977
17	SQ00015041	A18	2327
18	SQ00015041	A19	2195
19	SQ00015041	A20	2655
20	SQ00015041	A21	2148
21	SQ00015041	A22	2523
22	SQ00015041	A23	2324
23	SQ00015041	A24	2479
24	SQ00015041	B01	2594
25	SQ00015041	B02	2421
26	SQ00015041	B03	2773
27	SQ00015041	B04	2634
28	SQ00015041	B05	3013
29	SQ00015041	B06	2514
30	SQ00015041	B07	2615
31	SQ00015041	B08	2596
32	SQ00015041	B09	2734
33	SQ00015041	B10	2491
34	SQ00015041	B11	2544
35	SQ00015041	B12	2653
36	SQ00015041	B13	2373
37	SQ00015041	B14	2871
38	SQ00015041	B15	2782
39	SQ00015041	B16	2694
40	SQ00015041	B17	2618
41	SQ00015041	B18	2769
42	SQ00015041	B19	2641
43	SQ00015041	B20	2522
44	SQ00015041	B21	2727
45	SQ00015041	B22	2607
46	SQ00015041	B23	3050
47	SQ00015041	B24	2402
48	SQ00015041	C01	1626
49	SQ00015041	C02	2800
50	SQ00015041	C03	2810
51	SQ00015041	C04	3166
52	SQ00015041	C05	3155
53	SQ00015041	C06	3207
54	SQ00015041	C07	2898
55	SQ00015041	C08	2998
56	SQ00015041	C09	2796
57	SQ00015041	C10	2580
58	SQ00015041	C11	2595
59	SQ00015041	C12	2430
60	SQ00015041	C13	464
61	SQ00015041	C14	514
62	SQ00015041	C15	1209
63	SQ00015041	C16	2452
64	SQ00015041	C17	2557
65	SQ00015041	C18	2465
66	SQ00015041	C19	98
67	SQ00015041	C20	116
68	SQ00015041	C21	133
69	SQ00015041	C22	122
70	SQ00015041	C23	104
71	SQ00015041	C24	121
72	SQ00015041	D01	2597
73	SQ00015041	D02	2375
74	SQ00015041	D03	2983
75	SQ00015041	D04	2930
76	SQ00015041	D05	3093
77	SQ00015041	D06	2963
78	SQ00015041	D07	3002
79	SQ00015041	D08	2634
80	SQ00015041	D09	2662
81	SQ00015041	D10	2641
82	SQ00015041	D11	3077
83	SQ00015041	D12	2646
84	SQ00015041	D13	2593
85	SQ00015041	D14	2974
86	SQ00015041	D15	3034
87	SQ00015041	D16	2631
88	SQ00015041	D17	2918
89	SQ00015041	D18	2665
90	SQ00015041	D19	2707
91	SQ00015041	D20	2637
92	SQ00015041	D21	2712
93	SQ00015041	D22	2628
94	SQ00015041	D23	2827
95	SQ00015041	D24	2254
96	SQ00015041	E01	2497
97	SQ00015041	E02	2431
98	SQ00015041	E03	2605
99	SQ00015041	E04	2709
100	SQ00015041	E05	2790
101	SQ00015041	E06	3116
102	SQ00015041	E07	1196
103	SQ00015041	E08	1037
104	SQ00015041	E09	1158
105	SQ00015041	E10	1123
106	SQ00015041	E11	1127
107	SQ00015041	E12	1217
108	SQ00015041	E13	2511
109	SQ00015041	E14	2855
110	SQ00015041	E15	3028
111	SQ00015041	E16	3023
112	SQ00015041	E17	2875
113	SQ00015041	E18	3138
114	SQ00015041	E19	2268
115	SQ00015041	E20	2397
116	SQ00015041	E21	2541
117	SQ00015041	E22	2510
118	SQ00015041	E23	2657
119	SQ00015041	E24	2514
120	SQ00015041	F01	2492
121	SQ00015041	F02	2815
122	SQ00015041	F03	3311
123	SQ00015041	F04	3166
124	SQ00015041	F05	2993
125	SQ00015041	F06	3309
126	SQ00015041	F07	2953
127	SQ00015041	F08	3085
128	SQ00015041	F09	2866
129	SQ00015041	F10	3068
130	SQ00015041	F11	2924
131	SQ00015041	F12	2958
132	SQ00015041	F13	3251
133	SQ00015041	F14	2981
134	SQ00015041	F15	2673
135	SQ00015041	F16	2686
136	SQ00015041	F17	2828
137	SQ00015041	F18	2755
138	SQ00015041	F19	651
139	SQ00015041	F20	538
140	SQ00015041	F21	584
141	SQ00015041	F22	686
142	SQ00015041	F23	1153
143	SQ00015041	F24	2090
144	SQ00015041	G01	1925
145	SQ00015041	G02	2152
146	SQ00015041	G03	2482
147	SQ00015041	G04	2883
148	SQ00015041	G05	3038
149	SQ00015041	G06	3093
150	SQ00015041	G07	3153
151	SQ00015041	G08	3067
152	SQ00015041	G09	3083
153	SQ00015041	G10	2859
154	SQ00015041	G11	3076
155	SQ00015041	G12	2990
156	SQ00015041	G13	78
157	SQ00015041	G14	101
158	SQ00015041	G15	75
