plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
C-7161-01-LM6-007	A01				DMSO
C-7161-01-LM6-007	A02				DMSO
C-7161-01-LM6-007	A03				DMSO
C-7161-01-LM6-007	A04				DMSO
C-7161-01-LM6-007	A05				DMSO
C-7161-01-LM6-007	A06				DMSO
C-7161-01-LM6-007	A07	BRD-K41772907-001-01-2	2.02209300000000014	10.0000000000000000	DMSO
C-7161-01-LM6-007	A08	BRD-K41772907-001-01-2	0.674031000000000046	3.33333333333333334	DMSO
C-7161-01-LM6-007	A09	BRD-K41772907-001-01-2	0.224677000000000015	1.11111111111111111	DMSO
C-7161-01-LM6-007	A10	BRD-K41772907-001-01-2	0.0748923333333333385	0.370370370370370372	DMSO
C-7161-01-LM6-007	A11	BRD-K41772907-001-01-2	0.0249641111111111154	0.123456790123456803	DMSO
C-7161-01-LM6-007	A12	BRD-K41772907-001-01-2	0.0083213703703703692	0.0411522633744855882	DMSO
C-7161-01-LM6-007	A13	BRD-A42759514-001-20-5	2.19626000000000005	9.99999999999999999	DMSO
C-7161-01-LM6-007	A14	BRD-A42759514-001-20-5	0.732086666666103539	3.33333333333076923	DMSO
C-7161-01-LM6-007	A15	BRD-A42759514-001-20-5	0.244028888889827468	1.11111111111538462	DMSO
C-7161-01-LM6-007	A16	BRD-A42759514-001-20-5	0.0813429629627126786	0.370370370369230769	DMSO
C-7161-01-LM6-007	A17	BRD-A42759514-001-20-5	0.0271143209875708929	0.123456790123076923	DMSO
C-7161-01-LM6-007	A18	BRD-A42759514-001-20-5	0.00903810699642010788	0.0411522633769230769	DMSO
C-7161-01-LM6-007	A19	BRD-K42898655-001-01-8	10.3028710000000001	9.99999999999999999	DMSO
C-7161-01-LM6-007	A20	BRD-K42898655-001-01-8	3.43429033333069160	3.33333333333076923	DMSO
C-7161-01-LM6-007	A21	BRD-K42898655-001-01-8	1.14476344444884740	1.11111111111538462	DMSO
C-7161-01-LM6-007	A22	BRD-K42898655-001-01-8	0.381587814813640702	0.370370370369230769	DMSO
C-7161-01-LM6-007	A23	BRD-K42898655-001-01-8	0.127195938271213567	0.123456790123076923	DMSO
C-7161-01-LM6-007	A24	BRD-K42898655-001-01-8	0.0423986460930462842	0.0411522633769230769	DMSO
C-7161-01-LM6-007	B01				DMSO
C-7161-01-LM6-007	B02				DMSO
C-7161-01-LM6-007	B03				DMSO
C-7161-01-LM6-007	B04				DMSO
C-7161-01-LM6-007	B05				DMSO
C-7161-01-LM6-007	B06				DMSO
C-7161-01-LM6-007	B07	BRD-A42699921-001-02-8	2.70207299999999975	9.99999999999999999	DMSO
C-7161-01-LM6-007	B08	BRD-A42699921-001-02-8	0.900690999999307078	3.33333333333076923	DMSO
C-7161-01-LM6-007	B09	BRD-A42699921-001-02-8	0.300230333334488039	1.11111111111538462	DMSO
C-7161-01-LM6-007	B10	BRD-A42699921-001-02-8	0.100076777777469840	0.370370370369230769	DMSO
C-7161-01-LM6-007	B11	BRD-A42699921-001-02-8	0.0333589259258232800	0.123456790123076923	DMSO
C-7161-01-LM6-007	B12	BRD-A42699921-001-02-8	0.0111196419759672659	0.0411522633769230769	DMSO
C-7161-01-LM6-007	B13	BRD-K42805893-001-04-9	4.99607300000000009	9.99999999999999999	DMSO
C-7161-01-LM6-007	B14	BRD-K42805893-001-04-9	1.66535766666538565	3.33333333333076923	DMSO
