broad_sample	broad_id	plate_map_name	solvent
BRD-A84575140-001-02-4	BRD-A84575140	C-7161-01-LM6-020	DMSO
BRD-K84986517-001-01-8	BRD-K84986517	C-7161-01-LM6-020	DMSO
BRD-K84996356-001-01-1	BRD-K84996356	C-7161-01-LM6-020	DMSO
BRD-K85090592-008-22-7	BRD-K85090592	C-7161-01-LM6-020	DMSO
BRD-K85833139-001-01-9	BRD-K85833139	C-7161-01-LM6-020	DMSO
BRD-K85925969-001-17-4	BRD-K85925969	C-7161-01-LM6-020	DMSO
BRD-K86892782-001-17-0	BRD-K86892782	C-7161-01-LM6-020	DMSO
BRD-K85751432-001-03-3	BRD-K85751432	C-7161-01-LM6-020	DMSO
BRD-K86118762-001-01-8	BRD-K86118762	C-7161-01-LM6-020	DMSO
BRD-K86930074-001-05-0	BRD-K86930074	C-7161-01-LM6-020	DMSO
BRD-A87130939-001-07-9	BRD-A87130939	C-7161-01-LM6-020	DMSO
BRD-K80082640-001-01-0	BRD-K80082640	C-7161-01-LM6-020	DMSO
BRD-K82236179-213-01-0	BRD-K82236179	C-7161-01-LM6-020	DMSO
BRD-A84481105-003-20-6	BRD-A84481105	C-7161-01-LM6-020	DMSO
BRD-A80151636-066-04-8	BRD-A80151636	C-7161-01-LM6-020	DMSO
BRD-K81795818-019-01-4	BRD-K81795818	C-7161-01-LM6-020	DMSO
BRD-K82928847-001-04-7	BRD-K82928847	C-7161-01-LM6-020	DMSO
BRD-K84011460-051-01-7	BRD-K84011460	C-7161-01-LM6-020	DMSO
BRD-A86216746-046-02-6	BRD-A86216746	C-7161-01-LM6-020	DMSO
BRD-K45117373-001-02-9	BRD-K45117373	C-7161-01-LM6-020	DMSO
BRD-K45152786-001-08-4	BRD-K45152786	C-7161-01-LM6-020	DMSO
BRD-K84748119-050-01-1	BRD-K84748119	C-7161-01-LM6-020	DMSO
BRD-K45071273-003-25-6	BRD-K45071273	C-7161-01-LM6-020	DMSO
BRD-A45153512-001-01-0	BRD-A45153512	C-7161-01-LM6-020	DMSO
BRD-K45875383-001-01-2	BRD-K45875383	C-7161-01-LM6-020	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-020	DMSO
BRD-K46018455-001-27-6	BRD-K46018455	C-7161-01-LM6-020	DMSO
BRD-K46937689-001-15-0	BRD-K46937689	C-7161-01-LM6-020	DMSO
BRD-A45889380-300-07-1	BRD-A45889380	C-7161-01-LM6-020	DMSO
BRD-K45924332-001-16-8	BRD-K45924332	C-7161-01-LM6-020	DMSO
BRD-K46839850-050-04-2	BRD-K46839850	C-7161-01-LM6-020	DMSO
BRD-K46970505-003-01-9	BRD-K46970505	C-7161-01-LM6-020	DMSO
BRD-K47000838-001-01-6	BRD-K47000838	C-7161-01-LM6-020	DMSO
BRD-K50133271-001-18-7	BRD-K50133271	C-7161-01-LM6-020	DMSO
BRD-K47976015-001-01-2	BRD-K47976015	C-7161-01-LM6-020	DMSO
BRD-K48578705-001-16-8	BRD-K48578705	C-7161-01-LM6-020	DMSO
BRD-K47869605-001-32-0	BRD-K47869605	C-7161-01-LM6-020	DMSO
BRD-K47936004-003-11-4	BRD-K47936004	C-7161-01-LM6-020	DMSO
BRD-K48068743-001-01-6	BRD-K48068743	C-7161-01-LM6-020	DMSO
BRD-K48722258-300-10-2	BRD-K48722258	C-7161-01-LM6-020	DMSO
BRD-K48892307-001-04-1	BRD-K48892307	C-7161-01-LM6-020	DMSO
BRD-K49456274-001-01-9	BRD-K49456274	C-7161-01-LM6-020	DMSO
BRD-K49555808-001-03-9	BRD-K49555808	C-7161-01-LM6-020	DMSO
BRD-K48812570-001-02-3	BRD-K48812570	C-7161-01-LM6-020	DMSO
BRD-K49404994-001-10-9	BRD-K49404994	C-7161-01-LM6-020	DMSO
BRD-K49504902-001-01-6	BRD-K49504902	C-7161-01-LM6-020	DMSO
BRD-A50033377-001-02-8	BRD-A50033377	C-7161-01-LM6-020	DMSO
		C-7161-01-LM6-011	DMSO
BRD-A03506276-001-01-5	BRD-A03506276	C-7161-01-LM6-011	DMSO
BRD-A03623303-045-09-5	BRD-A03623303	C-7161-01-LM6-011	DMSO
BRD-K04112579-001-07-0	BRD-K04112579	C-7161-01-LM6-011	DMSO
BRD-K03601870-001-01-2	BRD-K03601870	C-7161-01-LM6-011	DMSO
BRD-K04111260-001-10-0	BRD-K04111260	C-7161-01-LM6-011	DMSO
BRD-K04264130-001-01-4	BRD-K04264130	C-7161-01-LM6-011	DMSO
BRD-A04352665-001-05-3	BRD-A04352665	C-7161-01-LM6-011	DMSO
BRD-K04691817-001-01-8	BRD-K04691817	C-7161-01-LM6-011	DMSO
BRD-K04804440-001-09-5	BRD-K04804440	C-7161-01-LM6-011	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-011	DMSO
BRD-A04553218-050-16-2	BRD-A04553218	C-7161-01-LM6-011	DMSO
BRD-K04704168-003-14-3	BRD-K04704168	C-7161-01-LM6-011	DMSO
BRD-K04956647-003-02-5	BRD-K04956647	C-7161-01-LM6-011	DMSO
BRD-K04993719-001-01-7	BRD-K04993719	C-7161-01-LM6-011	DMSO
BRD-K05104363-001-10-0	BRD-K05104363	C-7161-01-LM6-011	DMSO
BRD-K05236810-001-19-0	BRD-K05236810	C-7161-01-LM6-011	DMSO
BRD-A05334458-001-02-8	BRD-A05334458	C-7161-01-LM6-011	DMSO
BRD-K05446112-001-01-8	BRD-K05446112	C-7161-01-LM6-011	DMSO
BRD-A05186015-003-19-8	BRD-A05186015	C-7161-01-LM6-011	DMSO
BRD-K05395900-322-05-4	BRD-K05395900	C-7161-01-LM6-011	DMSO
BRD-A05523972-001-01-5	BRD-A05523972	C-7161-01-LM6-011	DMSO
BRD-K05524748-003-04-4	BRD-K05524748	C-7161-01-LM6-011	DMSO
BRD-K05674516-001-02-5	BRD-K05674516	C-7161-01-LM6-011	DMSO
BRD-K05977355-001-19-0	BRD-K05977355	C-7161-01-LM6-011	DMSO
BRD-K05673000-236-12-1	BRD-K05673000	C-7161-01-LM6-011	DMSO
BRD-K05804044-001-06-0	BRD-K05804044	C-7161-01-LM6-011	DMSO
BRD-A05821830-341-01-5	BRD-A05821830	C-7161-01-LM6-011	DMSO
BRD-K06240250-001-01-6	BRD-K06240250	C-7161-01-LM6-011	DMSO
BRD-K06294530-001-01-5	BRD-K06294530	C-7161-01-LM6-011	DMSO
BRD-K06388322-312-02-6	BRD-K06388322	C-7161-01-LM6-011	DMSO
BRD-K06674495-334-03-2	BRD-K06674495	C-7161-01-LM6-011	DMSO
BRD-K06762493-001-08-1	BRD-K06762493	C-7161-01-LM6-011	DMSO
BRD-K06335600-003-20-7	BRD-K06335600	C-7161-01-LM6-011	DMSO
BRD-K06557128-001-07-0	BRD-K06557128	C-7161-01-LM6-011	DMSO
BRD-K06858286-001-01-3	BRD-K06858286	C-7161-01-LM6-011	DMSO
BRD-K06878038-001-18-6	BRD-K06878038	C-7161-01-LM6-011	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-011	DMSO
BRD-A06916187-001-02-9	BRD-A06916187	C-7161-01-LM6-011	DMSO
BRD-K07106112-003-03-8	BRD-K07106112	C-7161-01-LM6-011	DMSO
BRD-K06900071-001-01-2	BRD-K06900071	C-7161-01-LM6-011	DMSO
BRD-K06902185-003-01-7	BRD-K06902185	C-7161-01-LM6-011	DMSO
BRD-A06935312-001-04-3	BRD-A06935312	C-7161-01-LM6-011	DMSO
BRD-K07160047-001-01-3	BRD-K07160047	C-7161-01-LM6-011	DMSO
BRD-K07208025-001-29-7	BRD-K07208025	C-7161-01-LM6-011	DMSO
BRD-K07237224-001-19-6	BRD-K07237224	C-7161-01-LM6-011	DMSO
BRD-A07395371-003-10-0	BRD-A07395371	C-7161-01-LM6-011	DMSO
BRD-A07563059-035-01-3	BRD-A07563059	C-7161-01-LM6-011	DMSO
BRD-K07220430-001-18-4	BRD-K07220430	C-7161-01-LM6-011	DMSO
BRD-K07310275-001-02-5	BRD-K07310275	C-7161-01-LM6-011	DMSO
BRD-A07440155-003-25-4	BRD-A07440155	C-7161-01-LM6-011	DMSO
BRD-K04185004-003-11-9	BRD-K04185004	C-7161-01-LM6-011	DMSO
BRD-K07691486-001-15-5	BRD-K07691486	C-7161-01-LM6-011	DMSO
BRD-K07753030-003-17-6	BRD-K07753030	C-7161-01-LM6-011	DMSO
BRD-A07815743-001-01-1	BRD-A07815743	C-7161-01-LM6-011	DMSO
BRD-K07609981-001-01-7	BRD-K07609981	C-7161-01-LM6-011	DMSO
BRD-A07704283-001-01-3	BRD-A07704283	C-7161-01-LM6-011	DMSO
BRD-K07798980-001-01-9	BRD-K07798980	C-7161-01-LM6-011	DMSO
BRD-A33280134-001-04-7	BRD-A33280134	C-7161-01-LM6-011	DMSO
		C-7161-01-LM6-005	DMSO
BRD-K07881437-001-03-8	BRD-K07881437	C-7161-01-LM6-005	DMSO
BRD-A07986123-001-02-8	BRD-A07986123	C-7161-01-LM6-005	DMSO
BRD-K08109215-001-06-4	BRD-K08109215	C-7161-01-LM6-005	DMSO
BRD-K07954936-001-01-3	BRD-K07954936	C-7161-01-LM6-005	DMSO
BRD-K08037784-001-12-6	BRD-K08037784	C-7161-01-LM6-005	DMSO
BRD-A08187463-001-12-9	BRD-A08187463	C-7161-01-LM6-005	DMSO
BRD-K08206212-002-01-0	BRD-K08206212	C-7161-01-LM6-005	DMSO
BRD-K08252256-236-33-8	BRD-K08252256	C-7161-01-LM6-005	DMSO
BRD-K08547377-394-03-5	BRD-K08547377	C-7161-01-LM6-005	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-005	DMSO
BRD-K08248804-001-01-8	BRD-K08248804	C-7161-01-LM6-005	DMSO
BRD-A08545410-311-01-8	BRD-A08545410	C-7161-01-LM6-005	DMSO
BRD-K08586861-001-01-1	BRD-K08586861	C-7161-01-LM6-005	DMSO
BRD-K08703257-001-12-1	BRD-K08703257	C-7161-01-LM6-005	DMSO
BRD-K08799216-001-05-3	BRD-K08799216	C-7161-01-LM6-005	DMSO
BRD-K08859203-001-01-9	BRD-K08859203	C-7161-01-LM6-005	DMSO
BRD-K08924299-003-06-1	BRD-K08924299	C-7161-01-LM6-005	DMSO
BRD-K09078998-001-01-4	BRD-K09078998	C-7161-01-LM6-005	DMSO
BRD-K08832567-001-11-5	BRD-K08832567	C-7161-01-LM6-005	DMSO
BRD-K08976401-001-18-5	BRD-K08976401	C-7161-01-LM6-005	DMSO
BRD-K09090949-001-01-9	BRD-K09090949	C-7161-01-LM6-005	DMSO
BRD-K09132007-001-07-5	BRD-K09132007	C-7161-01-LM6-005	DMSO
BRD-A09349126-001-10-7	BRD-A09349126	C-7161-01-LM6-005	DMSO
BRD-K09426783-300-01-0	BRD-K09426783	C-7161-01-LM6-005	DMSO
BRD-K09255212-001-16-6	BRD-K09255212	C-7161-01-LM6-005	DMSO
BRD-K09372874-001-01-0	BRD-K09372874	C-7161-01-LM6-005	DMSO
BRD-K09397065-003-06-1	BRD-K09397065	C-7161-01-LM6-005	DMSO
BRD-K09471561-001-18-2	BRD-K09471561	C-7161-01-LM6-005	DMSO
BRD-A09472452-015-23-4	BRD-A09472452	C-7161-01-LM6-005	DMSO
BRD-K09549677-300-03-4	BRD-K09549677	C-7161-01-LM6-005	DMSO
BRD-K09711437-001-04-3	BRD-K09711437	C-7161-01-LM6-005	DMSO
BRD-K09951645-001-06-8	BRD-K09951645	C-7161-01-LM6-005	DMSO
BRD-A09533288-003-31-2	BRD-A09533288	C-7161-01-LM6-005	DMSO
BRD-K09602097-001-13-6	BRD-K09602097	C-7161-01-LM6-005	DMSO
BRD-A10012892-001-01-9	BRD-A10012892	C-7161-01-LM6-005	DMSO
BRD-A10039652-001-01-2	BRD-A10039652	C-7161-01-LM6-005	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-005	DMSO
BRD-K10843433-001-22-7	BRD-K10843433	C-7161-01-LM6-005	DMSO
BRD-K10852020-001-04-5	BRD-K10852020	C-7161-01-LM6-005	DMSO
BRD-A10070317-003-28-3	BRD-A10070317	C-7161-01-LM6-005	DMSO
BRD-K10670311-001-15-5	BRD-K10670311	C-7161-01-LM6-005	DMSO
BRD-K10845183-304-01-6	BRD-K10845183	C-7161-01-LM6-005	DMSO
BRD-K10859802-001-01-0	BRD-K10859802	C-7161-01-LM6-005	DMSO
BRD-A10903566-003-07-7	BRD-A10903566	C-7161-01-LM6-005	DMSO
BRD-A10967948-003-06-3	BRD-A10967948	C-7161-01-LM6-005	DMSO
BRD-K11071038-001-01-7	BRD-K11071038	C-7161-01-LM6-005	DMSO
BRD-K11129031-001-27-5	BRD-K11129031	C-7161-01-LM6-005	DMSO
BRD-K10961822-001-05-1	BRD-K10961822	C-7161-01-LM6-005	DMSO
BRD-A10977446-001-12-1	BRD-A10977446	C-7161-01-LM6-005	DMSO
BRD-K11073688-001-01-6	BRD-K11073688	C-7161-01-LM6-005	DMSO
BRD-K80738081-001-26-0	BRD-K80738081	C-7161-01-LM6-005	DMSO
BRD-K11196887-001-21-2	BRD-K11196887	C-7161-01-LM6-005	DMSO
BRD-A11319535-001-03-6	BRD-A11319535	C-7161-01-LM6-005	DMSO
BRD-K11433652-001-17-0	BRD-K11433652	C-7161-01-LM6-005	DMSO
BRD-K11153516-001-05-5	BRD-K11153516	C-7161-01-LM6-005	DMSO
BRD-K11267252-001-04-4	BRD-K11267252	C-7161-01-LM6-005	DMSO
BRD-K11399644-003-11-3	BRD-K11399644	C-7161-01-LM6-005	DMSO
BRD-K11717138-001-30-3	BRD-K11717138	C-7161-01-LM6-005	DMSO
		C-7161-01-LM6-004	DMSO
BRD-A18611368-001-01-5	BRD-A18611368	C-7161-01-LM6-004	DMSO
BRD-K18779551-003-07-8	BRD-K18779551	C-7161-01-LM6-004	DMSO
BRD-A19195498-050-14-1	BRD-A19195498	C-7161-01-LM6-004	DMSO
BRD-K53097745-001-01-5	BRD-K53097745	C-7161-01-LM6-004	DMSO
BRD-K18850819-001-04-6	BRD-K18850819	C-7161-01-LM6-004	DMSO
BRD-K19284129-001-02-6	BRD-K19284129	C-7161-01-LM6-004	DMSO
BRD-K19352500-070-12-4	BRD-K19352500	C-7161-01-LM6-004	DMSO
BRD-A19661776-003-27-6	BRD-A19661776	C-7161-01-LM6-004	DMSO
BRD-A19736161-001-06-7	BRD-A19736161	C-7161-01-LM6-004	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-004	DMSO
BRD-K19388745-003-01-7	BRD-K19388745	C-7161-01-LM6-004	DMSO
BRD-K19687926-379-07-4	BRD-K19687926	C-7161-01-LM6-004	DMSO
BRD-A19633847-050-32-1	BRD-A19633847	C-7161-01-LM6-004	DMSO
BRD-K20285085-001-07-1	BRD-K20285085	C-7161-01-LM6-004	DMSO
BRD-A20119038-003-07-8	BRD-A20119038	C-7161-01-LM6-004	DMSO
BRD-K20141153-003-13-7	BRD-K20141153	C-7161-01-LM6-004	DMSO
BRD-K21361524-001-01-1	BRD-K21361524	C-7161-01-LM6-004	DMSO
BRD-K21450440-001-14-6	BRD-K21450440	C-7161-01-LM6-004	DMSO
BRD-A20126139-001-04-2	BRD-A20126139	C-7161-01-LM6-004	DMSO
BRD-K21396683-001-04-8	BRD-K21396683	C-7161-01-LM6-004	DMSO
BRD-K21295289-001-01-6	BRD-K21295289	C-7161-01-LM6-004	DMSO
BRD-K21908111-001-01-8	BRD-K21908111	C-7161-01-LM6-004	DMSO
BRD-K22031190-001-23-6	BRD-K22031190	C-7161-01-LM6-004	DMSO
BRD-A02006392-001-10-7	BRD-A02006392	C-7161-01-LM6-004	DMSO
BRD-K22024824-001-03-7	BRD-K22024824	C-7161-01-LM6-004	DMSO
BRD-A22032524-074-06-5	BRD-A22032524	C-7161-01-LM6-004	DMSO
BRD-K22848513-001-01-9	BRD-K22848513	C-7161-01-LM6-004	DMSO
BRD-K22822991-001-02-3	BRD-K22822991	C-7161-01-LM6-004	DMSO
BRD-K22749967-046-02-3	BRD-K22749967	C-7161-01-LM6-004	DMSO
BRD-K23672206-001-01-4	BRD-K23672206	C-7161-01-LM6-004	DMSO
BRD-K23728141-001-01-2	BRD-K23728141	C-7161-01-LM6-004	DMSO
BRD-K23363278-001-02-1	BRD-K23363278	C-7161-01-LM6-004	DMSO
BRD-A22769835-300-05-7	BRD-A22769835	C-7161-01-LM6-004	DMSO
BRD-K23677682-003-01-2	BRD-K23677682	C-7161-01-LM6-004	DMSO
BRD-K24844714-001-24-5	BRD-K24844714	C-7161-01-LM6-004	DMSO
BRD-K24616672-003-20-1	BRD-K24616672	C-7161-01-LM6-004	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-004	DMSO
BRD-K19939891-001-05-4	BRD-K19939891	C-7161-01-LM6-004	DMSO
BRD-K21718444-001-06-8	BRD-K21718444	C-7161-01-LM6-004	DMSO
BRD-K24723746-036-02-5	BRD-K24723746	C-7161-01-LM6-004	DMSO
BRD-K19540840-001-09-4	BRD-K19540840	C-7161-01-LM6-004	DMSO
BRD-K20920669-304-09-1	BRD-K20920669	C-7161-01-LM6-004	DMSO
BRD-K22134346-001-22-3	BRD-K22134346	C-7161-01-LM6-004	DMSO
BRD-K23976833-001-01-0	BRD-K23976833	C-7161-01-LM6-004	DMSO
BRD-K23248433-001-01-8	BRD-K23248433	C-7161-01-LM6-004	DMSO
BRD-K24968862-001-01-0	BRD-K24968862	C-7161-01-LM6-004	DMSO
BRD-K25630527-001-03-8	BRD-K25630527	C-7161-01-LM6-004	DMSO
BRD-A24228527-213-01-9	BRD-A24228527	C-7161-01-LM6-004	DMSO
BRD-K24943235-001-01-3	BRD-K24943235	C-7161-01-LM6-004	DMSO
BRD-A25619068-003-03-4	BRD-A25619068	C-7161-01-LM6-004	DMSO
BRD-K25433859-003-25-4	BRD-K25433859	C-7161-01-LM6-004	DMSO
BRD-A26384407-001-25-1	BRD-A26384407	C-7161-01-LM6-004	DMSO
BRD-A26503646-001-16-6	BRD-A26503646	C-7161-01-LM6-004	DMSO
BRD-K27184429-300-01-3	BRD-K27184429	C-7161-01-LM6-004	DMSO
BRD-K26341917-001-01-3	BRD-K26341917	C-7161-01-LM6-004	DMSO
BRD-A26423207-001-01-0	BRD-A26423207	C-7161-01-LM6-004	DMSO
BRD-K27182532-001-02-3	BRD-K27182532	C-7161-01-LM6-004	DMSO
BRD-K27204852-001-01-9	BRD-K27204852	C-7161-01-LM6-004	DMSO
		C-7161-01-LM6-010	DMSO
BRD-K11973162-003-01-8	BRD-K11973162	C-7161-01-LM6-010	DMSO
BRD-A12077521-003-01-5	BRD-A12077521	C-7161-01-LM6-010	DMSO
BRD-A12230535-001-06-7	BRD-A12230535	C-7161-01-LM6-010	DMSO
BRD-A11990600-001-03-4	BRD-A11990600	C-7161-01-LM6-010	DMSO
BRD-K12219985-001-26-1	BRD-K12219985	C-7161-01-LM6-010	DMSO
BRD-A12237696-001-04-2	BRD-A12237696	C-7161-01-LM6-010	DMSO
BRD-K12423485-001-01-7	BRD-K12423485	C-7161-01-LM6-010	DMSO
BRD-K12609457-001-03-1	BRD-K12609457	C-7161-01-LM6-010	DMSO
BRD-K12737986-001-01-4	BRD-K12737986	C-7161-01-LM6-010	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-010	DMSO
BRD-K12539416-001-01-4	BRD-K12539416	C-7161-01-LM6-010	DMSO
BRD-K12735121-001-01-4	BRD-K12735121	C-7161-01-LM6-010	DMSO
BRD-K12787259-001-04-3	BRD-K12787259	C-7161-01-LM6-010	DMSO
BRD-K12867552-001-04-7	BRD-K12867552	C-7161-01-LM6-010	DMSO
BRD-K12885236-001-02-7	BRD-K12885236	C-7161-01-LM6-010	DMSO
BRD-K12932420-001-02-3	BRD-K12932420	C-7161-01-LM6-010	DMSO
BRD-A12994259-001-02-1	BRD-A12994259	C-7161-01-LM6-010	DMSO
BRD-K13050541-001-01-9	BRD-K13050541	C-7161-01-LM6-010	DMSO
BRD-A12896037-001-04-3	BRD-A12896037	C-7161-01-LM6-010	DMSO
BRD-K12994359-001-18-4	BRD-K12994359	C-7161-01-LM6-010	DMSO
BRD-A13084692-001-17-3	BRD-A13084692	C-7161-01-LM6-010	DMSO
BRD-A13133631-001-04-0	BRD-A13133631	C-7161-01-LM6-010	DMSO
BRD-K13183738-317-10-2	BRD-K13183738	C-7161-01-LM6-010	DMSO
BRD-K13356952-001-25-1	BRD-K13356952	C-7161-01-LM6-010	DMSO
BRD-K13154216-001-01-3	BRD-K13154216	C-7161-01-LM6-010	DMSO
BRD-A13188892-066-21-5	BRD-A13188892	C-7161-01-LM6-010	DMSO
BRD-K13296708-001-05-8	BRD-K13296708	C-7161-01-LM6-010	DMSO
BRD-K13390322-001-06-3	BRD-K13390322	C-7161-01-LM6-010	DMSO
BRD-K13646352-001-03-8	BRD-K13646352	C-7161-01-LM6-010	DMSO
BRD-K13756951-001-01-4	BRD-K13756951	C-7161-01-LM6-010	DMSO
BRD-K13926615-003-03-3	BRD-K13926615	C-7161-01-LM6-010	DMSO
BRD-K14175878-001-01-6	BRD-K14175878	C-7161-01-LM6-010	DMSO
BRD-K13662825-001-07-5	BRD-K13662825	C-7161-01-LM6-010	DMSO
BRD-K13819402-003-10-2	BRD-K13819402	C-7161-01-LM6-010	DMSO
BRD-A14262390-065-01-8	BRD-A14262390	C-7161-01-LM6-010	DMSO
BRD-K14529030-001-01-9	BRD-K14529030	C-7161-01-LM6-010	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-010	DMSO
BRD-K14704277-001-22-6	BRD-K14704277	C-7161-01-LM6-010	DMSO
BRD-A14798026-001-02-6	BRD-A14798026	C-7161-01-LM6-010	DMSO
BRD-K14619660-001-01-5	BRD-K14619660	C-7161-01-LM6-010	DMSO
BRD-K14653796-001-01-1	BRD-K14653796	C-7161-01-LM6-010	DMSO
BRD-K14796088-003-26-8	BRD-K14796088	C-7161-01-LM6-010	DMSO
BRD-K14870255-001-02-3	BRD-K14870255	C-7161-01-LM6-010	DMSO
BRD-A14886633-001-01-6	BRD-A14886633	C-7161-01-LM6-010	DMSO
BRD-A14966924-003-07-7	BRD-A14966924	C-7161-01-LM6-010	DMSO
BRD-K15010214-364-02-7	BRD-K15010214	C-7161-01-LM6-010	DMSO
BRD-K15170068-001-03-2	BRD-K15170068	C-7161-01-LM6-010	DMSO
BRD-A14941520-051-01-0	BRD-A14941520	C-7161-01-LM6-010	DMSO
BRD-K14993104-001-05-9	BRD-K14993104	C-7161-01-LM6-010	DMSO
BRD-K15108141-001-06-6	BRD-K15108141	C-7161-01-LM6-010	DMSO
BRD-K01638814-051-10-1	BRD-K01638814	C-7161-01-LM6-010	DMSO
BRD-A15202882-003-02-7	BRD-A15202882	C-7161-01-LM6-010	DMSO
BRD-K15318383-201-01-5	BRD-K15318383	C-7161-01-LM6-010	DMSO
BRD-K15426076-001-01-2	BRD-K15426076	C-7161-01-LM6-010	DMSO
BRD-K15179879-001-03-2	BRD-K15179879	C-7161-01-LM6-010	DMSO
BRD-A15297126-001-04-3	BRD-A15297126	C-7161-01-LM6-010	DMSO
BRD-K15409150-001-05-8	BRD-K15409150	C-7161-01-LM6-010	DMSO
BRD-A15435692-003-02-3	BRD-A15435692	C-7161-01-LM6-010	DMSO
		C-7161-01-LM6-006	DMSO
BRD-K18895904-001-16-1	BRD-K18895904	C-7161-01-LM6-006	DMSO
BRD-K18922609-004-23-1	BRD-K18922609	C-7161-01-LM6-006	DMSO
BRD-K19061412-001-02-4	BRD-K19061412	C-7161-01-LM6-006	DMSO
BRD-A18917088-001-04-9	BRD-A18917088	C-7161-01-LM6-006	DMSO
BRD-K18961567-001-01-1	BRD-K18961567	C-7161-01-LM6-006	DMSO
BRD-K19085898-001-01-8	BRD-K19085898	C-7161-01-LM6-006	DMSO
BRD-K19412355-001-01-0	BRD-K19412355	C-7161-01-LM6-006	DMSO
BRD-K19438463-001-05-5	BRD-K19438463	C-7161-01-LM6-006	DMSO
BRD-K19462402-003-24-6	BRD-K19462402	C-7161-01-LM6-006	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-006	DMSO
BRD-K19416115-001-05-3	BRD-K19416115	C-7161-01-LM6-006	DMSO
BRD-K19456237-001-27-6	BRD-K19456237	C-7161-01-LM6-006	DMSO
BRD-K19477839-001-07-6	BRD-K19477839	C-7161-01-LM6-006	DMSO
BRD-K53972329-001-07-0	BRD-K53972329	C-7161-01-LM6-006	DMSO
BRD-K19741547-003-01-7	BRD-K19741547	C-7161-01-LM6-006	DMSO
BRD-A19795905-001-08-0	BRD-A19795905	C-7161-01-LM6-006	DMSO
BRD-A19952358-001-11-3	BRD-A19952358	C-7161-01-LM6-006	DMSO
BRD-K20008181-001-01-3	BRD-K20008181	C-7161-01-LM6-006	DMSO
BRD-K19761926-001-02-8	BRD-K19761926	C-7161-01-LM6-006	DMSO
BRD-K20001883-001-02-7	BRD-K20001883	C-7161-01-LM6-006	DMSO
BRD-K20079257-001-09-6	BRD-K20079257	C-7161-01-LM6-006	DMSO
BRD-K20722021-001-02-1	BRD-K20722021	C-7161-01-LM6-006	DMSO
BRD-K20745393-003-01-0	BRD-K20745393	C-7161-01-LM6-006	DMSO
BRD-K21071223-001-02-8	BRD-K21071223	C-7161-01-LM6-006	DMSO
BRD-K20738689-001-01-2	BRD-K20738689	C-7161-01-LM6-006	DMSO
BRD-K20897876-001-10-0	BRD-K20897876	C-7161-01-LM6-006	DMSO
BRD-K20958582-001-01-4	BRD-K20958582	C-7161-01-LM6-006	DMSO
BRD-K21283037-001-21-5	BRD-K21283037	C-7161-01-LM6-006	DMSO
BRD-K21547160-001-01-4	BRD-K21547160	C-7161-01-LM6-006	DMSO
BRD-A21607826-003-05-1	BRD-A21607826	C-7161-01-LM6-006	DMSO
BRD-K21680192-300-14-4	BRD-K21680192	C-7161-01-LM6-006	DMSO
BRD-A21858158-001-23-5	BRD-A21858158	C-7161-01-LM6-006	DMSO
BRD-K21548250-003-19-1	BRD-K21548250	C-7161-01-LM6-006	DMSO
BRD-K21670884-001-01-9	BRD-K21670884	C-7161-01-LM6-006	DMSO
BRD-K21884483-001-03-7	BRD-K21884483	C-7161-01-LM6-006	DMSO
BRD-A22081593-001-11-1	BRD-A22081593	C-7161-01-LM6-006	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-006	DMSO
BRD-A22380646-236-05-8	BRD-A22380646	C-7161-01-LM6-006	DMSO
BRD-A22642447-001-01-9	BRD-A22642447	C-7161-01-LM6-006	DMSO
BRD-K22097830-001-01-9	BRD-K22097830	C-7161-01-LM6-006	DMSO
BRD-A22305049-003-13-6	BRD-A22305049	C-7161-01-LM6-006	DMSO
BRD-K22482860-001-21-4	BRD-K22482860	C-7161-01-LM6-006	DMSO
BRD-K22662435-001-18-3	BRD-K22662435	C-7161-01-LM6-006	DMSO
BRD-K22861715-001-17-4	BRD-K22861715	C-7161-01-LM6-006	DMSO
BRD-K22969690-001-04-2	BRD-K22969690	C-7161-01-LM6-006	DMSO
BRD-K23082237-003-01-5	BRD-K23082237	C-7161-01-LM6-006	DMSO
BRD-K23204545-001-16-4	BRD-K23204545	C-7161-01-LM6-006	DMSO
BRD-K22936972-003-23-6	BRD-K22936972	C-7161-01-LM6-006	DMSO
BRD-A23067620-300-01-3	BRD-A23067620	C-7161-01-LM6-006	DMSO
BRD-K23190681-001-01-1	BRD-K23190681	C-7161-01-LM6-006	DMSO
BRD-K23228615-001-02-8	BRD-K23228615	C-7161-01-LM6-006	DMSO
