	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015229	A01	1330
1	SQ00015229	A02	1182
2	SQ00015229	A03	1060
3	SQ00015229	A04	1234
4	SQ00015229	A05	1638
5	SQ00015229	A06	1333
6	SQ00015229	A07	1427
7	SQ00015229	A08	1194
8	SQ00015229	A09	1586
9	SQ00015229	A10	1236
10	SQ00015229	A11	1593
11	SQ00015229	A12	1329
12	SQ00015229	A13	1154
13	SQ00015229	A14	1522
14	SQ00015229	A15	1015
15	SQ00015229	A16	1163
16	SQ00015229	A17	1351
17	SQ00015229	A18	1335
18	SQ00015229	A19	1278
19	SQ00015229	A20	1212
20	SQ00015229	A21	1181
21	SQ00015229	A22	1203
22	SQ00015229	A23	1188
23	SQ00015229	A24	1133
24	SQ00015229	B01	1795
25	SQ00015229	B02	1147
26	SQ00015229	B03	1557
27	SQ00015229	B04	1442
28	SQ00015229	B05	1471
29	SQ00015229	B06	1353
30	SQ00015229	B07	1652
31	SQ00015229	B08	1516
32	SQ00015229	B09	1482
33	SQ00015229	B10	1329
34	SQ00015229	B11	1496
35	SQ00015229	B12	1748
36	SQ00015229	B13	1138
37	SQ00015229	B14	1840
38	SQ00015229	B15	1358
39	SQ00015229	B16	1296
40	SQ00015229	B17	1558
41	SQ00015229	B18	1433
42	SQ00015229	B19	1451
43	SQ00015229	B20	1400
44	SQ00015229	B21	1155
45	SQ00015229	B22	1427
46	SQ00015229	B23	1418
47	SQ00015229	B24	1578
48	SQ00015229	C01	1184
49	SQ00015229	C02	974
50	SQ00015229	C03	1330
51	SQ00015229	C04	1617
52	SQ00015229	C05	1786
53	SQ00015229	C06	1926
54	SQ00015229	C07	1697
55	SQ00015229	C08	1637
56	SQ00015229	C09	1866
57	SQ00015229	C10	1816
58	SQ00015229	C11	1686
59	SQ00015229	C12	1626
60	SQ00015229	C13	1547
61	SQ00015229	C14	1800
62	SQ00015229	C15	1676
63	SQ00015229	C16	1736
64	SQ00015229	C17	1625
65	SQ00015229	C18	1842
66	SQ00015229	C19	53
67	SQ00015229	C20	80
68	SQ00015229	C21	70
69	SQ00015229	C22	62
70	SQ00015229	C23	66
71	SQ00015229	C24	57
72	SQ00015229	D01	1691
73	SQ00015229	D02	1534
74	SQ00015229	D03	1514
75	SQ00015229	D04	1827
76	SQ00015229	D05	1703
77	SQ00015229	D06	1847
78	SQ00015229	D07	154
79	SQ00015229	D08	224
80	SQ00015229	D09	207
81	SQ00015229	D10	240
82	SQ00015229	D11	248
83	SQ00015229	D12	274
84	SQ00015229	D13	1878
85	SQ00015229	D14	2226
86	SQ00015229	D15	2129
87	SQ00015229	D16	1813
88	SQ00015229	D17	1961
89	SQ00015229	D18	2036
90	SQ00015229	D19	1367
91	SQ00015229	D20	1832
92	SQ00015229	D21	1629
93	SQ00015229	D22	1389
94	SQ00015229	D23	1197
95	SQ00015229	D24	1030
96	SQ00015229	E01	1406
97	SQ00015229	E02	1467
98	SQ00015229	E03	1732
99	SQ00015229	E04	2051
100	SQ00015229	E05	2122
101	SQ00015229	E06	1873
102	SQ00015229	E07	2170
103	SQ00015229	E08	1969
104	SQ00015229	E09	1926
105	SQ00015229	E10	2116
106	SQ00015229	E11	2286
107	SQ00015229	E12	1905
108	SQ00015229	E13	1915
109	SQ00015229	E14	1792
110	SQ00015229	E15	1706
111	SQ00015229	E16	2197
112	SQ00015229	E17	1929
113	SQ00015229	E18	1710
114	SQ00015229	E19	2149
115	SQ00015229	E20	1932
