	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015214	A01	1283
1	SQ00015214	A02	1311
2	SQ00015214	A03	1142
3	SQ00015214	A04	1223
4	SQ00015214	A05	1307
5	SQ00015214	A06	1372
6	SQ00015214	A07	1229
7	SQ00015214	A08	1597
8	SQ00015214	A09	1323
9	SQ00015214	A10	1469
10	SQ00015214	A11	1323
11	SQ00015214	A12	961
12	SQ00015214	A13	1149
13	SQ00015214	A14	1077
14	SQ00015214	A15	1304
15	SQ00015214	A16	1311
16	SQ00015214	A17	1078
17	SQ00015214	A18	1192
18	SQ00015214	A19	350
19	SQ00015214	A20	607
20	SQ00015214	A21	1073
21	SQ00015214	A22	996
22	SQ00015214	A23	1154
23	SQ00015214	A24	1078
24	SQ00015214	B01	1790
25	SQ00015214	B02	1395
26	SQ00015214	B03	1581
27	SQ00015214	B04	1591
28	SQ00015214	B05	1441
29	SQ00015214	B06	1457
30	SQ00015214	B07	1393
31	SQ00015214	B08	1391
32	SQ00015214	B09	1204
33	SQ00015214	B10	1478
34	SQ00015214	B11	1349
35	SQ00015214	B12	1505
36	SQ00015214	B13	1368
37	SQ00015214	B14	1339
38	SQ00015214	B15	1262
39	SQ00015214	B16	1070
40	SQ00015214	B17	1430
41	SQ00015214	B18	1259
42	SQ00015214	B19	1421
43	SQ00015214	B20	1188
44	SQ00015214	B21	1368
45	SQ00015214	B22	1260
46	SQ00015214	B23	1561
47	SQ00015214	B24	1162
48	SQ00015214	C01	1058
49	SQ00015214	C02	1545
50	SQ00015214	C03	1758
51	SQ00015214	C04	1446
52	SQ00015214	C05	1559
53	SQ00015214	C06	1580
54	SQ00015214	C07	1512
55	SQ00015214	C08	1605
56	SQ00015214	C09	1717
57	SQ00015214	C10	1516
58	SQ00015214	C11	1744
59	SQ00015214	C12	1230
60	SQ00015214	C13	1492
61	SQ00015214	C14	1442
62	SQ00015214	C15	1343
63	SQ00015214	C16	1331
64	SQ00015214	C17	1533
65	SQ00015214	C18	1282
66	SQ00015214	C19	71
67	SQ00015214	C20	56
68	SQ00015214	C21	69
69	SQ00015214	C22	60
70	SQ00015214	C23	54
71	SQ00015214	C24	46
72	SQ00015214	D01	1462
73	SQ00015214	D02	1567
