	Image_Metadata_Plate	Image_Metadata_Well	cell_count
0	SQ00015134	A01	2160
1	SQ00015134	A02	2554
2	SQ00015134	A03	1937
3	SQ00015134	A04	2220
4	SQ00015134	A05	2091
5	SQ00015134	A06	2038
6	SQ00015134	A07	2082
7	SQ00015134	A08	2028
8	SQ00015134	A09	2085
9	SQ00015134	A10	2228
10	SQ00015134	A11	2294
11	SQ00015134	A12	2380
12	SQ00015134	A13	1937
13	SQ00015134	A14	1748
14	SQ00015134	A15	2294
15	SQ00015134	A16	2100
16	SQ00015134	A17	2325
17	SQ00015134	A18	2110
18	SQ00015134	A19	1246
19	SQ00015134	A20	2355
20	SQ00015134	A21	2515
21	SQ00015134	A22	2086
22	SQ00015134	A23	2577
23	SQ00015134	A24	2076
24	SQ00015134	B01	2288
25	SQ00015134	B02	2147
26	SQ00015134	B03	2165
27	SQ00015134	B04	2213
28	SQ00015134	B05	2157
29	SQ00015134	B06	2328
30	SQ00015134	B07	2386
31	SQ00015134	B08	1806
32	SQ00015134	B09	2380
33	SQ00015134	B10	2359
34	SQ00015134	B11	2493
35	SQ00015134	B12	1971
36	SQ00015134	B13	2180
37	SQ00015134	B14	2537
38	SQ00015134	B15	2370
39	SQ00015134	B16	2241
40	SQ00015134	B17	2401
41	SQ00015134	B18	2319
42	SQ00015134	B19	2056
43	SQ00015134	B20	2167
44	SQ00015134	B21	2153
45	SQ00015134	B22	2152
46	SQ00015134	B23	2020
47	SQ00015134	B24	1985
48	SQ00015134	C01	2032
49	SQ00015134	C02	2816
50	SQ00015134	C03	2361
51	SQ00015134	C04	2598
52	SQ00015134	C05	2645
53	SQ00015134	C06	2462
54	SQ00015134	C07	663
55	SQ00015134	C08	1513
56	SQ00015134	C09	2094
57	SQ00015134	C10	2482
58	SQ00015134	C11	3083
59	SQ00015134	C12	2306
60	SQ00015134	C13	449
61	SQ00015134	C14	594
62	SQ00015134	C15	1781
63	SQ00015134	C16	2201
64	SQ00015134	C17	2489
65	SQ00015134	C18	2339
66	SQ00015134	C19	112
67	SQ00015134	C20	145
68	SQ00015134	C21	128
69	SQ00015134	C22	129
70	SQ00015134	C23	98
71	SQ00015134	C24	163
72	SQ00015134	D01	1737
73	SQ00015134	D02	1776
74	SQ00015134	D03	2571
75	SQ00015134	D04	2605
76	SQ00015134	D05	2705
77	SQ00015134	D06	2494
78	SQ00015134	D07	1993
79	SQ00015134	D08	2478
80	SQ00015134	D09	2776
81	SQ00015134	D10	2434
82	SQ00015134	D11	2631
83	SQ00015134	D12	2688
84	SQ00015134	D13	2302
85	SQ00015134	D14	2606
86	SQ00015134	D15	2808
87	SQ00015134	D16	2932
88	SQ00015134	D17	2589
