Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015201,A01,2159
SQ00015201,A02,2153
SQ00015201,A03,2582
SQ00015201,A04,2559
SQ00015201,A05,2400
SQ00015201,A06,2305
SQ00015201,A07,2727
SQ00015201,A08,2354
SQ00015201,A09,2552
SQ00015201,A10,2259
SQ00015201,A11,2462
SQ00015201,A12,2439
SQ00015201,A13,2543
SQ00015201,A14,2461
SQ00015201,A15,2436
SQ00015201,A16,2255
SQ00015201,A17,2516
SQ00015201,A18,2749
SQ00015201,A19,1920
SQ00015201,A20,2186
SQ00015201,A21,2341
SQ00015201,A22,1936
SQ00015201,A23,2304
SQ00015201,A24,1743
SQ00015201,B01,2488
SQ00015201,B02,2278
SQ00015201,B03,2411
SQ00015201,B04,2068
SQ00015201,B05,2340
SQ00015201,B06,2662
SQ00015201,B07,1880
SQ00015201,B08,2411
SQ00015201,B09,2225
SQ00015201,B10,2561
SQ00015201,B11,2651
SQ00015201,B12,2797
SQ00015201,B13,2488
SQ00015201,B14,2383
SQ00015201,B15,2460
SQ00015201,B16,2462
SQ00015201,B17,2437
SQ00015201,B18,2206
SQ00015201,B19,1611
SQ00015201,B20,2020
SQ00015201,B21,2235
SQ00015201,B22,2181
SQ00015201,B23,2119
SQ00015201,B24,2310
SQ00015201,C01,2287
SQ00015201,C02,1985
SQ00015201,C03,2468
SQ00015201,C04,2399
SQ00015201,C05,2689
SQ00015201,C06,2486
SQ00015201,C07,2087
SQ00015201,C08,2391
SQ00015201,C09,1908
SQ00015201,C10,2165
SQ00015201,C11,2405
SQ00015201,C12,2167
SQ00015201,C13,2374
SQ00015201,C14,2047
SQ00015201,C15,2460
SQ00015201,C16,2336
SQ00015201,C17,2698
SQ00015201,C18,2382
SQ00015201,C19,105
SQ00015201,C20,85
SQ00015201,C21,101
SQ00015201,C22,91
SQ00015201,C23,81
SQ00015201,C24,79
SQ00015201,D01,2049
SQ00015201,D02,2221
SQ00015201,D03,2356
SQ00015201,D04,2329
SQ00015201,D05,2352
SQ00015201,D06,2166
SQ00015201,D07,573
SQ00015201,D08,2323
SQ00015201,D09,2372
SQ00015201,D10,2242
SQ00015201,D11,2266
SQ00015201,D12,2373
SQ00015201,D13,1897
SQ00015201,D14,2219
SQ00015201,D15,2358
SQ00015201,D16,2286
SQ00015201,D17,2356
SQ00015201,D18,2621
SQ00015201,D19,1277
SQ00015201,D20,2148
SQ00015201,D21,2516
SQ00015201,D22,2324
SQ00015201,D23,2356
SQ00015201,D24,2177
SQ00015201,E01,1580
SQ00015201,E02,2544
SQ00015201,E03,2089
SQ00015201,E04,2517
SQ00015201,E05,2451
SQ00015201,E06,2339
SQ00015201,E07,1061
SQ00015201,E08,2119
SQ00015201,E09,2417
SQ00015201,E10,2712
SQ00015201,E11,2149
SQ00015201,E12,2624
SQ00015201,E13,2022
SQ00015201,E14,2108
SQ00015201,E15,2351
SQ00015201,E16,2478
SQ00015201,E17,2334
SQ00015201,E18,2292
SQ00015201,E19,2446
SQ00015201,E20,2455
SQ00015201,E21,2508
SQ00015201,E22,2463
SQ00015201,E23,2528
SQ00015201,E24,2435
SQ00015201,F01,1985
SQ00015201,F02,2744
SQ00015201,F03,2476
SQ00015201,F04,2144
SQ00015201,F05,2486
SQ00015201,F06,2338
SQ00015201,F07,2409
SQ00015201,F08,2154
SQ00015201,F09,2395
SQ00015201,F10,2330
SQ00015201,F11,2412
