Metadata_Plate,Metadata_Well,cell_count
BR00092732,A01,1077
BR00092732,A02,647
BR00092732,A03,820
BR00092732,A04,611
BR00092732,A05,933
BR00092732,A06,728
BR00092732,A07,768
BR00092732,A08,913
BR00092732,A09,764
BR00092732,A10,840
BR00092732,A11,879
BR00092732,A12,873
BR00092732,A13,768
BR00092732,A14,983
BR00092732,A15,927
BR00092732,A16,850
BR00092732,A17,861
BR00092732,A18,993
BR00092732,A19,925
BR00092732,A20,999
BR00092732,A21,929
BR00092732,A22,789
BR00092732,A23,916
BR00092732,A24,1112
BR00092732,B01,651
BR00092732,B02,643
BR00092732,B03,752
BR00092732,B04,749
BR00092732,B05,759
BR00092732,B06,852
BR00092732,B07,645
BR00092732,B08,785
BR00092732,B09,775
BR00092732,B10,876
BR00092732,B11,792
BR00092732,B12,804
BR00092732,B13,740
BR00092732,B14,900
BR00092732,B15,938
BR00092732,B16,887
BR00092732,B17,917
BR00092732,B18,1008
BR00092732,B19,600
BR00092732,B20,948
BR00092732,B21,1013
BR00092732,B22,1099
BR00092732,B23,921
BR00092732,B24,1018
BR00092732,C01,491
BR00092732,C02,840
BR00092732,C03,779
BR00092732,C04,957
BR00092732,C05,848
BR00092732,C06,926
BR00092732,C07,162
BR00092732,C08,873
BR00092732,C09,932
BR00092732,C10,644
BR00092732,C11,1050
BR00092732,C12,939
BR00092732,C13,897
BR00092732,C14,958
BR00092732,C15,1006
BR00092732,C16,105
BR00092732,C17,250
BR00092732,C18,1096
BR00092732,C19,986
BR00092732,C20,1074
BR00092732,C21,1164
BR00092732,C22,1038
BR00092732,C23,947
BR00092732,C24,1120
BR00092732,D01,633
BR00092732,D02,845
BR00092732,D03,931
BR00092732,D04,577
BR00092732,D05,1057
BR00092732,D06,1179
BR00092732,D07,1033
BR00092732,D08,1184
BR00092732,D09,1214
BR00092732,D10,1087
BR00092732,D11,1132
BR00092732,D12,1211
BR00092732,D13,1196
BR00092732,D14,1073
BR00092732,D15,1239
BR00092732,D16,1239
BR00092732,D17,1139
BR00092732,D18,1238
BR00092732,D19,1227
BR00092732,D20,1225
BR00092732,D21,1150
BR00092732,D22,45
BR00092732,D23,530
BR00092732,D24,609
BR00092732,E01,650
BR00092732,E02,705
BR00092732,E03,995
BR00092732,E04,1014
BR00092732,E05,1274
BR00092732,E06,1309
BR00092732,E07,623
BR00092732,E08,633
BR00092732,E09,787
BR00092732,E10,1211
BR00092732,E11,1238
BR00092732,E12,1261
BR00092732,E13,1260
BR00092732,E14,1320
BR00092732,E15,1403
BR00092732,E16,1302
BR00092732,E17,1442
BR00092732,E18,1351
BR00092732,E19,1323
BR00092732,E20,1260
BR00092732,E21,1200
BR00092732,E22,1061
BR00092732,E23,996
BR00092732,E24,985
BR00092732,F01,341
BR00092732,F02,721
BR00092732,F03,981
BR00092732,F04,1094
BR00092732,F05,1318
BR00092732,F06,1365
BR00092732,F07,1332
BR00092732,F08,1357
BR00092732,F09,1347
BR00092732,F10,751
BR00092732,F11,1321
BR00092732,F12,1348
BR00092732,F13,768
BR00092732,F14,1307
BR00092732,F15,1307
BR00092732,F16,1413
BR00092732,F17,1249
BR00092732,F18,1285
BR00092732,F19,551
BR00092732,F20,1354
BR00092732,F21,1299
BR00092732,F22,1190
BR00092732,F23,1150
BR00092732,F24,1063
BR00092732,G01,497
BR00092732,G02,889
BR00092732,G03,1056
BR00092732,G04,758
BR00092732,G05,1457
BR00092732,G06,1442
BR00092732,G07,238
BR00092732,G08,376
BR00092732,G09,1417
BR00092732,G10,796
BR00092732,G11,1454
BR00092732,G12,1413
BR00092732,G13,1446
BR00092732,G14,1408
BR00092732,G15,1480
BR00092732,G16,1428
BR00092732,G17,1511
BR00092732,G18,1459
BR00092732,G19,1325
BR00092732,G20,1309
BR00092732,G21,1270
BR00092732,G22,776
BR00092732,G23,1085
BR00092732,G24,1055
