Metadata_Plate,Metadata_Well,cell_count
BR00092691,A01,820
BR00092691,A02,735
BR00092691,A03,740
BR00092691,A04,656
BR00092691,A05,655
BR00092691,A06,684
BR00092691,A07,657
BR00092691,A08,590
BR00092691,A09,574
BR00092691,A10,571
BR00092691,A11,595
BR00092691,A12,570
BR00092691,A13,625
BR00092691,A14,586
BR00092691,A15,608
BR00092691,A16,669
BR00092691,A17,637
BR00092691,A18,753
BR00092691,A19,581
BR00092691,A20,712
BR00092691,A21,607
BR00092691,A22,31
BR00092691,A23,546
BR00092691,A24,904
BR00092691,B01,664
BR00092691,B02,620
BR00092691,B03,605
BR00092691,B04,618
BR00092691,B05,714
BR00092691,B06,693
BR00092691,B07,694
BR00092691,B08,602
BR00092691,B09,602
BR00092691,B10,577
BR00092691,B11,675
BR00092691,B12,667
BR00092691,B13,605
BR00092691,B14,566
BR00092691,B15,630
BR00092691,B16,723
BR00092691,B17,696
BR00092691,B18,703
BR00092691,B19,653
BR00092691,B20,631
BR00092691,B21,641
BR00092691,B22,711
BR00092691,B23,563
BR00092691,B24,677
BR00092691,C01,757
BR00092691,C02,819
BR00092691,C03,921
BR00092691,C04,981
BR00092691,C05,933
BR00092691,C06,823
BR00092691,C07,887
BR00092691,C08,917
BR00092691,C09,864
BR00092691,C10,873
BR00092691,C11,857
BR00092691,C12,736
BR00092691,C13,887
BR00092691,C14,948
BR00092691,C15,829
BR00092691,C16,928
BR00092691,C17,827
BR00092691,C18,857
BR00092691,C19,792
BR00092691,C20,797
BR00092691,C21,770
BR00092691,C22,802
BR00092691,C23,751
BR00092691,C24,723
BR00092691,D01,736
BR00092691,D02,769
BR00092691,D03,912
BR00092691,D04,1075
BR00092691,D05,1136
BR00092691,D06,1084
BR00092691,D07,1092
BR00092691,D08,1001
BR00092691,D09,1051
BR00092691,D10,1047
BR00092691,D11,1021
BR00092691,D12,1034
BR00092691,D13,992
BR00092691,D14,912
BR00092691,D15,1037
BR00092691,D16,1031
BR00092691,D17,994
BR00092691,D18,966
BR00092691,D19,1138
BR00092691,D20,1042
BR00092691,D21,967
BR00092691,D22,746
BR00092691,D23,759
BR00092691,D24,645
BR00092691,E01,669
BR00092691,E02,701
BR00092691,E03,1182
BR00092691,E04,1081
BR00092691,E05,1211
BR00092691,E06,1177
BR00092691,E07,1116
BR00092691,E08,1063
BR00092691,E09,1190
BR00092691,E10,1107
BR00092691,E11,1238
BR00092691,E12,1160
BR00092691,E13,1102
BR00092691,E14,1101
BR00092691,E15,1089
BR00092691,E16,1100
BR00092691,E17,1071
BR00092691,E18,1071
BR00092691,E19,1252
BR00092691,E20,1140
BR00092691,E21,1029
BR00092691,E22,915
BR00092691,E23,782
BR00092691,E24,899
BR00092691,F01,682
BR00092691,F02,708
BR00092691,F03,1010
BR00092691,F04,1023
BR00092691,F05,1037
BR00092691,F06,1145
BR00092691,F07,1108
BR00092691,F08,1176
BR00092691,F09,1179
BR00092691,F10,1133
BR00092691,F11,1046
BR00092691,F12,1132
BR00092691,F13,1111
BR00092691,F14,1184
BR00092691,F15,1158
BR00092691,F16,1188
BR00092691,F17,1116
BR00092691,F18,1263
BR00092691,F19,981
BR00092691,F20,1069
BR00092691,F21,1048
BR00092691,F22,1019
BR00092691,F23,744
BR00092691,F24,732
BR00092691,G01,736
BR00092691,G02,781
BR00092691,G03,1001
BR00092691,G04,1188
BR00092691,G05,1299
BR00092691,G06,1255
BR00092691,G07,1241
BR00092691,G08,1198
BR00092691,G09,1202
BR00092691,G10,1239
BR00092691,G11,1314
BR00092691,G12,1173
BR00092691,G13,1220
BR00092691,G14,1226
BR00092691,G15,1220
BR00092691,G16,1316
BR00092691,G17,1290
BR00092691,G18,1214
BR00092691,G19,1047
BR00092691,G20,1080
BR00092691,G21,1067
BR00092691,G22,801
BR00092691,G23,733
BR00092691,G24,739
BR00092691,H01,661
BR00092691,H02,776
BR00092691,H03,997
BR00092691,H04,1011
BR00092691,H05,1240
BR00092691,H06,1177
BR00092691,H07,1187
BR00092691,H08,1273
BR00092691,H09,1238
BR00092691,H10,1253
BR00092691,H11,1159
BR00092691,H12,1234
BR00092691,H13,1183
BR00092691,H14,1167
BR00092691,H15,1151
BR00092691,H16,1086
BR00092691,H17,1255
BR00092691,H18,1227
BR00092691,H19,1239
BR00092691,H20,1143
BR00092691,H21,990
BR00092691,H22,888
BR00092691,H23,677
BR00092691,H24,641
BR00092691,I01,605
BR00092691,I02,760
BR00092691,I03,1051
BR00092691,I04,896
BR00092691,I05,1088
BR00092691,I06,1199
BR00092691,I07,1177
BR00092691,I08,1188
BR00092691,I09,1225
BR00092691,I10,1076
BR00092691,I11,1198
BR00092691,I12,1116
BR00092691,I13,1080
BR00092691,I14,1176
BR00092691,I15,1306
BR00092691,I16,1103
BR00092691,I17,1249
BR00092691,I18,1194
BR00092691,I19,1196
BR00092691,I20,1256
BR00092691,I21,1084
BR00092691,I22,49
BR00092691,I23,692
BR00092691,I24,784
BR00092691,J01,654
BR00092691,J02,703
BR00092691,J03,1019
BR00092691,J04,22
BR00092691,J05,1204
BR00092691,J06,1253
BR00092691,J07,12
BR00092691,J08,1219
BR00092691,J09,1332
BR00092691,J10,1145
BR00092691,J11,1291
BR00092691,J12,1359
BR00092691,J13,1167
BR00092691,J14,1244
BR00092691,J15,1222
BR00092691,J16,1024
BR00092691,J17,1048
BR00092691,J18,1229
BR00092691,J19,1256
BR00092691,J20,1106
BR00092691,J21,1167
BR00092691,J22,1007
BR00092691,J23,738
BR00092691,J24,759
BR00092691,K01,699
BR00092691,K02,750
BR00092691,K03,1015
BR00092691,K04,1131
BR00092691,K05,1217
BR00092691,K06,1224
BR00092691,K07,1221
BR00092691,K08,1295
BR00092691,K09,1302
BR00092691,K10,1316
BR00092691,K11,1297
BR00092691,K12,1280
BR00092691,K13,1258
BR00092691,K14,1328
BR00092691,K15,1232
BR00092691,K16,1282
BR00092691,K17,1306
BR00092691,K18,1339
BR00092691,K19,1162
BR00092691,K20,1266
BR00092691,K21,1055
BR00092691,K22,819
BR00092691,K23,759
BR00092691,K24,794
BR00092691,L01,743
BR00092691,L02,805
BR00092691,L03,1042
BR00092691,L04,657
BR00092691,L05,1182
BR00092691,L06,1190
BR00092691,L07,1271
BR00092691,L08,1246
BR00092691,L09,1315
BR00092691,L10,1209
BR00092691,L11,1181
BR00092691,L12,1220
BR00092691,L13,1232
BR00092691,L14,1188
BR00092691,L15,1245
BR00092691,L16,1130
BR00092691,L17,1218
BR00092691,L18,1153
BR00092691,L19,1161
BR00092691,L20,1160
BR00092691,L21,1195
BR00092691,L22,903
BR00092691,L23,735
BR00092691,L24,694
BR00092691,M01,669
BR00092691,M02,798
BR00092691,M03,1015
BR00092691,M04,1044
BR00092691,M05,1112
BR00092691,M06,1001
BR00092691,M07,867
BR00092691,M08,1121
BR00092691,M09,1162
BR00092691,M10,978
BR00092691,M11,1236
BR00092691,M12,1137
BR00092691,M13,1065
BR00092691,M14,1130
BR00092691,M15,1107
BR00092691,M16,1099
BR00092691,M17,1069
BR00092691,M18,1068
BR00092691,M19,1061
BR00092691,M20,996
BR00092691,M21,984
