	level_3_complete_mean_diff	level_3_complete_median_diff	level_3_complete_sum_diff	level_4a_complete_mean_diff	level_4a_complete_median_diff	level_4a_complete_sum_diff	level_4b_complete_mean_diff	level_4b_complete_median_diff	level_4b_complete_sum_diff
SQ00015120	2.641704199788924	2.092401196336577	1772181.97902	1388963039039770.2	598236046511628.0	9.173823080249875e+20	0.5215406433546687	0.26287709337349396	66490.17353999999
SQ00015125	2.3277523351191327	1.888570134516313	1561567.9985099998	983166032800412.1	37483965014577.62	6.474738225610394e+20	0.6762319092987804	0.3375472628726287	95819.35662
SQ00015129	0.001448758368970826	0.0005277537857544162	991.9242899999933	0.007901062578203203	0.0025366156156156152	5051.623369999999	0.003478485768312103	0.0020404936305732455	419.4219000000001
SQ00015205	0.0016645285333707336	0.0005358749298934318	1139.656080000007	0.0051615183682013595	0.0016787912417516517	3304.032429999999	0.003068947995580808	0.0016980454545454564	388.89708999999993
SQ00015169	0.0035124586517339693	0.0005405468311830972	2404.88209	0.008559542334882094	0.0021155065947242213	5482.489580000001	0.004889929498792272	0.0022507536231884035	647.8178600000001
SQ00015141	0.0010623487450925554	0.0005345709478407484	727.3604400000102	0.004561661369012361	0.001424807806031933	2962.087439999963	0.0031013221656217326	0.0017042319749216329	379.89955999999984
SQ00015109	0.0011704018420499109	0.0005040185081324302	801.3413699999967	0.0019452300062189056	0.0009275134328358228	1251.1719400000002	0.0019171119979016784	0.0011676258992805773	204.65553999999992
SQ00015127	0.0014254499818891543	0.0005135109366236741	975.9656900000111	0.15044360826070213	0.0017755482717520844	96938.63986999993	0.0022315830633892284	0.001278948170731706	281.0723500000001
SQ00015158	0.0026730761298841012	0.0005268255748739234	1830.1803800000075	0.009146585528452243	0.0022719154676259005	5858.497790000002	0.001817192740091463	0.0011081097560975616	228.87905999999995
SQ00015218	0.0013095449207795842	0.0004857515423444846	896.6087399999994	0.0038157806757796986	0.001666087604290824	2458.70591	0.0021736852153629873	0.0012732361963190188	272.1106100000002
SQ00015054	0.0013537376145073784	0.0004797195737523778	926.8662399999957	0.002595699062313209	0.0011539509862522439	1667.5601399999998	0.002937032214506173	0.0015565586419753119	365.41380000000004
SQ00015173	0.0026779107660310393	0.0005071031968591827	1833.490520000004	0.003425079357649291	0.001496524865188733	2195.11966	0.002847108936588103	0.001690218855218858	324.70708
SQ00015144	0.0012452823833894084	0.0005188137969719874	852.6099799999929	0.01136386016320475	0.0010201543026706235	7352.872080000003	0.0016550467704849496	0.0011054682274247486	190.02584999999996
SQ00015106	0.001614619774139997	0.00047754346606792186	1105.48494999998	0.0020761682438160778	0.0008177528426092202	1332.2024199999996	0.0018372743055555553	0.0008033333333333372	222.23669999999998
SQ00015133	0.0014856385977519255	0.0005089007291083136	1017.1751500000063	0.0040281383571071075	0.0016175285285285293	2575.4305400000003	0.0029962470371756485	0.0016036377245508987	384.28666
SQ00015100	0.00117471841991496	0.0005248429613008422	804.2968100000155	0.01685362152154398	0.001223629563135848	10814.3622	0.002435004742155351	0.0014470679012345729	302.9535500000001
SQ00015111	0.0035977555822349987	0.0004580931015143787	2463.282510000001	0.0036118867195292243	0.0012196918013165795	2317.6176800000003	0.002475937649235913	0.001368911174785108	331.8152600000001
SQ00015057	0.0016461962954524175	0.000509265283230684	1127.1045099999976	0.003829396817854304	0.0010174627310673833	2466.0090099999998	0.001920125417284867	0.0011356379821958408	248.4795900000001
SQ00014814	0.0012748639640586922	0.0004984660684236244	872.863659999993	0.07705515379059577	0.0017451583980872649	49502.69656000001	0.0035970209628222835	0.0019139640883978	500.0146899999999
SQ00015211	0.0013482934456206753	0.0005323079080202021	923.1387699999988	0.003277471818136373	0.001396262747450508	2098.00148	0.0029812822745901657	0.001574278688524584	349.16778000000016
SQ00015160	0.0019215868182137009	0.000513968031408031	1315.656690000011	0.00359516435289269	0.0011403657074340536	2302.745910000003	0.0036440520669032603	0.0014315141955835954	443.58317000000005
SQ00015151	0.0016066023292905167	0.0005236707795849616	1099.9956299999965	0.013994706251235665	0.0017956257413997607	9060.508699999997	0.0033311084036709536	0.0020227331189710536	397.8142899999999
SQ00015051	0.0011007548578005095	0.0004871312394836116	753.6560299999906	0.01673125311061928	0.001289768907563025	10703.718790000017	0.0022253427174441206	0.0013314431486880403	293.10434
SQ00014818	0.0017215515750607484	0.000508112731351718	1178.6981599999926	0.0051141783432122915	0.0018494537815125977	3271.7649100000044	0.002638382161458335	0.0015333720930232647	348.5197300000002
SQ00014816	0.0017365925873995137	0.0005004879416714097	1188.99632	0.008944409649320131	0.0015205878824235458	5725.567059999998	0.0026745082859848486	0.0016826060606060591	338.91369
SQ00015138	0.0011351337428724855	0.0005228435221537655	777.1942899999904	0.014507487705982638	0.0012649435866983355	9381.35396999991	0.00445756593714927	0.0019899831649831602	508.3764799999998
SQ00015047	0.0021002543115535765	0.0005109394279302222	1437.9853200000102	0.013559790964103719	0.0013403567146282995	8685.208830000001	0.002538194545675413	0.0013996938775510286	334.31067999999993
SQ00015116	2.346389514882657	1.9643360446479676	1574070.7132800003	711905596553877.4	0.23538751015670342	4.710195236591349e+20	0.4534518356861326	0.24468752895752896	45098.50577
SQ00014815	0.001422231389628901	0.00048772293886709014	973.7620099999988	0.009192985918787429	0.002450032934131713	5895.278010000002	0.0026897377285137695	0.0015214814814814785	362.53360999999995
SQ00015103	0.0015887245279491526	0.0005380987100394179	1087.755200000002	0.004255153760147325	0.0015772760072158766	2717.3071499999996	0.003469495801978818	0.002029163879598666	398.35362999999995
SQ00015105	0.001961583619601804	0.0004809702748176708	1343.0413800000063	0.0030830915089517263	0.0012741681627767806	1978.3088300000006	0.0023574186724649423	0.0010665210355987039	279.7218700000002
SQ00015117	2.47319027119407	2.0127919061247854	1659134.7470499994	863825262899835.6	0.2438287724898433	5.71534436342944e+20	0.5015747441123188	0.2506429347826087	62018.71396
SQ00015162	0.0035121779771920014	0.0005223079080204567	2404.6899200000016	0.004630910442301921	0.0012406362545018025	2962.59717	0.0028161748263888908	0.001507250000000006	324.4233400000002
SQ00015154	0.0030301723452981753	0.0005211076836792292	2074.6741599999923	0.30682793633775834	0.0014360173031026265	197469.55057999986	0.0032476573964884702	0.0017155974842767345	396.57794
SQ00015150	0.0010593213246634801	0.0005287212563095863	725.2876499999943	0.052850303009190525	0.0013959155766943882	34135.376510000046	0.0020263856051260967	0.0012379111842105344	236.55215000000007
SQ00015214	0.0014018609056599442	0.0004497728547392149	959.8149100000053	0.0016401315338073852	0.0007819640718562909	1051.78355	0.0013522139350453162	0.0008527341389728135	171.8717999999999
SQ00015204	0.0015124849270891753	0.0005173387549078808	1035.5560799999998	0.0037254595119297716	0.0014583823529411755	2383.34037	0.002758042095200422	0.0014889240506329082	334.6718599999999
SQ00015231	0.0018274190269209273	0.0004436427369604036	1251.182640000005	0.013505998042629917	0.0013816716064018958	8749.293580000003	0.0017160481579912026	0.001065733137829916	224.70621000000006
SQ00015164	0.0037527434304309468	0.0005248990465506714	2569.3983500000168	0.058852832662799406	0.0016368023952095826	37741.14453000001	0.003927352321708464	0.0019082601880877827	481.08495
SQ00015134	0.0012829915200271052	0.0005134856982613849	878.4283699999982	0.023073039328483785	0.0011873337292161502	14920.31932000001	0.0035605967881944447	0.0017636265432098813	442.99521
SQ00015156	0.0027464566244858797	0.00053410544026913	1880.4219499999963	0.006377245207208561	0.0016651859628074382	4082.2532200000014	0.002528601969130676	0.001575531561461793	292.26593
SQ00015137	0.0014676495022434121	0.0005212535053279436	1004.8585200000016	0.14085424738806002	0.0017701552238805973	90597.45192000021	0.004249442113554526	0.00213538580246914	528.6985899999999
SQ00014819	0.0012304693342213764	0.0005065367358386254	842.4679000000183	0.010358177442636462	0.0016847360527894397	6630.5594099999935	0.002170544387437812	0.0012221044776119453	279.2188300000001
SQ00015140	0.0012867888419564276	0.0005218760515986525	881.0282899999912	0.006280597318157093	0.0010685739750445646	4058.974190000021	0.0026679234118852464	0.001509704918032785	312.46719
SQ00015101	0.001242639117708896	0.0005344643858665314	850.8002099999851	0.006342757940216308	0.0011577362440191412	4072.355050000002	0.002692820197851152	0.001447908805031444	328.82565999999986
SQ00015124	0.0034689000572536884	0.0005248625911384448	2375.0587399999977	0.0124536076181592	0.0017361402985074652	8010.160419999998	0.0033247237695115802	0.0016620543806646492	422.5856899999999
SQ00015052	0.001741693599270896	0.0004930846887268809	1192.488840000003	0.003980645845815857	0.0015305212702216894	2551.18	0.0033824296171171176	0.002038153153153156	432.51804
SQ00015157	0.003609694130912305	0.0005225098149188747	2471.4564999999893	0.004362785755770386	0.001248294364508391	2794.4166300000006	0.0026427296046046054	0.001142522522522524	337.9311200000001
SQ00015207	0.0016005347413018236	0.000532745372966518	1092.3033499999817	0.01553947491466423	0.004449240240240244	9909.12873	0.004158558273636136	0.00202200000000001	549.43412
SQ00015044	0.001652223122896783	0.000498968031407988	1131.2309099999861	0.017922200684274758	0.001097513448894209	11513.795230000003	0.0018001348346466095	0.0010560888252149003	241.24687000000003
SQ00015208	0.0020344489478173575	0.0005233286595621695	1392.9302300000056	0.011538706550802138	0.0027720291146761757	7457.142959999997	0.0076128583111026394	0.004522042682926835	958.8547299999998
SQ00015212	0.0021668955207749044	0.0005326219854172978	1483.6126899999954	0.002845571183678057	0.0012404226618704997	1822.6224899999997	0.003147217844848054	0.0018111680911680912	424.19461
SQ00015049	0.0015794952327537939	0.0005077257431295036	1081.4361600000054	0.020372382031874504	0.0013022571942446044	13048.755160000004	0.0024774849519710583	0.0014413173652694595	317.7523100000001
SQ00015055	0.001270071494087694	0.0004980257992149535	869.5823900000096	0.001862087227123206	0.0008604904306220085	1195.5493800000004	0.0014906431125621881	0.0008530895522388042	191.75632999999988
SQ00014817	0.0014512084910731178	0.0005113292204154049	993.6018200000136	0.015037030516212042	0.0010792236211030896	9631.39849000001	0.0021400397711167814	0.0012214795918367312	241.60193000000015
SQ00015159	0.0027104542467049795	0.0005211609646664438	1855.7721299999912	0.2640404470408189	0.0014446169958108935	169425.24941000002	0.0024782552942794276	0.001321353135313532	288.34996
SQ00015223	0.0013446226368246383	0.00046854458777331005	920.6254699999988	0.001308722398952096	0.0006629371257484939	839.2575000000002	0.0012656274338006229	0.0007359190031152652	156.00629999999998
SQ00015149	0.0013004168419331026	0.0005122462142454247	890.3590000000213	0.03662006987742889	0.0015438070913461486	23399.345770000004	0.0027469119706284135	0.001671672131147538	321.71832999999987
SQ00015053	0.001105937295522528	0.0004917694896243731	757.2043000000003	0.003744108290968896	0.001138014354066988	2403.8972399999975	0.002491194632132133	0.0014096096096096128	318.5540400000002
SQ00015098	0.0011599304338427814	0.0005389568143577642	794.1718900000049	0.011680774092801905	0.0023094229625223077	7539.986400000001	0.0036726038338658136	0.002319536741214053	441.4175999999999
SQ00015132	0.002812145377640673	0.0005259927089178141	1925.3971999999944	0.004747950955904448	0.0010372055288461548	3033.8267100000003	0.0034445148070245736	0.001303413461538464	412.6804300000001
SQ00015142	0.0013087688995606628	0.0005316124509258565	896.077419999998	0.01879798339941154	0.0017082764811490116	12061.989220000005	0.002721863524011298	0.0018090677966101684	308.3326999999999
SQ00015170	0.0021869534609273078	0.0004888726864836227	1497.3458000000219	0.004554862480087614	0.0015164038231780187	2927.9384800000003	0.0029770607542705446	0.0017186426592797738	412.69207000000006
SQ00015199	0.0034452033528463545	0.0005086960179474365	2358.8342700000194	0.019226880658513412	0.0022668487394957955	12300.281540000002	0.005622170978096677	0.002709743202416907	714.60042
SQ00015209	0.001653205286618985	0.0005368143578241129	1131.903369999994	0.004198471534034034	0.0016233033033033048	2684.3347599999997	0.004484837096497253	0.001990412087912093	626.8725900000001
SQ00015041	0.0015327240050710563	0.0005183567021875849	1049.4132100000102	0.011819244528775722	0.0016276514251781485	7642.985389999994	0.003224037160054892	0.0018605838323353303	413.5021100000002
SQ00015139	0.0011615148713544532	0.000526859226023487	795.256709999996	0.005325602709444768	0.0013164374629519857	3449.968039999996	0.0034878832904799576	0.001996534810126585	423.23371
SQ00015107	0.0023498405513881168	0.000475600112170632	1608.8700300000046	0.004298348156331137	0.001579919113241462	2754.79414	0.0039882011023462775	0.0017435436893203844	473.2239899999999
SQ00015224	0.0014715406501215175	0.0004583538979251874	1007.5226799999996	0.0024740140969737624	0.0009615205724508038	1593.1859100000001	0.0016026353704388554	0.0009807692307692302	208.00924999999995
SQ00015233	0.0012596775098149245	0.0004603449242845452	862.4659200000038	0.005138198291567519	0.00186714753123141	3316.72755	0.0034017211455242345	0.0021461869436201777	440.2099300000001
SQ00015203	0.0015521687464946903	0.0005106001121701252	1062.7264800000125	182244772909.16693	0.002816005402160867	1.165900000000021e+17	0.004503454071969698	0.0026144428152492685	589.7002900000002
SQ00015206	0.0016914169412507185	0.0005142596747053426	1158.0658200000116	0.004321284586832633	0.0016917216556688649	2766.17526	0.004533673662935322	0.002042641791044786	583.2117799999997
SQ00015126	2.3243257579213172	1.8769944504865483	1559269.2860499998	1194124834090480.0	1005418863503.5334	7.827344992483006e+20	0.5886261098182624	0.29836882978723406	74364.66821
SQ00015155	0.003447889091418985	0.0005162114413911033	2360.673120000019	0.005395299728369217	0.0012569736842105287	3464.041399999999	0.002399451632165605	0.0014051114649681513	289.31628
SQ00015042	0.0016137514897644326	0.0005278210880536908	1104.8904599999937	0.01366085719708284	0.0016702688172043026	8781.417580000001	0.0025367201791158533	0.0014488871951219527	319.50498
SQ00015172	0.0032461697864086952	0.0004919040942231787	2222.561560000014	0.0037742537532474032	0.0011115407673860948	2417.454820000001	0.0030656856377180245	0.0015265552325581496	404.9648100000001
