plate_map_name	cell_line	time_point	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent	volume_ul	amount_mg
MOA002_MCF7_48H	MCF7	48H	A01	NA	NA	NA	NA	0	0
MOA002_MCF7_48H	MCF7	48H	A02	NA	NA	NA	DMSO	8	0
MOA002_MCF7_48H	MCF7	48H	A03	BRD-K15318909-001-02-2	1.852203	10	DMSO	8	0.015
MOA002_MCF7_48H	MCF7	48H	A04	BRD-K15318909-001-02-2	0.617401	3.33333333333333	DMSO	8	0.005
MOA002_MCF7_48H	MCF7	48H	A05	BRD-K78599730-001-02-6	1.37660655	2.5	DMSO	8	0.011
MOA002_MCF7_48H	MCF7	48H	A06	BRD-K78599730-001-02-6	0.45886885	0.833333333333333	DMSO	8	0.004
MOA002_MCF7_48H	MCF7	48H	A07	BRD-K71781559-001-03-3	3.173413	10	DMSO	8	0.025
MOA002_MCF7_48H	MCF7	48H	A08	BRD-K71781559-001-03-3	1.057804333	3.33333333228294	DMSO	8	0.008
MOA002_MCF7_48H	MCF7	48H	A09	BRD-M72045552-001-02-9	1.602157	10	DMSO	8	0.013
MOA002_MCF7_48H	MCF7	48H	A10	BRD-M72045552-001-02-9	0.534052333	3.3333333312528	DMSO	8	0.004
MOA002_MCF7_48H	MCF7	48H	A11	BRD-K56411643-001-02-6	4.40876	10	DMSO	8	0.035
MOA002_MCF7_48H	MCF7	48H	A12	BRD-K56411643-001-02-6	1.469586667	3.3333333340894	DMSO	8	0.012
MOA002_MCF7_48H	MCF7	48H	A13	BRD-K97006656-001-01-1	3.333838	10	DMSO	8	0.027
MOA002_MCF7_48H	MCF7	48H	A14	BRD-K97006656-001-01-1	1.111279333	3.33333333233348	DMSO	8	0.009
MOA002_MCF7_48H	MCF7	48H	A15	BRD-K19875720-001-01-6	3.103041	10	DMSO	8	0.025
MOA002_MCF7_48H	MCF7	48H	A16	BRD-K19875720-001-01-6	1.034347	3.33333333333333	DMSO	8	0.008
MOA002_MCF7_48H	MCF7	48H	A17	BRD-K74995143-001-01-3	3.083312	10	DMSO	8	0.025
MOA002_MCF7_48H	MCF7	48H	A18	BRD-K74995143-001-01-3	1.027770667	3.33333333441442	DMSO	8	0.008
MOA002_MCF7_48H	MCF7	48H	A19	BRD-A52518985-001-01-2	3.584363	10	DMSO	8	0.029
MOA002_MCF7_48H	MCF7	48H	A20	BRD-A52518985-001-01-2	1.194787667	3.3333333342633	DMSO	8	0.01
MOA002_MCF7_48H	MCF7	48H	A21	BRD-K89475669-001-02-1	5.52617	10	DMSO	8	0.044
MOA002_MCF7_48H	MCF7	48H	A22	BRD-K89475669-001-02-1	1.842056667	3.33333333393652	DMSO	8	0.015
