plate_map_name	cell_line	time_point	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent	volume_ul	amount_mg
LKCP002_MCF7_48H	MCF7	48H	B13	BRD-K95142244-001-01-5	1.9017545	5	DMSO	10	0.019
LKCP002_MCF7_48H	MCF7	48H	B14	BRD-K95142244-001-01-5	0.19017545	0.5	DMSO	10	0.002
LKCP002_MCF7_48H	MCF7	48H	B15	BRD-K95142244-001-01-5	0.019017545	0.05	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	B16	BRD-K83003151-001-01-4	3.393916	10	DMSO	10	0.034
LKCP002_MCF7_48H	MCF7	48H	B17	BRD-K83003151-001-01-4	0.3393916	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	B18	BRD-K83003151-001-01-4	0.03393916	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	B19	BRD-K15567136-003-03-3	3.7584598	10	DMSO	10	0.038
LKCP002_MCF7_48H	MCF7	48H	B20	BRD-K15567136-003-03-3	0.37584598	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	B21	BRD-K15567136-003-03-3	0.037584598	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	B22	BRD-A22380646-236-05-8	4.08375	10.0495865734816	DMSO	10	0.041
LKCP002_MCF7_48H	MCF7	48H	B23	BRD-A22380646-236-05-8	0.408375	1.00495865734816	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	B24	BRD-A22380646-236-05-8	0.0408375	0.100495865734816	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C01	BRD-K35483542-001-04-9	3.004351	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	C02	BRD-K35483542-001-04-9	0.3004351	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	C03	BRD-K35483542-001-04-9	0.03004351	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C04	BRD-K70446295-001-01-7	3.834474037	10.0000835506183	DMSO	10	0.038
LKCP002_MCF7_48H	MCF7	48H	C05	BRD-K70446295-001-01-7	0.383447404	1.00000835584421	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	C06	BRD-K70446295-001-01-7	0.03834474	0.100000834541245	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C07	BRD-K79254416-001-13-5	2.282053	10	DMSO	10	0.023
LKCP002_MCF7_48H	MCF7	48H	C08	BRD-K79254416-001-13-5	0.2282053	1	DMSO	10	0.002
LKCP002_MCF7_48H	MCF7	48H	C09	BRD-K79254416-001-13-5	0.02282053	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C10	BRD-K66538826-001-07-2	4.4751	10	DMSO	10	0.045
LKCP002_MCF7_48H	MCF7	48H	C11	BRD-K66538826-001-07-2	0.44751	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	C12	BRD-K66538826-001-07-2	0.044751	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C13	BRD-K94534639-001-02-5	3.2036	10	DMSO	10	0.032
LKCP002_MCF7_48H	MCF7	48H	C14	BRD-K94534639-001-02-5	0.32036	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	C15	BRD-K94534639-001-02-5	0.032036	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C16	BRD-A13964793-001-02-6	2.973666	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	C17	BRD-A13964793-001-02-6	0.2973666	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	C18	BRD-A13964793-001-02-6	0.02973666	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	C19	BRD-K92428232-001-08-0	5.434	9.99624726823202	DMSO	10	0.054
LKCP002_MCF7_48H	MCF7	48H	C20	BRD-K92428232-001-08-0	0.5434	0.999624726823202	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	C21	BRD-K92428232-001-08-0	0.05434	0.0999624726823202	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	C22	BRD-K51544265-044-03-4	6.357	10.0016818936518	DMSO	10	0.064
LKCP002_MCF7_48H	MCF7	48H	C23	BRD-K51544265-044-03-4	0.6357	1.00016818936518	DMSO	10	0.006
LKCP002_MCF7_48H	MCF7	48H	C24	BRD-K51544265-044-03-4	0.06357	0.100016818936518	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	D01	BRD-K99741577-001-01-7	3.73494	10	DMSO	10	0.037
LKCP002_MCF7_48H	MCF7	48H	D02	BRD-K99741577-001-01-7	0.373494	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	D03	BRD-K99741577-001-01-7	0.0373494	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	D04	BRD-K50498985-001-03-3	5.12502	10	DMSO	10	0.051
LKCP002_MCF7_48H	MCF7	48H	D05	BRD-K50498985-001-03-3	0.512502	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	D06	BRD-K50498985-001-03-3	0.0512502	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	D07	BRD-A97437073-001-04-9	3.57427	10	DMSO	10	0.036
LKCP002_MCF7_48H	MCF7	48H	D08	BRD-A97437073-001-04-9	0.357427	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	D09	BRD-A97437073-001-04-9	0.0357427	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	D10	BRD-A48430263-001-06-9	3.56439	10	DMSO	10	0.036
LKCP002_MCF7_48H	MCF7	48H	D11	BRD-A48430263-001-06-9	0.356439	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	D12	BRD-A48430263-001-06-9	0.0356439	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	D13	BRD-K17953908-001-01-7	3.90407	10	DMSO	10	0.039
LKCP002_MCF7_48H	MCF7	48H	D14	BRD-K17953908-001-01-7	0.390407	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	D15	BRD-K17953908-001-01-7	0.0390407	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	D16	BRD-A30655177-001-14-0	3.60001	10	DMSO	10	0.036
LKCP002_MCF7_48H	MCF7	48H	D17	BRD-A30655177-001-14-0	0.360001	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	D18	BRD-A30655177-001-14-0	0.0360001	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	D19	BRD-K15574380-001-01-0	3.593501	10	DMSO	10	0.036
LKCP002_MCF7_48H	MCF7	48H	D20	BRD-K15574380-001-01-0	0.3593501	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	D21	BRD-K15574380-001-01-0	0.03593501	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	D22	BRD-K51318897-001-13-8	2.99348	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	D23	BRD-K51318897-001-13-8	0.299348	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	D24	BRD-K51318897-001-13-8	0.0299348	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E01	BRD-K33586289-003-02-8	4.790529069	9.99995630773084	DMSO	10	0.048
LKCP002_MCF7_48H	MCF7	48H	E02	BRD-K33586289-003-02-8	0.47905290699999997	0.999995630981829	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	E03	BRD-K33586289-003-02-8	0.047905291	0.0999995637244158	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E04	BRD-K89839824-001-04-6	4.58488	10	DMSO	10	0.046
LKCP002_MCF7_48H	MCF7	48H	E05	BRD-K89839824-001-04-6	0.458488	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	E06	BRD-K89839824-001-04-6	0.0458488	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E07	BRD-K45192137-001-01-1	3.924611	10	DMSO	10	0.039
LKCP002_MCF7_48H	MCF7	48H	E08	BRD-K45192137-001-01-1	0.3924611	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	E09	BRD-K45192137-001-01-1	0.03924611	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E10	BRD-A02367930-001-02-9	2.9640336	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	E11	BRD-A02367930-001-02-9	0.29640336	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	E12	BRD-A02367930-001-02-9	0.029640336	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E13	BRD-K62014504-001-02-8	5.796887	10	DMSO	10	0.058
LKCP002_MCF7_48H	MCF7	48H	E14	BRD-K62014504-001-02-8	0.5796887	1	DMSO	10	0.006
LKCP002_MCF7_48H	MCF7	48H	E15	BRD-K62014504-001-02-8	0.05796887	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	E16	BRD-K33551950-001-01-6	3.64777	10	DMSO	10	0.036
LKCP002_MCF7_48H	MCF7	48H	E17	BRD-K33551950-001-01-6	0.364777	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	E18	BRD-K33551950-001-01-6	0.0364777	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E19	BRD-K92042497-001-01-4	3.104299	10	DMSO	10	0.031
LKCP002_MCF7_48H	MCF7	48H	E20	BRD-K92042497-001-01-4	0.3104299	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	E21	BRD-K92042497-001-01-4	0.03104299	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	E22	BRD-A94993966-001-05-1	3.186852306	10.5038222105325	DMSO	10	0.032
LKCP002_MCF7_48H	MCF7	48H	E23	BRD-A94993966-001-05-1	0.318685231	1.05038222237164	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	E24	BRD-A94993966-001-05-1	0.031868523	0.105038221907565	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F01	BRD-A44780397-001-01-1	4.295937	10	DMSO	10	0.043
LKCP002_MCF7_48H	MCF7	48H	F02	BRD-A44780397-001-01-1	0.4295937	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	F03	BRD-A44780397-001-01-1	0.04295937	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F04	BRD-K77987382-001-06-6	2.9529272	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	F05	BRD-K77987382-001-06-6	0.29529272	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	F06	BRD-K77987382-001-06-6	0.029529272	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F07	BRD-K99383816-001-01-9	2.001671	10	DMSO	10	0.02
LKCP002_MCF7_48H	MCF7	48H	F08	BRD-K99383816-001-01-9	0.2001671	1	DMSO	10	0.002
LKCP002_MCF7_48H	MCF7	48H	F09	BRD-K99383816-001-01-9	0.02001671	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F10	BRD-A84465106-001-04-6	3.884144	10	DMSO	10	0.039
LKCP002_MCF7_48H	MCF7	48H	F11	BRD-A84465106-001-04-6	0.3884144	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	F12	BRD-A84465106-001-04-6	0.03884144	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F13	BRD-K74514084-001-02-1	4.37518	10	DMSO	10	0.044
LKCP002_MCF7_48H	MCF7	48H	F14	BRD-K74514084-001-02-1	0.437518	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	F15	BRD-K74514084-001-02-1	0.0437518	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F16	BRD-K64034691-001-01-9	4.655031329	9.99992766803471	DMSO	10	0.047
LKCP002_MCF7_48H	MCF7	48H	F17	BRD-K64034691-001-01-9	0.465503133	0.999992767018291	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	F18	BRD-K64034691-001-01-9	0.046550313	0.0999992760573698	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F19	BRD-K25630527-001-02-0	4.69942	10	DMSO	10	0.047
LKCP002_MCF7_48H	MCF7	48H	F20	BRD-K25630527-001-02-0	0.469942	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	F21	BRD-K25630527-001-02-0	0.0469942	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	F22	BRD-K02404261-001-16-7	1.941906	10	DMSO	10	0.019
LKCP002_MCF7_48H	MCF7	48H	F23	BRD-K02404261-001-16-7	0.1941906	1	DMSO	10	0.002
LKCP002_MCF7_48H	MCF7	48H	F24	BRD-K02404261-001-16-7	0.01941906	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G01	BRD-K57569181-001-27-5	2.78307	10	DMSO	10	0.028
LKCP002_MCF7_48H	MCF7	48H	G02	BRD-K57569181-001-27-5	0.278307	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	G03	BRD-K57569181-001-27-5	0.0278307	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G04	BRD-K86718786-001-02-5	2.983397	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	G05	BRD-K86718786-001-02-5	0.2983397	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	G06	BRD-K86718786-001-02-5	0.02983397	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G07	BRD-K19034817-001-04-8	4.725834591	10.0001007049196	DMSO	10	0.047
LKCP002_MCF7_48H	MCF7	48H	G08	BRD-K19034817-001-04-8	0.472583459	1.00001007028036	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	G09	BRD-K19034817-001-04-8	0.047258346	0.100001007239641	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G10	BRD-K62581435-001-02-0	4.194763	10	DMSO	10	0.042
LKCP002_MCF7_48H	MCF7	48H	G11	BRD-K62581435-001-02-0	0.4194763	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	G12	BRD-K62581435-001-02-0	0.04194763	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G13	NA	NA	NA	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G14	NA	NA	NA	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G15	NA	NA	NA	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G16	NA	NA	NA	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G17	NA	NA	NA	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G18	NA	NA	NA	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G19	BRD-K62734952-001-01-0	2.463016	10	DMSO	10	0.025
LKCP002_MCF7_48H	MCF7	48H	G20	BRD-K62734952-001-01-0	0.2463016	1	DMSO	10	0.002
LKCP002_MCF7_48H	MCF7	48H	G21	BRD-K62734952-001-01-0	0.02463016	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	G22	BRD-K29905972-001-10-5	3.8647	10	DMSO	10	0.039
LKCP002_MCF7_48H	MCF7	48H	G23	BRD-K29905972-001-10-5	0.38647	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	G24	BRD-K29905972-001-10-5	0.038647	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	H01	BRD-K40302533-001-02-9	4.36956	10	DMSO	10	0.044
LKCP002_MCF7_48H	MCF7	48H	H02	BRD-K40302533-001-02-9	0.436956	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	H03	BRD-K40302533-001-02-9	0.0436956	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	H04	BRD-K57252450-001-02-5	5.886559	10	DMSO	10	0.059
LKCP002_MCF7_48H	MCF7	48H	H05	BRD-K57252450-001-02-5	0.5886559	1	DMSO	10	0.006
LKCP002_MCF7_48H	MCF7	48H	H06	BRD-K57252450-001-02-5	0.05886559	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	H07	BRD-K77908580-001-05-4	3.764085	10	DMSO	10	0.038
LKCP002_MCF7_48H	MCF7	48H	H08	BRD-K77908580-001-05-4	0.3764085	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	H09	BRD-K77908580-001-05-4	0.037640849999999997	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	H10	BRD-K40870905-001-01-7	5.21406	10	DMSO	10	0.052
LKCP002_MCF7_48H	MCF7	48H	H11	BRD-K40870905-001-01-7	0.521406	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	H12	BRD-K40870905-001-01-7	0.0521406	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	H13	BRD-K89692698-001-01-8	3.1837242	10	DMSO	10	0.032
LKCP002_MCF7_48H	MCF7	48H	H14	BRD-K89692698-001-01-8	0.31837242	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	H15	BRD-K89692698-001-01-8	0.031837242	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	H16	BRD-K19352500-070-05-8	5.64138	10	DMSO	10	0.056
LKCP002_MCF7_48H	MCF7	48H	H17	BRD-K19352500-070-05-8	0.564138	1	DMSO	10	0.006
LKCP002_MCF7_48H	MCF7	48H	H18	BRD-K19352500-070-05-8	0.0564138	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	H19	BRD-K12742203-003-01-7	3.455245509	10.0487877137215	DMSO	10	0.035
LKCP002_MCF7_48H	MCF7	48H	H20	BRD-K12742203-003-01-7	0.345524551	1.00487877166298	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	H21	BRD-K12742203-003-01-7	0.034552455	0.100487876875471	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	H22	BRD-K19416115-001-05-3	4.073136	10	DMSO	10	0.041
LKCP002_MCF7_48H	MCF7	48H	H23	BRD-K19416115-001-05-3	0.4073136	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	H24	BRD-K19416115-001-05-3	0.04073136	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	I01	BRD-K63828191-003-28-9	5.10044	10	DMSO	10	0.051
LKCP002_MCF7_48H	MCF7	48H	I02	BRD-K63828191-003-28-9	0.510044	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	I03	BRD-K63828191-003-28-9	0.0510044	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	I04	BRD-K68488863-001-04-9	3.754701	10	DMSO	10	0.038
LKCP002_MCF7_48H	MCF7	48H	I05	BRD-K68488863-001-04-9	0.3754701	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	I06	BRD-K68488863-001-04-9	0.03754701	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	I07	BRD-A30984645-001-02-3	5.96742	10	DMSO	10	0.06
LKCP002_MCF7_48H	MCF7	48H	I08	BRD-A30984645-001-02-3	0.596742	1	DMSO	10	0.006
LKCP002_MCF7_48H	MCF7	48H	I09	BRD-A30984645-001-02-3	0.0596742	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	I10	BRD-K75295174-001-05-0	5.18924	10	DMSO	10	0.052
LKCP002_MCF7_48H	MCF7	48H	I11	BRD-K75295174-001-05-0	0.518924	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	I12	BRD-K75295174-001-05-0	0.0518924	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	I13	BRD-K48443249-001-01-0	4.994964	10	DMSO	10	0.05
LKCP002_MCF7_48H	MCF7	48H	I14	BRD-K48443249-001-01-0	0.4994964	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	I15	BRD-K48443249-001-01-0	0.04994964	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	I16	BRD-K89391146-001-09-8	1.6716275	5	DMSO	10	0.017
LKCP002_MCF7_48H	MCF7	48H	I17	BRD-K89391146-001-09-8	0.16716275	0.5	DMSO	10	0.002
LKCP002_MCF7_48H	MCF7	48H	I18	BRD-K89391146-001-09-8	0.016716275	0.05	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	I19	BRD-K24844714-001-25-2	1.300772	10	DMSO	10	0.013
LKCP002_MCF7_48H	MCF7	48H	I20	BRD-K24844714-001-25-2	0.1300772	1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	I21	BRD-K24844714-001-25-2	0.01300772	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	I22	BRD-K61468417-003-01-1	5.7998	10	DMSO	10	0.058
LKCP002_MCF7_48H	MCF7	48H	I23	BRD-K61468417-003-01-1	0.57998	1	DMSO	10	0.006
LKCP002_MCF7_48H	MCF7	48H	I24	BRD-K61468417-003-01-1	0.057998	0.1	DMSO	10	0.001
LKCP002_MCF7_48H	MCF7	48H	J01	BRD-K95412502-003-01-5	3.96951	10	DMSO	10	0.04
LKCP002_MCF7_48H	MCF7	48H	J02	BRD-K95412502-003-01-5	0.396951	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	J03	BRD-K95412502-003-01-5	0.0396951	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	J04	BRD-K33245965-001-03-4	4.735712514	10.0000623225837	DMSO	10	0.047
LKCP002_MCF7_48H	MCF7	48H	J05	BRD-K33245965-001-03-4	0.473571251	1.00000623141372	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	J06	BRD-K33245965-001-03-4	0.047357125	0.100000622930209	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	J07	BRD-K88025533-003-01-7	3.43932	10	DMSO	10	0.034
LKCP002_MCF7_48H	MCF7	48H	J08	BRD-K88025533-003-01-7	0.343932	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	J09	BRD-K88025533-003-01-7	0.0343932	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	J10	BRD-K53414658-001-08-2	4.54863	10	DMSO	10	0.045
LKCP002_MCF7_48H	MCF7	48H	J11	BRD-K53414658-001-08-2	0.454863	1	DMSO	10	0.005
LKCP002_MCF7_48H	MCF7	48H	J12	BRD-K53414658-001-08-2	0.0454863	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	J13	BRD-K87782578-001-01-4	4.234402	10	DMSO	10	0.042
LKCP002_MCF7_48H	MCF7	48H	J14	BRD-K87782578-001-01-4	0.4234402	1	DMSO	10	0.004
LKCP002_MCF7_48H	MCF7	48H	J15	BRD-K87782578-001-01-4	0.04234402	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	J16	BRD-K79131256-001-08-8	2.65331	10	DMSO	10	0.027
LKCP002_MCF7_48H	MCF7	48H	J17	BRD-K79131256-001-08-8	0.265331	1	DMSO	10	0.003
LKCP002_MCF7_48H	MCF7	48H	J18	BRD-K79131256-001-08-8	0.0265331	0.1	DMSO	10	0
LKCP002_MCF7_48H	MCF7	48H	J19	BRD-K03243820-001-22-0	2.961999	10	DMSO	10	0.03
LKCP002_MCF7_48H	MCF7	48H	J20	BRD-K03243820-001-22-0	0.2961999	1	DMSO	10	0.003
