plate_map_name	cell_line	time_point	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent	volume_ul	amount_mg
ASG003_MCF7_6H	MCF7	6H	A20	BRD-A22684332-001-01-9	0.2903575	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	A21	BRD-A22684332-001-01-9	0.02903575	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	A22	BRD-K00317371-001-07-9	2.92373	10	DMSO	12	0.035
ASG003_MCF7_6H	MCF7	6H	A23	BRD-K00317371-001-07-9	0.292373	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	A24	BRD-K00317371-001-07-9	0.0292373	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B01	NA	NA	NA	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B02	NA	NA	NA	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B03	NA	NA	NA	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B04	BRD-K52233191-001-01-6	4.4145200000000004	10	DMSO	12	0.053
ASG003_MCF7_6H	MCF7	6H	B05	BRD-K52233191-001-01-6	0.441452	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	B06	BRD-K52233191-001-01-6	0.0441452	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	B07	BRD-K43449605-001-01-0	2.69726	10	DMSO	12	0.032
ASG003_MCF7_6H	MCF7	6H	B08	BRD-K43449605-001-01-0	0.269726	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	B09	BRD-K43449605-001-01-0	0.0269726	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B10	BRD-K47832606-001-13-7	2.461924	10	DMSO	12	0.03
ASG003_MCF7_6H	MCF7	6H	B11	BRD-K47832606-001-13-7	0.2461924	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	B12	BRD-K47832606-001-13-7	0.02461924	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B13	BRD-K51671335-001-04-9	3.4142582	10	DMSO	12	0.041
ASG003_MCF7_6H	MCF7	6H	B14	BRD-K51671335-001-04-9	0.34142582	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	B15	BRD-K51671335-001-04-9	0.034142582	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B16	BRD-K70401845-001-09-0	3.934357	10	DMSO	12	0.047
ASG003_MCF7_6H	MCF7	6H	B17	BRD-K70401845-001-09-0	0.3934357	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	B18	BRD-K70401845-001-09-0	0.03934357	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B19	BRD-A64933752-001-02-8	3.583519	10	DMSO	12	0.043
ASG003_MCF7_6H	MCF7	6H	B20	BRD-A64933752-001-02-8	0.3583519	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	B21	BRD-A64933752-001-02-8	0.03583519	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	B22	BRD-K05653692-001-03-3	3.905594	10	DMSO	12	0.047
ASG003_MCF7_6H	MCF7	6H	B23	BRD-K05653692-001-03-3	0.3905594	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	B24	BRD-K05653692-001-03-3	0.03905594	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	C01	BRD-K23984367-075-05-3	6.37027	10	DMSO	12	0.076
ASG003_MCF7_6H	MCF7	6H	C02	BRD-K23984367-075-05-3	0.637027	1	DMSO	12	0.008
ASG003_MCF7_6H	MCF7	6H	C03	BRD-K23984367-075-05-3	0.0637027	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	C04	BRD-K04548931-003-08-2	5.7998	10	DMSO	12	0.07
ASG003_MCF7_6H	MCF7	6H	C05	BRD-K04548931-003-08-2	0.57998	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	C06	BRD-K04548931-003-08-2	0.057998	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	C07	BRD-K29905972-001-01-4	3.8646952	10	DMSO	12	0.046
ASG003_MCF7_6H	MCF7	6H	C08	BRD-K29905972-001-01-4	0.38646952	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	C09	BRD-K29905972-001-01-4	0.038646952	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	C10	BRD-K36627727-001-01-3	3.514388	10	DMSO	12	0.042
ASG003_MCF7_6H	MCF7	6H	C11	BRD-K36627727-001-01-3	0.3514388	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	C12	BRD-K36627727-001-01-3	0.03514388	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	C13	BRD-K64052750-001-04-3	4.46902	10	DMSO	12	0.054
ASG003_MCF7_6H	MCF7	6H	C14	BRD-K64052750-001-04-3	0.446902	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	C15	BRD-K64052750-001-04-3	0.0446902	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	C16	BRD-A88080608-001-03-4	2.683502	10	DMSO	12	0.032
ASG003_MCF7_6H	MCF7	6H	C17	BRD-A88080608-001-03-4	0.2683502	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	C18	BRD-A88080608-001-03-4	0.02683502	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	C19	BRD-K60230970-001-19-1	4.756	9.99956267682153	DMSO	12	0.057
ASG003_MCF7_6H	MCF7	6H	C20	BRD-K60230970-001-19-1	4.756	9.99956267682153	DMSO	12	0.057
ASG003_MCF7_6H	MCF7	6H	C21	BRD-K60230970-001-19-1	4.756	9.99956267682153	DMSO	12	0.057
ASG003_MCF7_6H	MCF7	6H	C22	BRD-K60230970-001-19-1	4.756	9.99956267682153	DMSO	12	0.057
ASG003_MCF7_6H	MCF7	6H	C23	BRD-K60230970-001-19-1	4.756	9.99956267682153	DMSO	12	0.057
ASG003_MCF7_6H	MCF7	6H	C24	BRD-K60230970-001-19-1	4.756	9.99956267682153	DMSO	12	0.057
ASG003_MCF7_6H	MCF7	6H	D01	BRD-K15600710-066-01-7	4.1349	10	DMSO	12	0.05
ASG003_MCF7_6H	MCF7	6H	D02	BRD-K15600710-066-01-7	0.41349	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	D03	BRD-K15600710-066-01-7	0.041349	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	D04	BRD-K64890080-001-05-4	5.216544	10	DMSO	12	0.063
ASG003_MCF7_6H	MCF7	6H	D05	BRD-K64890080-001-05-4	0.5216544	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	D06	BRD-K64890080-001-05-4	0.05216544	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	D07	BRD-K02113016-001-02-2	4.344628	10	DMSO	12	0.052
ASG003_MCF7_6H	MCF7	6H	D08	BRD-K02113016-001-02-2	0.4344628	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	D09	BRD-K02113016-001-02-2	0.04344628	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	D10	BRD-K23478508-001-15-1	7.809385	10	DMSO	12	0.094
ASG003_MCF7_6H	MCF7	6H	D11	BRD-K23478508-001-15-1	0.7809385	1	DMSO	12	0.009
ASG003_MCF7_6H	MCF7	6H	D12	BRD-K23478508-001-15-1	0.07809385	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	D13	BRD-K89162000-001-01-5	5.6270298	10	DMSO	12	0.068
ASG003_MCF7_6H	MCF7	6H	D14	BRD-K89162000-001-01-5	0.56270298	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	D15	BRD-K89162000-001-01-5	0.056270298	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	D16	BRD-K63923597-001-11-8	5.294018927	10.4303333005622	DMSO	12	0.064
ASG003_MCF7_6H	MCF7	6H	D17	BRD-K63923597-001-11-8	0.529401893	1.04303333064728	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	D18	BRD-K63923597-001-11-8	0.052940189	0.104303332473665	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	D19	BRD-K64925568-001-01-8	5.68552	10	DMSO	12	0.068
ASG003_MCF7_6H	MCF7	6H	D20	BRD-K64925568-001-01-8	0.568552	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	D21	BRD-K64925568-001-01-8	0.0568552	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	D22	BRD-K71221037-001-02-4	8.069408	10	DMSO	12	0.097
ASG003_MCF7_6H	MCF7	6H	D23	BRD-K71221037-001-02-4	0.8069408	1	DMSO	12	0.01
ASG003_MCF7_6H	MCF7	6H	D24	BRD-K71221037-001-02-4	0.08069408	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	E01	BRD-K66615216-001-01-9	4.014314	10	DMSO	12	0.048
ASG003_MCF7_6H	MCF7	6H	E02	BRD-K66615216-001-01-9	0.4014314	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	E03	BRD-K66615216-001-01-9	0.04014314	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	E04	BRD-K57080016-001-03-5	4.57681	10	DMSO	12	0.055
ASG003_MCF7_6H	MCF7	6H	E05	BRD-K57080016-001-03-5	0.457681	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	E06	BRD-K57080016-001-03-5	0.0457681	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	E07	BRD-K99451608-001-02-4	6.288008	10	DMSO	12	0.075
ASG003_MCF7_6H	MCF7	6H	E08	BRD-K99451608-001-02-4	0.6288008	1	DMSO	12	0.008
ASG003_MCF7_6H	MCF7	6H	E09	BRD-K99451608-001-02-4	0.06288008	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	E10	BRD-K06854232-001-07-4	3.514388	10	DMSO	12	0.042
ASG003_MCF7_6H	MCF7	6H	E11	BRD-K06854232-001-07-4	0.3514388	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	E12	BRD-K06854232-001-07-4	0.03514388	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	E13	BRD-K41213548-001-01-2	5.746625	10	DMSO	12	0.069
ASG003_MCF7_6H	MCF7	6H	E14	BRD-K41213548-001-01-2	0.5746625	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	E15	BRD-K41213548-001-01-2	0.05746625	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	E16	BRD-K67566344-001-01-8	4.655447	10	DMSO	12	0.056
ASG003_MCF7_6H	MCF7	6H	E17	BRD-K67566344-001-01-8	0.4655447	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	E18	BRD-K67566344-001-01-8	0.04655447	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	E19	BRD-K11267252-001-05-1	4.826166	10	DMSO	12	0.058
ASG003_MCF7_6H	MCF7	6H	E20	BRD-K11267252-001-05-1	0.4826166	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	E21	BRD-K11267252-001-05-1	0.04826166	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	E22	BRD-K74117820-066-10-8	6.63888	10	DMSO	12	0.08
ASG003_MCF7_6H	MCF7	6H	E23	BRD-K74117820-066-10-8	0.663888	1	DMSO	12	0.008
ASG003_MCF7_6H	MCF7	6H	E24	BRD-K74117820-066-10-8	0.0663888	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	F01	BRD-K62391742-001-08-9	8.68439	10	DMSO	12	0.104
ASG003_MCF7_6H	MCF7	6H	F02	BRD-K62391742-001-08-9	0.868439	1	DMSO	12	0.01
ASG003_MCF7_6H	MCF7	6H	F03	BRD-K62391742-001-08-9	0.0868439	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	F04	BRD-K81418486-001-52-5	2.643202	10	DMSO	12	0.032
ASG003_MCF7_6H	MCF7	6H	F05	BRD-K81418486-001-52-5	0.2643202	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	F06	BRD-K81418486-001-52-5	0.02643202	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	F07	BRD-A07780951-001-06-3	2.112576	10	DMSO	12	0.025
ASG003_MCF7_6H	MCF7	6H	F08	BRD-A07780951-001-06-3	0.2112576	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	F09	BRD-A07780951-001-06-3	0.02112576	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	F10	BRD-K93918653-001-06-3	5.60667	10	DMSO	12	0.067
ASG003_MCF7_6H	MCF7	6H	F11	BRD-K93918653-001-06-3	0.560667	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	F12	BRD-K93918653-001-06-3	0.0560667	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	F13	BRD-K67868012-001-07-6	3.483553	10	DMSO	12	0.042
ASG003_MCF7_6H	MCF7	6H	F14	BRD-K67868012-001-07-6	0.3483553	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	F15	BRD-K67868012-001-07-6	0.03483553	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	F16	BRD-A71390734-001-01-7	5.52218229	11.1	DMSO	12	0.066
ASG003_MCF7_6H	MCF7	6H	F17	BRD-A71390734-001-01-7	0.552218229	1.11	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	F18	BRD-A71390734-001-01-7	0.055221823	0.111000000201007	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	F19	BRD-A01320529-104-07-7	6.03745	10	DMSO	12	0.072
ASG003_MCF7_6H	MCF7	6H	F20	BRD-A01320529-104-07-7	0.603745	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	F21	BRD-A01320529-104-07-7	0.0603745	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	F22	BRD-K61033289-001-01-2	3.164345	10	DMSO	12	0.038
ASG003_MCF7_6H	MCF7	6H	F23	BRD-K61033289-001-01-2	0.3164345	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	F24	BRD-K61033289-001-01-2	0.03164345	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	G01	BRD-K66788707-001-07-7	2.852318	10	DMSO	12	0.034
ASG003_MCF7_6H	MCF7	6H	G02	BRD-K66788707-001-07-7	0.2852318	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	G03	BRD-K66788707-001-07-7	0.02852318	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	G04	BRD-A22032524-074-03-2	5.6705094	10	DMSO	12	0.068
ASG003_MCF7_6H	MCF7	6H	G05	BRD-A22032524-074-03-2	0.56705094	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	G06	BRD-A22032524-074-03-2	0.056705094	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	G07	BRD-A82307304-001-01-8	5.586398	10	DMSO	12	0.067
ASG003_MCF7_6H	MCF7	6H	G08	BRD-A82307304-001-01-8	0.5586398	1	DMSO	12	0.007
ASG003_MCF7_6H	MCF7	6H	G09	BRD-A82307304-001-01-8	0.05586398	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	G10	BRD-K99023089-001-01-1	4.28915	10	DMSO	12	0.051
ASG003_MCF7_6H	MCF7	6H	G11	BRD-K99023089-001-01-1	0.428915	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	G12	BRD-K99023089-001-01-1	0.0428915	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	G13	NA	NA	NA	NA	0	0
ASG003_MCF7_6H	MCF7	6H	G14	NA	NA	NA	NA	0	0
ASG003_MCF7_6H	MCF7	6H	G15	NA	NA	NA	NA	0	0
ASG003_MCF7_6H	MCF7	6H	G16	NA	NA	NA	NA	0	0
ASG003_MCF7_6H	MCF7	6H	G17	NA	NA	NA	NA	0	0
ASG003_MCF7_6H	MCF7	6H	G18	NA	NA	NA	NA	0	0
ASG003_MCF7_6H	MCF7	6H	G19	BRD-K56429665-001-09-6	4.126100119	10.0001287406566	DMSO	12	0.05
ASG003_MCF7_6H	MCF7	6H	G20	BRD-K56429665-001-09-6	0.412610012	1.00001287430802	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	G21	BRD-K56429665-001-09-6	0.041261001	0.100001286946077	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	G22	BRD-K27316855-001-06-7	4.166365	10	DMSO	12	0.05
ASG003_MCF7_6H	MCF7	6H	G23	BRD-K27316855-001-06-7	0.4166365	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	G24	BRD-K27316855-001-06-7	0.041663650000000003	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	H01	BRD-A91452556-001-03-2	3.965622	10	DMSO	12	0.048
ASG003_MCF7_6H	MCF7	6H	H02	BRD-A91452556-001-03-2	0.3965622	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	H03	BRD-A91452556-001-03-2	0.03965622	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	H04	BRD-A13084692-001-08-2	4.4154	10	DMSO	12	0.053
ASG003_MCF7_6H	MCF7	6H	H05	BRD-A13084692-001-08-2	0.44154	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	H06	BRD-A13084692-001-08-2	0.044154	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	H07	BRD-K56343971-001-08-0	4.89922	10	DMSO	12	0.059
ASG003_MCF7_6H	MCF7	6H	H08	BRD-K56343971-001-08-0	0.489922	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	H09	BRD-K56343971-001-08-0	0.0489922	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	H10	BRD-K71926323-001-12-0	3.6235560000000002	10	DMSO	12	0.043
ASG003_MCF7_6H	MCF7	6H	H11	BRD-K71926323-001-12-0	0.3623556	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	H12	BRD-K71926323-001-12-0	0.03623556	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	H13	BRD-K20986251-001-07-2	3.765726	10	DMSO	12	0.045
ASG003_MCF7_6H	MCF7	6H	H14	BRD-K20986251-001-07-2	0.3765726	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	H15	BRD-K20986251-001-07-2	0.03765726	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	H16	BRD-K09951645-001-10-0	5.19562	10	DMSO	12	0.062
ASG003_MCF7_6H	MCF7	6H	H17	BRD-K09951645-001-10-0	0.519562	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	H18	BRD-K09951645-001-10-0	0.0519562	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	H19	BRD-K37890730-001-11-0	3.48352	10	DMSO	12	0.042
ASG003_MCF7_6H	MCF7	6H	H20	BRD-K37890730-001-11-0	0.348352	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	H21	BRD-K37890730-001-11-0	0.0348352	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	H22	BRD-K11853856-001-02-5	2.811874075	9.5209387923848	DMSO	12	0.034
ASG003_MCF7_6H	MCF7	6H	H23	BRD-K11853856-001-02-5	0.281187408	0.952093880931469	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	H24	BRD-K11853856-001-02-5	0.028118741	0.0952093887703421	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	I01	BRD-K12539581-001-12-0	3.0132044	10	DMSO	12	0.036
ASG003_MCF7_6H	MCF7	6H	I02	BRD-K12539581-001-12-0	0.30132044	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	I03	BRD-K12539581-001-12-0	0.030132044	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	I04	BRD-K78431006-001-01-1	4.50337	10	DMSO	12	0.054
ASG003_MCF7_6H	MCF7	6H	I05	BRD-K78431006-001-01-1	0.450337	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	I06	BRD-K78431006-001-01-1	0.0450337	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	I07	BRD-A93236127-001-04-5	7.649391	10	DMSO	12	0.092
ASG003_MCF7_6H	MCF7	6H	I08	BRD-A93236127-001-04-5	0.7649391	1	DMSO	12	0.009
ASG003_MCF7_6H	MCF7	6H	I09	BRD-A93236127-001-04-5	0.07649391	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	I10	BRD-K32107296-001-06-0	1.941508	10	DMSO	12	0.023
ASG003_MCF7_6H	MCF7	6H	I11	BRD-K32107296-001-06-0	0.1941508	1	DMSO	12	0.002
ASG003_MCF7_6H	MCF7	6H	I12	BRD-K32107296-001-06-0	0.01941508	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	I13	BRD-K63828191-003-07-3	5.1004422	10	DMSO	12	0.061
ASG003_MCF7_6H	MCF7	6H	I14	BRD-K63828191-003-07-3	0.51004422	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	I15	BRD-K63828191-003-07-3	0.051004422	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	I16	BRD-K45724504-001-01-6	3.664055	10	DMSO	12	0.044
ASG003_MCF7_6H	MCF7	6H	I17	BRD-K45724504-001-01-6	0.3664055	1	DMSO	12	0.004
ASG003_MCF7_6H	MCF7	6H	I18	BRD-K45724504-001-01-6	0.03664055	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	I19	BRD-K41895714-001-01-4	2.57268	10	DMSO	12	0.031
ASG003_MCF7_6H	MCF7	6H	I20	BRD-K41895714-001-01-4	0.257268	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	I21	BRD-K41895714-001-01-4	0.0257268	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	I22	BRD-K14880289-001-01-4	4.53498	10	DMSO	12	0.054
ASG003_MCF7_6H	MCF7	6H	I23	BRD-K14880289-001-01-4	0.453498	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	I24	BRD-K14880289-001-01-4	0.0453498	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J01	BRD-K51544265-001-04-2	5.015057	10	DMSO	12	0.06
ASG003_MCF7_6H	MCF7	6H	J02	BRD-K51544265-001-04-2	0.5015057	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	J03	BRD-K51544265-001-04-2	0.05015057	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J04	BRD-K03067624-001-02-3	4.806389	10	DMSO	12	0.058
ASG003_MCF7_6H	MCF7	6H	J05	BRD-K03067624-001-02-3	0.4806389	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	J06	BRD-K03067624-001-02-3	0.04806389	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J07	BRD-A35869383-001-03-5	4.404971	10	DMSO	12	0.053
ASG003_MCF7_6H	MCF7	6H	J08	BRD-A35869383-001-03-5	0.4404971	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	J09	BRD-A35869383-001-03-5	0.04404971	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J10	BRD-K21680192-300-10-2	5.17403	10	DMSO	12	0.062
ASG003_MCF7_6H	MCF7	6H	J11	BRD-K21680192-300-10-2	0.517403	1	DMSO	12	0.006
ASG003_MCF7_6H	MCF7	6H	J12	BRD-K21680192-300-10-2	0.0517403	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J13	BRD-K05804044-001-09-4	4.569857401	10.121058728999	DMSO	12	0.055
ASG003_MCF7_6H	MCF7	6H	J14	BRD-K05804044-001-09-4	0.45698574	1.01210587267842	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	J15	BRD-K05804044-001-09-4	0.045698574	0.101210587267842	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J16	BRD-K22134346-001-08-2	4.1856622	10	DMSO	12	0.05
ASG003_MCF7_6H	MCF7	6H	J17	BRD-K22134346-001-08-2	0.41856622	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	J18	BRD-K22134346-001-08-2	0.041856622	0.1	DMSO	12	0.001
ASG003_MCF7_6H	MCF7	6H	J19	BRD-K87909389-001-01-2	4.0184	10	DMSO	12	0.048
ASG003_MCF7_6H	MCF7	6H	J20	BRD-K87909389-001-01-2	0.40184	1	DMSO	12	0.005
ASG003_MCF7_6H	MCF7	6H	J21	BRD-K87909389-001-01-2	0.040184	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	J22	BRD-K32821942-001-20-5	2.77263	10	DMSO	12	0.033
ASG003_MCF7_6H	MCF7	6H	J23	BRD-K32821942-001-20-5	0.277263	1	DMSO	12	0.003
ASG003_MCF7_6H	MCF7	6H	J24	BRD-K32821942-001-20-5	0.0277263	0.1	DMSO	12	0
ASG003_MCF7_6H	MCF7	6H	K01	BRD-K88560311-011-07-1	4.059648761	9.63464853155015	DMSO	12	0.049
