compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00022423,N03,BRD-K07881437-001-04-6,4.5698574e-002,9.62977805724439e-002,DMSO,10,0.000
AB00022423,N04,BRD-K31447894-236-01-0,4.475175,10,DMSO,10,0.045
AB00022423,N05,BRD-K31447894-236-01-0,0.4475175,1,DMSO,10,0.004
AB00022423,N06,BRD-K31447894-236-01-0,4.475175e-002,1.e-001,DMSO,10,0.000
AB00022423,N07,BRD-K86930074-001-05-0,4.505053,10,DMSO,10,0.045
AB00022423,N08,BRD-K86930074-001-05-0,0.4505053,1,DMSO,10,0.005
AB00022423,N09,BRD-K86930074-001-05-0,4.505053e-002,0.1,DMSO,10,0.000
AB00022423,N10,BRD-K13646352-001-03-8,5.706371,10,DMSO,10,0.057
AB00022423,N11,BRD-K13646352-001-03-8,0.5706371,1,DMSO,10,0.006
AB00022423,N12,BRD-K13646352-001-03-8,5.706371e-002,1.e-001,DMSO,10,0.001
AB00022423,N13,BRD-K57080016-001-19-1,4.57681,10,DMSO,10,0.046
AB00022423,N14,BRD-K57080016-001-19-1,0.457681,1,DMSO,10,0.005
AB00022423,N15,BRD-K57080016-001-19-1,4.57681e-002,1.e-001,DMSO,10,0.000
AB00022423,N16,BRD-K12906202-001-06-2,1.911867,10,DMSO,10,0.019
AB00022423,N17,BRD-K12906202-001-06-2,0.1911867,1,DMSO,10,0.002
AB00022423,N18,BRD-K12906202-001-06-2,1.911867e-002,1.e-001,DMSO,10,0.000
AB00022423,N19,BRD-K28731095-001-01-7,2.0831825,5,DMSO,10,0.021
AB00022423,N20,BRD-K28731095-001-01-7,0.20831825,0.5,DMSO,10,0.002
AB00022423,N21,BRD-K28731095-001-01-7,2.0831825e-002,5.e-002,DMSO,10,0.000
AB00022423,N22,BRD-K08273968-001-16-6,3.52766,10,DMSO,10,0.035
AB00022423,N23,BRD-K08273968-001-16-6,0.352766,1,DMSO,10,0.004
AB00022423,N24,BRD-K08273968-001-16-6,3.52766e-002,1.e-001,DMSO,10,0.000
AB00022423,O01,,,,DMSO,10,0.000
AB00022423,O02,,,,DMSO,10,0.000
AB00022423,O03,,,,DMSO,10,0.000
AB00022423,O04,,,,DMSO,10,0.000
AB00022423,O05,,,,DMSO,10,0.000
AB00022423,O06,,,,DMSO,10,0.000
AB00022423,O07,BRD-K33277808-001-01-2,5.846525,10,DMSO,10,0.058
AB00022423,O08,BRD-K33277808-001-01-2,0.5846525,1,DMSO,10,0.006
AB00022423,O09,BRD-K33277808-001-01-2,5.846525e-002,1.e-001,DMSO,10,0.001
AB00022423,O10,BRD-K55026842-001-01-4,2.442047,10,DMSO,10,0.024
AB00022423,O11,BRD-K55026842-001-01-4,0.2442047,1,DMSO,10,0.002
AB00022423,O12,BRD-K55026842-001-01-4,2.442047e-002,1.e-001,DMSO,10,0.000
AB00022423,O13,BRD-K76617868-003-14-3,0.65566,2,DMSO,10,0.007
AB00022423,O14,BRD-K76617868-003-14-3,6.5566e-002,0.2,DMSO,10,0.001
AB00022423,O15,BRD-K76617868-003-14-3,6.5566e-003,2.e-002,DMSO,10,0.000
AB00022423,O16,BRD-K94830213-001-01-3,4.03106118,10.5400226642346,DMSO,10,0.040
AB00022423,O17,BRD-K94830213-001-01-3,0.403106118,1.05400226642346,DMSO,10,0.004
AB00022423,O18,BRD-K94830213-001-01-3,4.0310612e-002,0.105400227165287,DMSO,10,0.000
AB00022423,O19,BRD-K00521308-019-03-5,7.11668,10,DMSO,10,0.071
AB00022423,O20,BRD-K00521308-019-03-5,0.711668,1,DMSO,10,0.007
AB00022423,O21,BRD-K00521308-019-03-5,7.11668e-002,1.e-001,DMSO,10,0.001
AB00022423,O22,BRD-K17513304-001-01-9,4.995032,10,DMSO,10,0.050
AB00022423,O23,BRD-K17513304-001-01-9,0.4995032,1,DMSO,10,0.005
AB00022423,O24,BRD-K17513304-001-01-9,4.995032e-002,1.e-001,DMSO,10,0.000
AB00022423,P01,BRD-K71480163-001-01-4,4.57996,10,DMSO,10,0.046
AB00022423,P02,BRD-K71480163-001-01-4,0.457996,1,DMSO,10,0.005
AB00022423,P03,BRD-K71480163-001-01-4,4.57996e-002,0.1,DMSO,10,0.000
AB00022423,P04,BRD-K15236393-001-01-1,2.703661,10,DMSO,10,0.027
AB00022423,P05,BRD-K15236393-001-01-1,0.2703661,1,DMSO,10,0.003
AB00022423,P06,BRD-K15236393-001-01-1,2.703661e-002,1.e-001,DMSO,10,0.000
AB00022423,P07,BRD-K43586850-001-02-9,4.555433,10,DMSO,10,0.046
AB00022423,P08,BRD-K43586850-001-02-9,0.4555433,1,DMSO,10,0.005
AB00022423,P09,BRD-K43586850-001-02-9,4.555433e-002,1.e-001,DMSO,10,0.000
AB00022423,P10,BRD-K60633875-001-01-0,2.72382,10,DMSO,10,0.027
AB00022423,P11,BRD-K60633875-001-01-0,0.272382,1,DMSO,10,0.003
AB00022423,P12,BRD-K60633875-001-01-0,2.72382e-002,1.e-001,DMSO,10,0.000
AB00022423,P13,BRD-K35240538-001-25-4,3.744706,10,DMSO,10,0.037
AB00022423,P14,BRD-K35240538-001-25-4,0.3744706,1,DMSO,10,0.004
AB00022423,P15,BRD-K35240538-001-25-4,3.744706e-002,1.e-001,DMSO,10,0.000
AB00022423,P16,BRD-K91966436-003-02-3,5.63981,10,DMSO,10,0.056
AB00022423,P17,BRD-K91966436-003-02-3,0.563981,1,DMSO,10,0.006
AB00022423,P18,BRD-K91966436-003-02-3,5.63981e-002,1.e-001,DMSO,10,0.001
AB00022423,P19,BRD-K99749624-001-05-4,3.753989,10,DMSO,10,0.038
AB00022423,P20,BRD-K99749624-001-05-4,0.3753989,1,DMSO,10,0.004
AB00022423,P21,BRD-K99749624-001-05-4,3.753989e-002,1.e-001,DMSO,10,0.000
AB00022423,P22,BRD-K87909389-001-03-8,4.0184,10,DMSO,10,0.040
AB00022423,P23,BRD-K87909389-001-03-8,0.40184,1,DMSO,10,0.004
AB00022423,P24,BRD-K87909389-001-03-8,4.0184e-002,1.e-001,DMSO,10,0.000
