compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00023158,N12,BRD-K04466929-001-07-7,0.130156296,0.370370369527235,DMSO,8,0.001
AB00023158,N13,BRD-K53581288-001-05-2,0.412685556,1.11111111230773,DMSO,8,0.003
AB00023158,N14,BRD-K53581288-001-05-2,0.137561852,0.370370370769243,DMSO,8,0.001
AB00023158,N15,BRD-A72796238-001-10-6,0.469371,1.11111111111111,DMSO,8,0.004
AB00023158,N16,BRD-A72796238-001-10-6,0.156457,0.37037037037037,DMSO,8,0.001
AB00023158,N17,BRD-K46239287-001-01-7,0.522768444,1.11111111016647,DMSO,8,0.004
AB00023158,N18,BRD-K46239287-001-01-7,0.174256148,0.370370370055491,DMSO,8,0.001
AB00023158,N19,BRD-K41483742-001-09-8,0.221339333,1.1111111094378,DMSO,8,0.002
AB00023158,N20,BRD-K41483742-001-09-8,7.3779778e-002,0.370370371485913,DMSO,8,0.001
AB00023158,N21,BRD-K91041732-001-04-6,0.449418444,1.1111111100123,DMSO,8,0.004
AB00023158,N22,BRD-K91041732-001-04-6,0.149806148,0.370370370004099,DMSO,8,0.001
AB00023158,N23,,,,,0,0.000
AB00023158,N24,,,,DMSO,8,0.000
AB00023158,O01,,,,,0,0.000
AB00023158,O02,,,,DMSO,8,0.000
AB00023158,O03,BRD-K05649647-001-02-9,4.2747,10,DMSO,8,0.034
AB00023158,O04,BRD-K05649647-001-02-9,1.4249,3.33333333333333,DMSO,8,0.011
AB00023158,O05,BRD-K60230970-001-10-0,4.756208,10,DMSO,8,0.038
AB00023158,O06,BRD-K60230970-001-10-0,1.585402667,3.33333333403417,DMSO,8,0.013
AB00023158,O07,BRD-K38921908-001-01-9,5.987384,10,DMSO,8,0.048
AB00023158,O08,BRD-K38921908-001-01-9,1.995794667,3.33333333389006,DMSO,8,0.016
AB00023158,O09,BRD-K29965657-001-07-7,4.10893,10,DMSO,8,0.033
AB00023158,O10,BRD-K29965657-001-07-7,1.369643333,3.33333333252209,DMSO,8,0.011
AB00023158,O11,BRD-K79602928-003-10-8,1.65625,10,DMSO,8,0.013
AB00023158,O12,BRD-K79602928-003-10-8,0.552083333,3.33333333132075,DMSO,8,0.004
AB00023158,O13,BRD-K02407574-001-04-8,1.236,4.99811963945603,DMSO,8,0.010
AB00023158,O14,BRD-K02407574-001-04-8,1.236,4.99811963945603,DMSO,8,0.010
AB00023158,O15,BRD-K02788568-001-01-5,2.693,4.9998886025562,DMSO,8,0.022
AB00023158,O16,BRD-K02788568-001-01-5,2.693,4.9998886025562,DMSO,8,0.022
AB00023158,O17,BRD-K82696158-001-01-9,2.203,5.00073433388879,DMSO,8,0.018
AB00023158,O18,BRD-K82696158-001-01-9,2.203,5.00073433388879,DMSO,8,0.018
AB00023158,O19,BRD-K60907894-003-14-4,1.733,4.98161717148779,DMSO,8,0.014
AB00023158,O20,BRD-K60907894-003-14-4,1.733,4.98161717148779,DMSO,8,0.014
AB00023158,O21,BRD-K82846253-001-13-9,2.267,5.00899608626609,DMSO,8,0.018
AB00023158,O22,BRD-K82846253-001-13-9,2.267,5.00899608626609,DMSO,8,0.018
AB00023158,O23,,,,,0,0.000
AB00023158,O24,,,,DMSO,8,0.000
AB00023158,P01,,,,,0,0.000
AB00023158,P02,,,,DMSO,8,0.000
AB00023158,P03,BRD-K05649647-001-02-9,0.474966667,1.11111111189089,DMSO,8,0.004
AB00023158,P04,BRD-K05649647-001-02-9,0.158322222,0.370370369850516,DMSO,8,0.001
AB00023158,P05,BRD-K60230970-001-10-0,0.528467556,1.11111111204556,DMSO,8,0.004
AB00023158,P06,BRD-K60230970-001-10-0,0.176155852,0.370370370681854,DMSO,8,0.001
AB00023158,P07,BRD-K38921908-001-01-9,0.665264889,1.11111111129669,DMSO,8,0.005
AB00023158,P08,BRD-K38921908-001-01-9,0.221754963,0.370370370432229,DMSO,8,0.002
AB00023158,P09,BRD-K29965657-001-07-7,0.456547778,1.11111111165194,DMSO,8,0.004
AB00023158,P10,BRD-K29965657-001-07-7,0.152182593,0.370370371361887,DMSO,8,0.001
AB00023158,P11,BRD-K79602928-003-10-8,0.184027778,1.11111111245283,DMSO,8,0.001
AB00023158,P12,BRD-K79602928-003-10-8,6.1342593e-002,0.370370372830189,DMSO,8,0.000
AB00023158,P13,BRD-K51318897-001-13-8,1.5,5.01089033499472,DMSO,8,0.012
AB00023158,P14,BRD-K51318897-001-13-8,1.5,5.01089033499472,DMSO,8,0.012
AB00023158,P15,BRD-K36055864-001-07-7,1.407,5.00093478738385,DMSO,8,0.011
AB00023158,P16,BRD-K36055864-001-07-7,1.407,5.00093478738385,DMSO,8,0.011
AB00023158,P17,,,,DMSO,8,0.000
AB00023158,P18,,,,DMSO,8,0.000
AB00023158,P19,,,,DMSO,8,0.000
AB00023158,P20,,,,DMSO,8,0.000
AB00023158,P21,,,,DMSO,8,0.000
AB00023158,P22,,,,DMSO,8,0.000
AB00023158,P23,,,,,0,0.000
AB00023158,P24,,,,DMSO,8,0.000
