Image_Metadata_Plate,Image_Metadata_Well,cell_count
SQ00015122,A01,2071
SQ00015122,A02,2602
SQ00015122,A03,2285
SQ00015122,A04,2411
SQ00015122,A05,2311
SQ00015122,A06,1869
SQ00015122,A07,1970
SQ00015122,A08,2277
SQ00015122,A09,1825
SQ00015122,A10,1965
SQ00015122,A11,1928
SQ00015122,A12,1910
SQ00015122,A13,780
SQ00015122,A14,1277
SQ00015122,A15,1795
SQ00015122,A16,1649
SQ00015122,A17,2094
SQ00015122,A18,2189
SQ00015122,A19,1845
SQ00015122,A20,2256
SQ00015122,A21,1912
SQ00015122,A22,2086
SQ00015122,A23,2143
SQ00015122,A24,2286
SQ00015122,B01,2207
SQ00015122,B02,2386
SQ00015122,B03,1918
SQ00015122,B04,2641
SQ00015122,B05,2146
SQ00015122,B06,2100
SQ00015122,B07,2190
SQ00015122,B08,2238
SQ00015122,B09,2424
SQ00015122,B10,2201
SQ00015122,B11,2320
SQ00015122,B12,2344
SQ00015122,B13,2389
SQ00015122,B14,1929
SQ00015122,B15,2387
SQ00015122,B16,2378
SQ00015122,B17,2391
SQ00015122,B18,2363
SQ00015122,B19,1909
SQ00015122,B20,2255
SQ00015122,B21,1950
SQ00015122,B22,2174
SQ00015122,B23,2445
SQ00015122,B24,1865
SQ00015122,C01,2138
SQ00015122,C02,2334
SQ00015122,C03,2922
SQ00015122,C04,2583
SQ00015122,C05,2529
SQ00015122,C06,2742
SQ00015122,C07,1974
SQ00015122,C08,2376
SQ00015122,C09,2929
SQ00015122,C10,2808
SQ00015122,C11,2712
SQ00015122,C12,2847
SQ00015122,C13,1944
SQ00015122,C14,2698
SQ00015122,C15,2906
SQ00015122,C16,3044
SQ00015122,C17,2860
SQ00015122,C18,2464
SQ00015122,C19,40
SQ00015122,C20,65
SQ00015122,C21,42
SQ00015122,C22,55
SQ00015122,C23,46
SQ00015122,C24,67
SQ00015122,D01,1992
SQ00015122,D02,2493
SQ00015122,D03,2911
SQ00015122,D04,2615
SQ00015122,D05,2600
SQ00015122,D06,3052
SQ00015122,D07,2664
SQ00015122,D08,2915
SQ00015122,D09,2839
SQ00015122,D10,2965
SQ00015122,D11,2959
SQ00015122,D12,2793
SQ00015122,D13,3018
SQ00015122,D14,3283
SQ00015122,D15,2756
SQ00015122,D16,2563
SQ00015122,D17,2971
SQ00015122,D18,2818
SQ00015122,D19,2886
SQ00015122,D20,2592
SQ00015122,D21,3052
SQ00015122,D22,2736
SQ00015122,D23,2507
SQ00015122,D24,2119
SQ00015122,E01,2395
SQ00015122,E02,2821
SQ00015122,E03,3359
SQ00015122,E04,3117
SQ00015122,E05,3472
SQ00015122,E06,3012
SQ00015122,E07,3027
SQ00015122,E08,2982
SQ00015122,E09,2816
SQ00015122,E10,2633
SQ00015122,E11,3059
SQ00015122,E12,3144
SQ00015122,E13,3103
SQ00015122,E14,2968
SQ00015122,E15,3226
SQ00015122,E16,2860
SQ00015122,E17,2933
SQ00015122,E18,3083
SQ00015122,E19,2563
SQ00015122,E20,3075
SQ00015122,E21,2717
SQ00015122,E22,2845
SQ00015122,E23,3051
SQ00015122,E24,2201
SQ00015122,F01,2497
SQ00015122,F02,2718
SQ00015122,F03,3128
