Metadata_Plate,Metadata_Well,cell_count
BR00092751,A01,1251
BR00092751,A02,1680
BR00092751,A03,1406
BR00092751,A04,1343
BR00092751,A05,1440
BR00092751,A06,1436
BR00092751,A07,426
BR00092751,A08,412
BR00092751,A09,467
BR00092751,A10,546
BR00092751,A11,1106
BR00092751,A12,1559
BR00092751,A13,1349
BR00092751,A14,1145
BR00092751,A15,1322
BR00092751,A16,1148
BR00092751,A17,1412
BR00092751,A18,1228
BR00092751,A19,1185
BR00092751,A20,927
BR00092751,A21,1077
BR00092751,A22,18
BR00092751,A23,102
BR00092751,A24,172
BR00092751,B01,1258
BR00092751,B02,1642
BR00092751,B03,1468
BR00092751,B04,1670
BR00092751,B05,1579
BR00092751,B06,1525
BR00092751,B07,893
BR00092751,B08,1741
BR00092751,B09,1582
BR00092751,B10,409
BR00092751,B11,1067
BR00092751,B12,1136
BR00092751,B13,325
BR00092751,B14,1121
BR00092751,B15,995
BR00092751,B16,1320
BR00092751,B17,1406
BR00092751,B18,1077
BR00092751,B19,881
BR00092751,B20,1206
BR00092751,B21,1176
BR00092751,B22,1227
BR00092751,B23,1200
BR00092751,B24,1180
BR00092751,C01,1378
BR00092751,C02,1824
BR00092751,C03,1769
BR00092751,C04,1365
BR00092751,C05,1339
BR00092751,C06,1716
BR00092751,C07,1091
BR00092751,C08,1491
BR00092751,C09,1584
BR00092751,C10,687
BR00092751,C11,1079
BR00092751,C12,1629
BR00092751,C13,1740
BR00092751,C14,1522
BR00092751,C15,1357
BR00092751,C16,1571
BR00092751,C17,1542
BR00092751,C18,1486
BR00092751,C19,84
BR00092751,C20,181
BR00092751,C21,217
BR00092751,C22,1339
BR00092751,C23,1407
BR00092751,C24,1282
BR00092751,D01,1347
BR00092751,D02,1656
BR00092751,D03,1573
BR00092751,D04,1756
BR00092751,D05,1744
BR00092751,D06,1796
BR00092751,D07,1624
BR00092751,D08,1535
BR00092751,D09,1605
BR00092751,D10,1469
BR00092751,D11,1750
BR00092751,D12,1657
BR00092751,D13,1698
BR00092751,D14,1551
BR00092751,D15,1670
BR00092751,D16,1328
BR00092751,D17,1419
BR00092751,D18,1546
BR00092751,D19,1389
BR00092751,D20,1415
BR00092751,D21,1337
BR00092751,D22,229
BR00092751,D23,1273
BR00092751,D24,1315
BR00092751,E01,1471
